Ev Idx,tid,cat,Record function id,Input type,name,pid,dur,External id,Concrete Inputs,Sequence number,Input Strides,Input Dims,ts,Fwd thread id,ph
482,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,0.967,23523,"["""", ""[1, 50, 8, 64]"", ""[25600, 512, 64, 1]"", """"]",,"[[25600, 64, 512, 1], [], [], []]","[[1, 8, 50, 64], [], [], []]",6939565722628.782,,X
483,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.212,23524,"["""", ""1"", ""2""]",,"[[512, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565722632.945,,X
484,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.163,23525,"["""", ""[1, 50, 8, 64]"", ""[512, 512, 64, 1]"", """"]",,"[[512, 64, 512, 1], [], [], []]","[[1, 8, 50, 64], [], [], []]",6939565722636.36,,X
485,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.868,23526,"["""", ""1"", ""2""]",,"[[512, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565722640.192,,X
486,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,0.839,23527,"["""", ""[1, 50, 8, 64]"", ""[512, 512, 64, 1]"", """"]",,"[[512, 64, 512, 1], [], [], []]","[[1, 8, 50, 64], [], [], []]",6939565722643.593,,X
487,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.047,23528,"["""", ""1"", ""2""]",,"[[512, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565722647.276,,X
488,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.283,23529,"["""", ""[1, 50, 8, 64]"", ""[512, 512, 64, 1]"", """"]",,"[[512, 64, 512, 1], [], [], []]","[[1, 8, 50, 64], [], [], []]",6939565722650.413,,X
489,125589,cpu_op,0,"[""float"", ""float"", ""float"", ""float"", """", ""float"", """", """", ""Scalar"", ""Scalar"", ""float"", ""Scalar"", ""long int"", ""long int"", ""Scalar"", ""Scalar"", """", """", """", ""Scalar""]",aten::_efficient_attention_backward,122891,274.825,23530,"["""", """", """", """", """", """", """", """", ""50"", ""50"", """", ""0.10000000000000001"", """", """", ""0"", ""False"", """", """", """", ""False""]",,"[[512, 512, 64, 1], [512, 512, 64, 1], [512, 512, 64, 1], [512, 512, 64, 1], [], [25600, 512, 64, 1], [], [], [], [], [512, 64, 1], [], [], [], [], [], [], [], [], []]","[[1, 50, 8, 64], [1, 50, 8, 64], [1, 50, 8, 64], [1, 50, 8, 64], [], [1, 50, 8, 64], [], [], [], [], [1, 8, 64], [], [], [], [], [], [], [], [], []]",6939565722657.564,,X
490,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,11.264,23531,"[""[1, 50, 8, 64]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565722666.399,,X
491,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.928,23532,"[""[1, 50, 8, 64]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565722681.163,,X
492,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.285,23533,"[""[1, 50, 8, 64]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565722694.376,,X
493,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar"", ""Scalar"", """"]",aten::to,122891,0.879,23534,"["""", ""6"", ""False"", ""False"", """"]",,"[[25600, 512, 64, 1], [], [], [], []]","[[1, 50, 8, 64], [], [], [], []]",6939565722715.459,,X
494,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar"", ""Scalar"", """"]",aten::to,122891,0.26,23535,"["""", ""6"", ""False"", ""False"", """"]",,"[[512, 512, 64, 1], [], [], [], []]","[[1, 50, 8, 64], [], [], [], []]",6939565722718.771,,X
495,125589,cpu_op,0,"[""float"", ""float""]",aten::mul,122891,38.036,23536,"["""", """"]",,"[[512, 512, 64, 1], [25600, 512, 64, 1]]","[[1, 50, 8, 64], [1, 50, 8, 64]]",6939565722722.304,,X
496,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,122891,43.369,23537,"["""", ""[-1]"", ""False"", """"]",,"[[25600, 512, 64, 1], [], [], []]","[[1, 50, 8, 64], [], [], []]",6939565722764.452,,X
497,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.072,23538,"["""", ""[1, 50, 8, 1]"", ""[400, 8, 1, 0]"", """"]",,"[[400, 8, 1], [], [], []]","[[1, 50, 8], [], [], []]",6939565722777.687,,X
498,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,6.215,23539,"["""", ""-2"", ""-1""]",,"[[400, 8, 1], [], []]","[[1, 50, 8], [], []]",6939565722810.66,,X
499,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.334,23540,"["""", ""[1, 8, 50]"", ""[400, 1, 8]"", """"]",,"[[400, 8, 1], [], [], []]","[[1, 50, 8], [], [], []]",6939565722814.835,,X
500,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::contiguous,122891,56.249,23541,"["""", ""0""]",,"[[400, 1, 8], []]","[[1, 8, 50], []]",6939565722820.003,,X
501,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::clone,122891,52.725,23542,"["""", ""0""]",,"[[400, 1, 8], []]","[[1, 8, 50], []]",6939565722822.989,,X
502,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty_like,122891,16.612,23543,"["""", ""6"", ""0"", """", """", ""0""]",,"[[400, 1, 8], [], [], [], [], []]","[[1, 8, 50], [], [], [], [], []]",6939565722826.451,,X
503,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,11.754,23544,"[""[1, 8, 50]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565722830.149,,X
504,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,28.49,23545,"["""", """", ""False""]",,"[[400, 50, 1], [400, 1, 8], []]","[[1, 8, 50], [1, 8, 50], []]",6939565722846.361,,X
505,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.381,23546,"[""[131200]"", ""0"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565722886.254,,X
506,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.567,23547,"["""", ""1"", ""2""]",,"[[25600, 512, 64, 1], [], []]","[[1, 50, 8, 64], [], []]",6939565722935.456,,X
507,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.374,23548,"["""", ""[1, 8, 50, 64]"", ""[25600, 64, 512, 1]"", """"]",,"[[25600, 512, 64, 1], [], [], []]","[[1, 50, 8, 64], [], [], []]",6939565722938.953,,X
508,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.909,23549,"["""", ""1"", ""2""]",,"[[25600, 512, 64, 1], [], []]","[[1, 50, 8, 64], [], []]",6939565722943.336,,X
509,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,0.951,23550,"["""", ""[1, 8, 50, 64]"", ""[25600, 64, 512, 1]"", """"]",,"[[25600, 512, 64, 1], [], [], []]","[[1, 50, 8, 64], [], [], []]",6939565722946.643,,X
510,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.73,23551,"["""", ""1"", ""2""]",,"[[25600, 512, 64, 1], [], []]","[[1, 50, 8, 64], [], []]",6939565722950.418,,X
511,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.228,23552,"["""", ""[1, 8, 50, 64]"", ""[25600, 64, 512, 1]"", """"]",,"[[25600, 512, 64, 1], [], [], []]","[[1, 50, 8, 64], [], [], []]",6939565722954.156,,X
512,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,28.624,23553,,5899,,,6939565723025.686,1,X
513,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,19.243,23554,"[""""]",5899,"[[25600, 64, 512, 1]]","[[1, 8, 50, 64]]",6939565723030.089,1,X
514,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,14.863,23555,"["""", ""[8, 50, 64]""]",,"[[25600, 64, 512, 1], []]","[[1, 8, 50, 64], []]",6939565723033.867,,X
515,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList""]",aten::_reshape_alias,122891,5.382,23556,"["""", ""[8, 50, 64]"", ""[64, 512, 1]""]",,"[[25600, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565723042.442,,X
516,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,21.905,23557,,5898,,,6939565723065.433,1,X
517,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,12.861,23558,"[""""]",5898,"[[25600, 64, 512, 1]]","[[1, 8, 50, 64]]",6939565723069.532,1,X
518,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,9.05,23559,"["""", ""[8, 50, 64]""]",,"[[25600, 64, 512, 1], []]","[[1, 8, 50, 64], []]",6939565723072.789,,X
519,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList""]",aten::_reshape_alias,122891,2.118,23560,"["""", ""[8, 50, 64]"", ""[64, 512, 1]""]",,"[[25600, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565723079.015,,X
520,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,21.115,23561,,5897,,,6939565723098.387,1,X
521,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,11.953,23562,"[""""]",5897,"[[25600, 64, 512, 1]]","[[1, 8, 50, 64]]",6939565723102.486,1,X
522,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,8.303,23563,"["""", ""[8, 50, 64]""]",,"[[25600, 64, 512, 1], []]","[[1, 8, 50, 64], []]",6939565723105.557,,X
523,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList""]",aten::_reshape_alias,122891,2.064,23564,"["""", ""[8, 50, 64]"", ""[64, 512, 1]""]",,"[[25600, 64, 512, 1], [], []]","[[1, 8, 50, 64], [], []]",6939565723111.067,,X
524,125589,cpu_op,0,,autograd::engine::evaluate_function: TransposeBackward0,122891,21.228,23565,,5896,,,6939565723130.823,1,X
525,125589,cpu_op,0,"[""float""]",TransposeBackward0,122891,12.145,23566,"[""""]",5896,"[[64, 512, 1]]","[[8, 50, 64]]",6939565723134.991,1,X
526,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,8.861,23567,"["""", ""0"", ""1""]",,"[[64, 512, 1], [], []]","[[8, 50, 64], [], []]",6939565723137.437,,X
527,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.289,23568,"["""", ""[50, 8, 64]"", ""[512, 64, 1]"", """"]",,"[[64, 512, 1], [], [], []]","[[8, 50, 64], [], [], []]",6939565723142.784,,X
528,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,19.5,23569,,5895,,,6939565723163.35,1,X
529,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,10.64,23570,"[""""]",5895,"[[512, 64, 1]]","[[50, 8, 64]]",6939565723167.147,1,X
530,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,7.035,23571,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723170.179,,X
531,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,3.484,23572,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723173.018,,X
532,125589,cpu_op,0,,autograd::engine::evaluate_function: TransposeBackward0,122891,18.935,23573,,5894,,,6939565723194.293,1,X
533,125589,cpu_op,0,"[""float""]",TransposeBackward0,122891,10.105,23574,"[""""]",5894,"[[64, 512, 1]]","[[8, 50, 64]]",6939565723198.206,1,X
534,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,7.209,23575,"["""", ""0"", ""1""]",,"[[64, 512, 1], [], []]","[[8, 50, 64], [], []]",6939565723200.304,,X
535,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.255,23576,"["""", ""[50, 8, 64]"", ""[512, 64, 1]"", """"]",,"[[64, 512, 1], [], [], []]","[[8, 50, 64], [], [], []]",6939565723204.474,,X
536,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,18.691,23577,,5893,,,6939565723224.565,1,X
537,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,9.479,23578,"[""""]",5893,"[[512, 64, 1]]","[[50, 8, 64]]",6939565723228.518,1,X
538,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,6.007,23579,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723231.418,,X
539,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.568,23580,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723234.097,,X
540,125589,cpu_op,0,,autograd::engine::evaluate_function: TransposeBackward0,122891,18.694,23581,,5892,,,6939565723254.695,1,X
541,125589,cpu_op,0,"[""float""]",TransposeBackward0,122891,9.759,23582,"[""""]",5892,"[[64, 512, 1]]","[[8, 50, 64]]",6939565723258.678,1,X
542,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,6.895,23583,"["""", ""0"", ""1""]",,"[[64, 512, 1], [], []]","[[8, 50, 64], [], []]",6939565723260.763,,X
543,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.136,23584,"["""", ""[50, 8, 64]"", ""[512, 64, 1]"", """"]",,"[[64, 512, 1], [], [], []]","[[8, 50, 64], [], [], []]",6939565723264.732,,X
544,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,17.981,23585,,5891,,,6939565723285.351,1,X
545,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,9.003,23586,"[""""]",5891,"[[512, 64, 1]]","[[50, 8, 64]]",6939565723289.144,1,X
546,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,5.546,23587,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723291.992,,X
547,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.302,23588,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565723294.509,,X
548,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,127.323,23589,,5890,,,6939565723314.709,1,X
549,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,115.87,23590,"[""""]",5890,"[[512, 512, 1]]","[[50, 1, 512]]",6939565723318.558,1,X
550,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,111.113,23591,"["""", ""[3, 50, 1, 512]"", ""0"", ""2""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565723322.557,,X
551,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,52.913,23592,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565723328.208,,X
552,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,10.989,23593,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565723331.805,,X
553,125589,cpu_op,0,"[""float""]",aten::zero_,122891,33.731,23594,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565723346.462,,X
554,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,26.543,23595,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565723351.046,,X
555,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,9.393,23596,"["""", ""0"", ""2""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565723384.228,,X
556,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.591,23597,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""51200""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565723390.521,,X
557,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,36.111,23598,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565723396.079,,X
558,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,137.591,23599,,5889,,,6939565723455.588,1,X
559,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,89.527,23600,"[""""]",5889,"[[512, 512, 1]]","[[50, 1, 512]]",6939565723459.628,1,X
560,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,85.417,23601,"["""", ""[3, 50, 1, 512]"", ""0"", ""1""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565723463.038,,X
561,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,45.199,23602,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565723466.547,,X
562,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,11.271,23603,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565723469.978,,X
563,125589,cpu_op,0,"[""float""]",aten::zero_,122891,26.639,23604,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565723484.242,,X
564,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,20.484,23605,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565723487.674,,X
565,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,6.96,23606,"["""", ""0"", ""1""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565723514.398,,X
566,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.23,23607,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""25600""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565723519.165,,X
567,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,23.445,23608,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565723523.601,,X
568,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,122891,26.86,23609,"["""", """", ""1""]",,"[[25600, 512, 512, 1], [25600, 512, 512, 1], []]","[[3, 50, 1, 512], [3, 50, 1, 512], []]",6939565723559.183,,X
569,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,127.876,23610,,5888,,,6939565723606.51,1,X
570,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,86.369,23611,"[""""]",5888,"[[512, 512, 1]]","[[50, 1, 512]]",6939565723610.67,1,X
571,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,82.165,23612,"["""", ""[3, 50, 1, 512]"", ""0"", ""0""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565723614.098,,X
572,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,43.007,23613,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565723617.643,,X
573,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,10.44,23614,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565723620.631,,X
574,125589,cpu_op,0,"[""float""]",aten::zero_,122891,26.036,23615,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565723633.722,,X
575,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,19.987,23616,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565723637.092,,X
576,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,6.457,23617,"["""", ""0"", ""0""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565723663.364,,X
577,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.293,23618,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""0""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565723667.536,,X
578,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,22.833,23619,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565723672.05,,X
579,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,122891,21.169,23620,"["""", """", ""1""]",,"[[25600, 512, 512, 1], [25600, 512, 512, 1], []]","[[3, 50, 1, 512], [3, 50, 1, 512], []]",6939565723705.737,,X
580,125589,cpu_op,0,,autograd::engine::evaluate_function: CloneBackward0,122891,10.858,23621,,5887,,,6939565723747.807,1,X
581,125589,cpu_op,0,"[""float""]",CloneBackward0,122891,0.966,23622,"[""""]",5887,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565723752.135,1,X
582,125589,cpu_op,0,,autograd::engine::evaluate_function: SqueezeBackward1,122891,23.79,23623,,5886,,,6939565723769.518,1,X
583,125589,cpu_op,0,"[""float""]",SqueezeBackward1,122891,14.935,23624,"[""""]",5886,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565723773.275,1,X
584,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::unsqueeze,122891,10.12,23625,"["""", ""3""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565723777.21,,X
585,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,2.254,23626,"["""", ""[3, 50, 1, 1, 512]"", ""[25600, 512, 512, 512, 1]"", """"]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565723782.619,,X
586,125589,cpu_op,0,,autograd::engine::evaluate_function: TransposeBackward0,122891,21.528,23627,,5885,,,6939565723804.025,1,X
587,125589,cpu_op,0,"[""float""]",TransposeBackward0,122891,11.752,23628,"[""""]",5885,"[[25600, 512, 512, 512, 1]]","[[3, 50, 1, 1, 512]]",6939565723808.014,1,X
588,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,8.7,23629,"["""", ""0"", ""-2""]",,"[[25600, 512, 512, 512, 1], [], []]","[[3, 50, 1, 1, 512], [], []]",6939565723810.284,,X
589,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,2.339,23630,"["""", ""[1, 50, 1, 3, 512]"", ""[512, 512, 512, 25600, 1]"", """"]",,"[[25600, 512, 512, 512, 1], [], [], []]","[[3, 50, 1, 1, 512], [], [], []]",6939565723814.463,,X
590,125589,cpu_op,0,,autograd::engine::evaluate_function: UnsqueezeBackward0,122891,22.314,23631,,5884,,,6939565723836.813,1,X
591,125589,cpu_op,0,"[""float""]",UnsqueezeBackward0,122891,13.314,23632,"[""""]",5884,"[[512, 512, 512, 25600, 1]]","[[1, 50, 1, 3, 512]]",6939565723840.766,1,X
592,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::squeeze,122891,9.448,23633,"["""", ""0""]",,"[[512, 512, 512, 25600, 1], []]","[[1, 50, 1, 3, 512], []]",6939565723843.862,,X
593,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.524,23634,"["""", ""[50, 1, 3, 512]"", ""[512, 512, 25600, 1]"", """"]",,"[[512, 512, 512, 25600, 1], [], [], []]","[[1, 50, 1, 3, 512], [], [], []]",6939565723849.682,,X
594,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,80.125,23635,,5883,,,6939565723870.126,1,X
595,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,68.832,23636,"[""""]",5883,"[[512, 512, 25600, 1]]","[[50, 1, 3, 512]]",6939565723874.109,1,X
596,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,65.082,23637,"["""", ""[50, 1, 1536]""]",,"[[512, 512, 25600, 1], []]","[[50, 1, 3, 512], []]",6939565723877.17,,X
597,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::clone,122891,51.207,23638,"["""", ""0""]",,"[[512, 512, 25600, 1], []]","[[50, 1, 3, 512], []]",6939565723881.817,,X
598,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty_like,122891,15.927,23639,"["""", ""6"", ""0"", """", """", ""0""]",,"[[512, 512, 25600, 1], [], [], [], [], []]","[[50, 1, 3, 512], [], [], [], [], []]",6939565723885.746,,X
599,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,10.87,23640,"[""[50, 1, 3, 512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565723889.636,,X
600,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,27.789,23641,"["""", """", ""False""]",,"[[1536, 1536, 512, 1], [512, 512, 25600, 1], []]","[[50, 1, 3, 512], [50, 1, 3, 512], []]",6939565723904.103,,X
601,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::_unsafe_view,122891,3.727,23642,"["""", ""[50, 1, 1536]""]",,"[[1536, 1536, 512, 1], []]","[[50, 1, 3, 512], []]",6939565723937.55,,X
602,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,19.187,23643,,5882,,,6939565723962.802,1,X
