ts,tid,pid,cat,ph,bp,name,id
6928969413234.612,4097251,4097061,ac2g,f,e,ac2g,4644
6928969413238.007,4097251,4097061,ac2g,f,e,ac2g,4645
6928969413714.139,4097251,4097061,ac2g,f,e,ac2g,4648
6928969413741.646,4097251,4097061,ac2g,f,e,ac2g,4649
6928969413742.153,4097251,4097061,ac2g,f,e,ac2g,4650
6928969413845.362,7,0,ac2g,f,e,ac2g,4653
6928969413817.968,4097251,4097061,ac2g,s,,ac2g,4653
6928969413859.058,7,0,ac2g,f,e,ac2g,4655
6928969413850.066,4097251,4097061,ac2g,s,,ac2g,4655
6928969413862.777,4097251,4097061,ac2g,f,e,ac2g,4657
6928969414470.609,7,0,ac2g,f,e,ac2g,4658
6928969413867.716,4097251,4097061,ac2g,s,,ac2g,4658
6928969414476.803,4097251,4097061,ac2g,f,e,ac2g,4660
6928969414509.041,7,0,ac2g,f,e,ac2g,4661
6928969414483.37,4097251,4097061,ac2g,s,,ac2g,4661
6928969414789.713,7,0,ac2g,f,e,ac2g,4681
6928969414772.806,4097251,4097061,ac2g,s,,ac2g,4681
6928969414897.068,4097251,4097061,ac2g,f,e,ac2g,4713
6928969414901.624,4097251,4097061,ac2g,f,e,ac2g,4714
6928969414903.411,4097251,4097061,ac2g,f,e,ac2g,4715
6928969414905.034,4097251,4097061,ac2g,f,e,ac2g,4716
6928969414948.282,4097251,4097061,ac2g,f,e,ac2g,4724
6928969414966.736,7,0,ac2g,f,e,ac2g,4725
6928969414953.933,4097251,4097061,ac2g,s,,ac2g,4725
6928969415100.003,4097251,4097061,ac2g,f,e,ac2g,4749
6928969415102.527,4097251,4097061,ac2g,f,e,ac2g,4750
6928969415103.8,4097251,4097061,ac2g,f,e,ac2g,4751
6928969415104.84,4097251,4097061,ac2g,f,e,ac2g,4752
6928969415147.44,7,0,ac2g,f,e,ac2g,4756
6928969415135.279,4097251,4097061,ac2g,s,,ac2g,4756
6928969415181.328,7,0,ac2g,f,e,ac2g,4758
6928969415149.46,4097251,4097061,ac2g,s,,ac2g,4758
6928969415164.116,4097251,4097061,ac2g,f,e,ac2g,4760
6928969415186.768,7,0,ac2g,f,e,ac2g,4761
6928969415166.577,4097251,4097061,ac2g,s,,ac2g,4761
6928969415181.092,4097251,4097061,ac2g,f,e,ac2g,4762
6928969415184.006,4097251,4097061,ac2g,f,e,ac2g,4763
6928969415195.12,7,0,ac2g,f,e,ac2g,4764
6928969415185.096,4097251,4097061,ac2g,s,,ac2g,4764
6928969415195.052,4097251,4097061,ac2g,f,e,ac2g,4766
6928969415240.144,7,0,ac2g,f,e,ac2g,4767
6928969415198.422,4097251,4097061,ac2g,s,,ac2g,4767
6928969415230.615,4097251,4097061,ac2g,f,e,ac2g,4780
6928969415232.712,4097251,4097061,ac2g,f,e,ac2g,4781
6928969415233.546,4097251,4097061,ac2g,f,e,ac2g,4782
6928969415234.247,4097251,4097061,ac2g,f,e,ac2g,4783
6928969415254.032,7,0,ac2g,f,e,ac2g,4787
6928969415244.946,4097251,4097061,ac2g,s,,ac2g,4787
6928969415262.576,7,0,ac2g,f,e,ac2g,4789
6928969415254.395,4097251,4097061,ac2g,s,,ac2g,4789
6928969415264.54,4097251,4097061,ac2g,f,e,ac2g,4791
6928969415276.304,7,0,ac2g,f,e,ac2g,4792
6928969415267.0,4097251,4097061,ac2g,s,,ac2g,4792
6928969415276.597,4097251,4097061,ac2g,f,e,ac2g,4794
6928969415314.384,7,0,ac2g,f,e,ac2g,4795
6928969415278.252,4097251,4097061,ac2g,s,,ac2g,4795
6928969415353.776,7,0,ac2g,f,e,ac2g,4804
6928969415341.265,4097251,4097061,ac2g,s,,ac2g,4804
6928969415438.0,7,0,ac2g,f,e,ac2g,4824
6928969415427.621,4097251,4097061,ac2g,s,,ac2g,4824
