Ev Idx,tid,cat,Record function id,Input type,name,pid,dur,External id,Concrete Inputs,Sequence number,Input Strides,Input Dims,ts,Fwd thread id,ph
132,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,4097061,3005.769,1157,"["""", """", """", ""[0]"", ""[2, 2]"", ""[0, 0]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, False]""]",,"[[25088, 49, 7, 1], [50176, 196, 14, 1], [256, 1, 1, 1], [], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [5, 256, 14, 14], [512, 256, 1, 1], [], [], [], [], [], [], [], []]",6928969415653.869,,X
133,4097251,cpu_op,0,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,4097061,1.192,1158,"["""", """", """", """", """", ""False"", ""False"", ""0""]",,"[[25088, 49, 7, 1], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [], [], [], [], [], [], []]",6928969415664.156,,X
134,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,15.009,1159,"[""[512, 256, 1, 1]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969417147.878,,X
135,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,28.825,1160,,,,,6928969418721.235,,X
136,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,19.034,1161,"[""""]",,"[[256, 1, 1, 1]]","[[512, 256, 1, 1]]",6928969418728.128,,X
137,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,10.578,1162,"[""""]",,"[[256, 1, 1, 1]]","[[512, 256, 1, 1]]",6928969418735.857,,X
138,4097251,cpu_op,0,"[""float""]",detach,4097061,7.752,1163,"[""""]",,"[[256, 1, 1, 1]]","[[512, 256, 1, 1]]",6928969418738.322,,X
139,4097251,cpu_op,0,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,4097061,147.534,1164,,194,,,6928969418757.554,1,X
140,4097251,cpu_op,0,"[""float""]",CudnnBatchNormBackward0,4097061,121.237,1165,"[""""]",194,"[[25088, 49, 7, 1]]","[[5, 512, 7, 7]]",6928969418760.989,1,X
141,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,4097061,111.441,1166,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]",,"[[25088, 49, 7, 1], [25088, 49, 7, 1], [1], [1], [1], [1], [1], [], [1]]","[[5, 512, 7, 7], [5, 512, 7, 7], [512], [512], [512], [512], [512], [], [0]]",6928969418769.339,,X
142,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,15.384,1167,"[""[5, 512, 7, 7]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969418787.219,,X
143,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,6.988,1168,"[""[512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969418805.119,,X
144,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,5.299,1169,"[""[512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969418814.294,,X
145,4097251,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,4097061,2.712,1170,"["""", ""[1, 512, 1, 1]""]",,"[[1], []]","[[512], []]",6928969418841.166,,X
146,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,4.76,1171,"[""[0]"", ""0"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969418849.332,,X
147,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,13.986,1172,,,,,6928969418917.091,,X
148,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,7.733,1173,"[""""]",,[[1]],[[512]],6928969418920.986,,X
149,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,4.362,1174,"[""""]",,[[1]],[[512]],6928969418923.803,,X
150,4097251,cpu_op,0,"[""float""]",detach,4097061,2.493,1175,"[""""]",,[[1]],[[512]],6928969418925.287,,X
151,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,12.176,1176,,,,,6928969418938.737,,X
152,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,5.876,1177,"[""""]",,[[1]],[[512]],6928969418942.677,,X
153,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,3.455,1178,"[""""]",,[[1]],[[512]],6928969418944.626,,X
154,4097251,cpu_op,0,"[""float""]",detach,4097061,1.391,1179,"[""""]",,[[1]],[[512]],6928969418946.324,,X
155,4097251,cpu_op,0,,autograd::engine::evaluate_function: ConvolutionBackward0,4097061,217.865,1180,,193,,,6928969418958.127,1,X
156,4097251,cpu_op,0,"[""float""]",ConvolutionBackward0,4097061,203.365,1181,"[""""]",193,"[[25088, 49, 7, 1]]","[[5, 512, 7, 7]]",6928969418961.055,1,X
157,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,4097061,193.492,1182,"["""", """", """", ""[0]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, False]""]",,"[[25088, 49, 7, 1], [25088, 49, 7, 1], [4608, 9, 3, 1], [], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [5, 512, 7, 7], [512, 512, 3, 3], [], [], [], [], [], [], [], []]",6928969418969.578,,X
158,4097251,cpu_op,0,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,4097061,2.199,1183,"["""", """", """", """", """", ""False"", ""False"", ""0""]",,"[[25088, 49, 7, 1], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [], [], [], [], [], [], []]",6928969418981.899,,X
159,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,7.07,1184,"[""[512, 512, 3, 3]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969419094.351,,X
160,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,15.149,1185,,,,,6928969419189.532,,X
161,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,8.383,1186,"[""""]",,"[[4608, 9, 3, 1]]","[[512, 512, 3, 3]]",6928969419194.149,,X
162,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,4.584,1187,"[""""]",,"[[4608, 9, 3, 1]]","[[512, 512, 3, 3]]",6928969419197.376,,X
163,4097251,cpu_op,0,"[""float""]",detach,4097061,2.772,1188,"[""""]",,"[[4608, 9, 3, 1]]","[[512, 512, 3, 3]]",6928969419198.805,,X
164,4097251,cpu_op,0,,autograd::engine::evaluate_function: ReluBackward0,4097061,56.482,1189,,192,,,6928969419211.82,1,X
165,4097251,cpu_op,0,"[""float""]",ReluBackward0,4097061,46.788,1190,"[""""]",192,"[[25088, 49, 7, 1]]","[[5, 512, 7, 7]]",6928969419214.702,1,X
166,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::threshold_backward,4097061,39.636,1191,"["""", """", ""0""]",,"[[25088, 49, 7, 1], [25088, 49, 7, 1], []]","[[5, 512, 7, 7], [5, 512, 7, 7], []]",6928969419220.583,,X
167,4097251,cpu_op,0,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,4097061,131.857,1192,,191,,,6928969419277.171,1,X
168,4097251,cpu_op,0,"[""float""]",CudnnBatchNormBackward0,4097061,109.472,1193,"[""""]",191,"[[25088, 49, 7, 1]]","[[5, 512, 7, 7]]",6928969419280.409,1,X
169,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,4097061,101.02,1194,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]",,"[[25088, 49, 7, 1], [25088, 49, 7, 1], [1], [1], [1], [1], [1], [], [1]]","[[5, 512, 7, 7], [5, 512, 7, 7], [512], [512], [512], [512], [512], [], [0]]",6928969419287.426,,X
170,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,8.009,1195,"[""[5, 512, 7, 7]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969419298.103,,X
171,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,7.281,1196,"[""[512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969419308.792,,X
172,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,8.742,1197,"[""[512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969419318.791,,X
173,4097251,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,4097061,2.879,1198,"["""", ""[1, 512, 1, 1]""]",,"[[1], []]","[[512], []]",6928969419345.595,,X
174,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,8.11,1199,"[""[0]"", ""0"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969419354.215,,X
175,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,17.962,1200,,,,,6928969419423.458,,X
176,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,9.695,1201,"[""""]",,[[1]],[[512]],6928969419428.7,,X
177,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,5.741,1202,"[""""]",,[[1]],[[512]],6928969419432.0,,X
178,4097251,cpu_op,0,"[""float""]",detach,4097061,2.611,1203,"[""""]",,[[1]],[[512]],6928969419434.578,,X
179,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,15.208,1204,,,,,6928969419451.639,,X
180,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,7.613,1205,"[""""]",,[[1]],[[512]],6928969419456.227,,X
181,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,4.511,1206,"[""""]",,[[1]],[[512]],6928969419458.704,,X
182,4097251,cpu_op,0,"[""float""]",detach,4097061,2.01,1207,"[""""]",,[[1]],[[512]],6928969419460.704,,X
183,4097251,cpu_op,0,,autograd::engine::evaluate_function: ConvolutionBackward0,4097061,3837.723,1208,,190,,,6928969419476.053,1,X
184,4097251,cpu_op,0,"[""float""]",ConvolutionBackward0,4097061,3743.865,1209,"[""""]",190,"[[25088, 49, 7, 1]]","[[5, 512, 7, 7]]",6928969419480.169,1,X
185,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,4097061,3726.516,1210,"["""", """", """", ""[0]"", ""[2, 2]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, False]""]",,"[[25088, 49, 7, 1], [50176, 196, 14, 1], [2304, 9, 3, 1], [], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [5, 256, 14, 14], [512, 256, 3, 3], [], [], [], [], [], [], [], []]",6928969419490.29,,X
186,4097251,cpu_op,0,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,4097061,1.392,1211,"["""", """", """", """", """", ""False"", ""False"", ""0""]",,"[[25088, 49, 7, 1], [], [], [], [], [], [], []]","[[5, 512, 7, 7], [], [], [], [], [], [], []]",6928969419501.684,,X
187,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,16.61,1212,"[""[512, 256, 3, 3]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969421300.656,,X
188,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,4097061,41.794,1213,"["""", """", ""1""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], []]","[[5, 256, 14, 14], [5, 256, 14, 14], []]",6928969423261.025,,X
189,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,29.875,1214,,,,,6928969423346.521,,X
190,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,19.709,1215,"[""""]",,"[[2304, 9, 3, 1]]","[[512, 256, 3, 3]]",6928969423352.952,,X
191,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,11.383,1216,"[""""]",,"[[2304, 9, 3, 1]]","[[512, 256, 3, 3]]",6928969423360.446,,X
192,4097251,cpu_op,0,"[""float""]",detach,4097061,7.806,1217,"[""""]",,"[[2304, 9, 3, 1]]","[[512, 256, 3, 3]]",6928969423363.419,,X
193,4097251,cpu_op,0,,autograd::engine::evaluate_function: ReluBackward0,4097061,62.316,1218,,189,,,6928969423386.511,1,X
194,4097251,cpu_op,0,"[""float""]",ReluBackward0,4097061,49.018,1219,"[""""]",189,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969423390.973,1,X
195,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::threshold_backward,4097061,40.138,1220,"["""", """", ""0""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], []]","[[5, 256, 14, 14], [5, 256, 14, 14], []]",6928969423398.29,,X
196,4097251,cpu_op,0,,autograd::engine::evaluate_function: AddBackward0,4097061,13.371,1221,,188,,,6928969423460.635,1,X
197,4097251,cpu_op,0,"[""float""]",AddBackward0,4097061,1.974,1222,"[""""]",188,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969423465.254,1,X
198,4097251,cpu_op,0,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,4097061,156.434,1223,,187,,,6928969423483.639,1,X
199,4097251,cpu_op,0,"[""float""]",CudnnBatchNormBackward0,4097061,134.281,1224,"[""""]",187,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969423487.783,1,X
200,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,4097061,121.717,1225,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], [1], [1], [1], [1], [1], [], [1]]","[[5, 256, 14, 14], [5, 256, 14, 14], [256], [256], [256], [256], [256], [], [0]]",6928969423498.921,,X
201,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,10.655,1226,"[""[5, 256, 14, 14]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969423517.081,,X
202,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,8.775,1227,"[""[256]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969423531.134,,X
203,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,8.223,1228,"[""[256]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969423543.232,,X
204,4097251,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,4097061,2.924,1229,"["""", ""[1, 256, 1, 1]""]",,"[[1], []]","[[256], []]",6928969423575.301,,X
205,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,7.372,1230,"[""[0]"", ""0"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969423584.849,,X
206,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,18.62,1231,,,,,6928969423654.261,,X
207,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,10.497,1232,"[""""]",,[[1]],[[256]],6928969423659.564,,X
208,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,6.455,1233,"[""""]",,[[1]],[[256]],6928969423662.921,,X
209,4097251,cpu_op,0,"[""float""]",detach,4097061,3.16,1234,"[""""]",,[[1]],[[256]],6928969423665.67,,X
210,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,15.542,1235,,,,,6928969423683.31,,X
211,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,7.832,1236,"[""""]",,[[1]],[[256]],6928969423688.093,,X
212,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,4.133,1237,"[""""]",,[[1]],[[256]],6928969423691.157,,X
213,4097251,cpu_op,0,"[""float""]",detach,4097061,1.727,1238,"[""""]",,[[1]],[[256]],6928969423693.049,,X
214,4097251,cpu_op,0,,autograd::engine::evaluate_function: ConvolutionBackward0,4097061,3776.617,1239,,186,,,6928969423708.22,1,X
215,4097251,cpu_op,0,"[""float""]",ConvolutionBackward0,4097061,3746.279,1240,"[""""]",186,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969423712.095,1,X
216,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,4097061,3728.494,1241,"["""", """", """", ""[0]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, False]""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], [2304, 9, 3, 1], [], [], [], [], [], [], [], []]","[[5, 256, 14, 14], [5, 256, 14, 14], [256, 256, 3, 3], [], [], [], [], [], [], [], []]",6928969423723.026,,X
217,4097251,cpu_op,0,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,4097061,1.876,1242,"["""", """", """", """", """", ""False"", ""False"", ""0""]",,"[[50176, 196, 14, 1], [], [], [], [], [], [], []]","[[5, 256, 14, 14], [], [], [], [], [], [], []]",6928969423735.649,,X
218,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,16.097,1243,"[""[256, 256, 3, 3]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969425801.432,,X
219,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,32.015,1244,,,,,6928969427522.001,,X
220,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,18.754,1245,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969427531.816,,X
221,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,10.132,1246,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969427539.594,,X
222,4097251,cpu_op,0,"[""float""]",detach,4097061,6.834,1247,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969427542.387,,X
223,4097251,cpu_op,0,,autograd::engine::evaluate_function: ReluBackward0,4097061,73.231,1248,,185,,,6928969427564.093,1,X
224,4097251,cpu_op,0,"[""float""]",ReluBackward0,4097061,59.982,1249,"[""""]",185,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969427567.709,1,X
225,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::threshold_backward,4097061,52.008,1250,"["""", """", ""0""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], []]","[[5, 256, 14, 14], [5, 256, 14, 14], []]",6928969427574.22,,X
226,4097251,cpu_op,0,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,4097061,157.823,1251,,184,,,6928969427648.49,1,X
227,4097251,cpu_op,0,"[""float""]",CudnnBatchNormBackward0,4097061,134.361,1252,"[""""]",184,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969427652.712,1,X
228,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,4097061,122.025,1253,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], [1], [1], [1], [1], [1], [], [1]]","[[5, 256, 14, 14], [5, 256, 14, 14], [256], [256], [256], [256], [256], [], [0]]",6928969427663.612,,X
229,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,10.079,1254,"[""[5, 256, 14, 14]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969427682.612,,X
230,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,9.337,1255,"[""[256]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969427696.058,,X
231,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,8.373,1256,"[""[256]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969427709.045,,X
232,4097251,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,4097061,3.002,1257,"["""", ""[1, 256, 1, 1]""]",,"[[1], []]","[[256], []]",6928969427740.484,,X
233,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,4097061,7.243,1258,"[""[0]"", ""0"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969427750.016,,X
234,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,17.686,1259,,,,,6928969427820.32,,X
235,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,9.999,1260,"[""""]",,[[1]],[[256]],6928969427825.228,,X
236,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,5.773,1261,"[""""]",,[[1]],[[256]],6928969427828.753,,X
237,4097251,cpu_op,0,"[""float""]",detach,4097061,2.707,1262,"[""""]",,[[1]],[[256]],6928969427831.292,,X
238,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,15.785,1263,,,,,6928969427848.042,,X
239,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,8.0,1264,"[""""]",,[[1]],[[256]],6928969427852.99,,X
240,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,4.34,1265,"[""""]",,[[1]],[[256]],6928969427856.089,,X
241,4097251,cpu_op,0,"[""float""]",detach,4097061,1.889,1266,"[""""]",,[[1]],[[256]],6928969427858.03,,X
242,4097251,cpu_op,0,,autograd::engine::evaluate_function: ConvolutionBackward0,4097061,266.178,1267,,183,,,6928969427873.186,1,X
243,4097251,cpu_op,0,"[""float""]",ConvolutionBackward0,4097061,209.507,1268,"[""""]",183,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969427877.163,1,X
244,4097251,cpu_op,0,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,4097061,197.311,1269,"["""", """", """", ""[0]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, False]""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], [2304, 9, 3, 1], [], [], [], [], [], [], [], []]","[[5, 256, 14, 14], [5, 256, 14, 14], [256, 256, 3, 3], [], [], [], [], [], [], [], []]",6928969427888.031,,X
245,4097251,cpu_op,0,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,4097061,1.921,1270,"["""", """", """", """", """", ""False"", ""False"", ""0""]",,"[[50176, 196, 14, 1], [], [], [], [], [], [], []]","[[5, 256, 14, 14], [], [], [], [], [], [], []]",6928969427900.558,,X
246,4097251,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,4097061,9.126,1271,"[""[256, 256, 3, 3]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6928969428005.349,,X
247,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,4097061,30.897,1272,"["""", """", ""1""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], []]","[[5, 256, 14, 14], [5, 256, 14, 14], []]",6928969428099.848,,X
248,4097251,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,4097061,17.578,1273,,,,,6928969428154.241,,X
249,4097251,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,4097061,9.641,1274,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969428159.272,,X
250,4097251,cpu_op,0,"[""float""]",aten::detach,4097061,5.374,1275,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969428162.827,,X
251,4097251,cpu_op,0,"[""float""]",detach,4097061,2.658,1276,"[""""]",,"[[2304, 9, 3, 1]]","[[256, 256, 3, 3]]",6928969428164.987,,X
252,4097251,cpu_op,0,,autograd::engine::evaluate_function: ReluBackward0,4097061,48.819,1277,,182,,,6928969428181.24,1,X
253,4097251,cpu_op,0,"[""float""]",ReluBackward0,4097061,35.705,1278,"[""""]",182,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969428185.008,1,X
254,4097251,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::threshold_backward,4097061,29.594,1279,"["""", """", ""0""]",,"[[50176, 196, 14, 1], [50176, 196, 14, 1], []]","[[5, 256, 14, 14], [5, 256, 14, 14], []]",6928969428189.894,,X
255,4097251,cpu_op,0,,autograd::engine::evaluate_function: AddBackward0,4097061,12.862,1280,,181,,,6928969428241.046,1,X
256,4097251,cpu_op,0,"[""float""]",AddBackward0,4097061,1.984,1281,"[""""]",181,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969428244.937,1,X
257,4097251,cpu_op,0,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,4097061,128.922,1282,,180,,,6928969428263.237,1,X
258,4097251,cpu_op,0,"[""float""]",CudnnBatchNormBackward0,4097061,108.303,1283,"[""""]",180,"[[50176, 196, 14, 1]]","[[5, 256, 14, 14]]",6928969428267.238,1,X
