ts,tid,pid,Ev Idx,dur,cat,ph,Input type,name,Input Strides,Fwd thread id,Concrete Inputs,Input Dims,Record function id,Sequence number,External id
6939292388440.121,122891,122891,669,86.802,cpu_op,X,"[""float"", ""float"", ""float"", ""Scalar"", ""Scalar""]",aten::addmm,"[[1], [512, 1], [1, 512], [], []]",0,"["""", """", """", ""1"", ""1""]","[[512], [50, 512], [512, 512], [], []]",0,997,670
6939292388536.666,122891,122891,670,4.224,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[512, 1], []]",0,"["""", ""[50, 1, 512]""]","[[50, 512], []]",0,998,671
6939292388595.498,122891,122891,671,85.583,cpu_op,X,"[""float"", ""Scalar"", ""Scalar""]",aten::dropout,"[[512, 512, 1], [], []]",0,"["""", ""0.10000000000000001"", ""True""]","[[50, 1, 512], [], []]",0,999,672
6939292388599.713,122891,122891,672,80.304,cpu_op,X,"[""float"", ""Scalar"", ""Scalar""]",aten::native_dropout,"[[512, 512, 1], [], []]",0,"["""", ""0.10000000000000001"", ""True""]","[[50, 1, 512], [], []]",0,999,673
6939292388612.27,122891,122891,673,16.566,cpu_op,X,"[""float"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty_like,"[[512, 512, 1], [], [], [], [], []]",,"["""", ""11"", ""0"", """", """", """"]","[[50, 1, 512], [], [], [], [], []]",0,,674
6939292388616.365,122891,122891,674,11.511,cpu_op,X,"[""ScalarList"", ""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::empty_strided,"[[], [], [], [], [], []]",,"[""[50, 1, 512]"", ""[512, 512, 1]"", ""11"", ""0"", """", """"]","[[], [], [], [], [], []]",0,,675
6939292388630.993,122891,122891,675,11.298,cpu_op,X,"[""float"", """", """", """", """", """"]",aten::empty_like,"[[512, 512, 1], [], [], [], [], []]",,"["""", """", """", """", """", """"]","[[50, 1, 512], [], [], [], [], []]",0,,676
6939292388633.537,122891,122891,676,8.018,cpu_op,X,"[""ScalarList"", ""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::empty_strided,"[[], [], [], [], [], []]",,"[""[50, 1, 512]"", ""[512, 512, 1]"", ""6"", ""0"", """", """"]","[[], [], [], [], [], []]",0,,677
6939292388696.233,122891,122891,677,37.605,cpu_op,X,"[""float"", ""float"", ""Scalar""]",aten::add,"[[512, 512, 1], [512, 512, 1], []]",0,"["""", """", ""1""]","[[50, 1, 512], [50, 1, 512], []]",0,1000,678
6939292388780.151,122891,122891,678,88.372,cpu_op,X,"[""float"", ""ScalarList"", ""float"", ""float"", ""Scalar"", ""Scalar""]",aten::layer_norm,"[[512, 512, 1], [], [1], [1], [], []]",0,"["""", ""[512]"", """", """", ""1.0000000000000001e-05"", ""True""]","[[50, 1, 512], [], [512], [512], [], []]",0,1001,679
6939292388784.466,122891,122891,679,83.312,cpu_op,X,"[""float"", ""ScalarList"", ""float"", ""float"", ""Scalar""]",aten::native_layer_norm,"[[512, 512, 1], [], [1], [1], []]",0,"["""", ""[512]"", """", """", ""1.0000000000000001e-05""]","[[50, 1, 512], [], [512], [512], []]",0,1001,680
6939292388800.276,122891,122891,680,9.665,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[50, 1, 512]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,681
6939292388813.751,122891,122891,681,9.227,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[50]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,682
6939292388825.788,122891,122891,682,8.199,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[50]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,683
6939292388857.679,122891,122891,683,1.577,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[1], []]",,"["""", ""[50, 1, 1]""]","[[50], []]",0,,684
6939292388862.169,122891,122891,684,0.777,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[1], []]",,"["""", ""[50, 1, 1]""]","[[50], []]",0,,685
6939292388914.771,122891,122891,685,108.862,cpu_op,X,"[""float"", ""float"", ""float""]",aten::linear,"[[512, 512, 1], [512, 1], [1]]",0,"["""", """", """"]","[[50, 1, 512], [2048, 512], [2048]]",0,1002,686
