tid,cat,id,name,pid,bp,ts,ph
7,ac2g,52362,ac2g,0,e,6939565310230.597,f
122891,ac2g,52362,ac2g,122891,,6939565310219.193,s
122891,ac2g,52387,ac2g,122891,e,6939565310364.991,f
122891,ac2g,52391,ac2g,122891,e,6939565310369.371,f
7,ac2g,52393,ac2g,0,e,6939565310392.132,f
122891,ac2g,52393,ac2g,122891,,6939565310378.974,s
7,ac2g,52403,ac2g,0,e,6939565310447.556,f
122891,ac2g,52403,ac2g,122891,,6939565310435.589,s
7,ac2g,52432,ac2g,0,e,6939565310572.708,f
122891,ac2g,52432,ac2g,122891,,6939565310560.358,s
122891,ac2g,52451,ac2g,122891,e,6939565310816.749,f
7,ac2g,52452,ac2g,0,e,6939565310835.684,f
122891,ac2g,52452,ac2g,122891,,6939565310820.891,s
7,ac2g,52463,ac2g,0,e,6939565310904.004,f
122891,ac2g,52463,ac2g,122891,,6939565310891.213,s
122891,ac2g,52490,ac2g,122891,e,6939565310998.8,f
122891,ac2g,52494,ac2g,122891,e,6939565311003.249,f
7,ac2g,52496,ac2g,0,e,6939565311023.716,f
122891,ac2g,52496,ac2g,122891,,6939565311011.786,s
7,ac2g,52515,ac2g,0,e,6939565311144.195,f
122891,ac2g,52515,ac2g,122891,,6939565311130.899,s
7,ac2g,52517,ac2g,0,e,6939565311162.275,f
122891,ac2g,52517,ac2g,122891,,6939565311145.089,s
122891,ac2g,52542,ac2g,122891,e,6939565311247.4,f
122891,ac2g,52546,ac2g,122891,e,6939565311252.424,f
7,ac2g,52548,ac2g,0,e,6939565311272.323,f
122891,ac2g,52548,ac2g,122891,,6939565311258.644,s
7,ac2g,52558,ac2g,0,e,6939565311319.971,f
122891,ac2g,52558,ac2g,122891,,6939565311309.085,s
7,ac2g,52587,ac2g,0,e,6939565311440.803,f
122891,ac2g,52587,ac2g,122891,,6939565311427.522,s
122891,ac2g,52606,ac2g,122891,e,6939565311657.666,f
7,ac2g,52607,ac2g,0,e,6939565311676.547,f
122891,ac2g,52607,ac2g,122891,,6939565311662.312,s
7,ac2g,52609,ac2g,0,e,6939565311692.611,f
122891,ac2g,52609,ac2g,122891,,6939565311677.503,s
7,ac2g,52623,ac2g,0,e,6939565311853.059,f
122891,ac2g,52623,ac2g,122891,,6939565311839.507,s
122891,ac2g,52652,ac2g,122891,e,6939565312105.372,f
122891,ac2g,52657,ac2g,122891,e,6939565312111.685,f
122891,ac2g,52661,ac2g,122891,e,6939565312115.113,f
7,ac2g,52676,ac2g,0,e,6939565312176.962,f
122891,ac2g,52676,ac2g,122891,,6939565312162.554,s
122891,ac2g,52699,ac2g,122891,e,6939565312301.031,f
7,ac2g,52700,ac2g,0,e,6939565312319.649,f
122891,ac2g,52700,ac2g,122891,,6939565312305.056,s
7,ac2g,52702,ac2g,0,e,6939565312330.498,f
122891,ac2g,52702,ac2g,122891,,6939565312319.604,s
122891,ac2g,52727,ac2g,122891,e,6939565312458.981,f
122891,ac2g,52731,ac2g,122891,e,6939565312463.165,f
7,ac2g,52733,ac2g,0,e,6939565312485.473,f
122891,ac2g,52733,ac2g,122891,,6939565312472.119,s
7,ac2g,52743,ac2g,0,e,6939565312538.369,f
122891,ac2g,52743,ac2g,122891,,6939565312526.893,s
7,ac2g,52772,ac2g,0,e,6939565312658.529,f
122891,ac2g,52772,ac2g,122891,,6939565312645.677,s
122891,ac2g,52791,ac2g,122891,e,6939565312911.687,f
7,ac2g,52792,ac2g,0,e,6939565312929.185,f
122891,ac2g,52792,ac2g,122891,,6939565312915.828,s
7,ac2g,52794,ac2g,0,e,6939565312941.505,f
122891,ac2g,52794,ac2g,122891,,6939565312930.661,s
122891,ac2g,52813,ac2g,122891,e,6939565313093.433,f
7,ac2g,52814,ac2g,0,e,6939565313108.192,f
122891,ac2g,52814,ac2g,122891,,6939565313096.508,s
7,ac2g,52816,ac2g,0,e,6939565313120.256,f
122891,ac2g,52816,ac2g,122891,,6939565313108.623,s
7,ac2g,52830,ac2g,0,e,6939565313274.272,f
122891,ac2g,52830,ac2g,122891,,6939565313261.355,s
122891,ac2g,52856,ac2g,122891,e,6939565313495.817,f
122891,ac2g,52861,ac2g,122891,e,6939565313502.389,f
122891,ac2g,52865,ac2g,122891,e,6939565313505.913,f
7,ac2g,52880,ac2g,0,e,6939565313586.976,f
122891,ac2g,52880,ac2g,122891,,6939565313573.439,s
122891,ac2g,52903,ac2g,122891,e,6939565313707.07,f
7,ac2g,52904,ac2g,0,e,6939565313723.391,f
122891,ac2g,52904,ac2g,122891,,6939565313711.23,s
7,ac2g,52906,ac2g,0,e,6939565313735.103,f
122891,ac2g,52906,ac2g,122891,,6939565313724.086,s
122891,ac2g,52931,ac2g,122891,e,6939565313862.796,f
122891,ac2g,52935,ac2g,122891,e,6939565313867.688,f
7,ac2g,52937,ac2g,0,e,6939565313890.495,f
122891,ac2g,52937,ac2g,122891,,6939565313877.466,s
7,ac2g,52947,ac2g,0,e,6939565313942.879,f
122891,ac2g,52947,ac2g,122891,,6939565313931.898,s
