tid,cat,id,name,pid,bp,ts,ph
125589,ac2g,62526,ac2g,122891,,6939565498367.661,s
7,ac2g,62561,ac2g,0,e,6939565500165.716,f
125589,ac2g,62561,ac2g,122891,,6939565498454.799,s
7,ac2g,62563,ac2g,0,e,6939565500169.3,f
125589,ac2g,62563,ac2g,122891,,6939565498468.804,s
7,ac2g,62592,ac2g,0,e,6939565500174.548,f
125589,ac2g,62592,ac2g,122891,,6939565498603.878,s
125589,ac2g,62620,ac2g,122891,e,6939565498717.018,f
7,ac2g,62622,ac2g,0,e,6939565500177.044,f
125589,ac2g,62622,ac2g,122891,,6939565498720.875,s
7,ac2g,62623,ac2g,0,e,6939565500184.788,f
125589,ac2g,62623,ac2g,122891,,6939565498733.589,s
125589,ac2g,62643,ac2g,122891,e,6939565498784.725,f
7,ac2g,62645,ac2g,0,e,6939565500187.444,f
125589,ac2g,62645,ac2g,122891,,6939565498786.751,s
7,ac2g,62657,ac2g,0,e,6939565500194.196,f
125589,ac2g,62657,ac2g,122891,,6939565498835.283,s
125589,ac2g,62713,ac2g,122891,e,6939565499125.585,f
7,ac2g,62720,ac2g,0,e,6939565500201.684,f
125589,ac2g,62720,ac2g,122891,,6939565499155.575,s
7,ac2g,62734,ac2g,0,e,6939565500203.892,f
125589,ac2g,62734,ac2g,122891,,6939565499199.88,s
7,ac2g,62747,ac2g,0,e,6939565500208.148,f
125589,ac2g,62747,ac2g,122891,,6939565499256.528,s
125589,ac2g,62759,ac2g,122891,e,6939565499292.274,f
125589,ac2g,62760,ac2g,122891,e,6939565499295.648,f
7,ac2g,62761,ac2g,0,e,6939565500210.964,f
125589,ac2g,62761,ac2g,122891,,6939565499303.782,s
7,ac2g,62819,ac2g,0,e,6939565500249.012,f
125589,ac2g,62819,ac2g,122891,,6939565499674.211,s
7,ac2g,62826,ac2g,0,e,6939565500250.644,f
125589,ac2g,62826,ac2g,122891,,6939565499713.463,s
7,ac2g,62844,ac2g,0,e,6939565500252.788,f
125589,ac2g,62844,ac2g,122891,,6939565499792.051,s
7,ac2g,62851,ac2g,0,e,6939565500254.772,f
125589,ac2g,62851,ac2g,122891,,6939565499822.03,s
7,ac2g,62858,ac2g,0,e,6939565500256.884,f
125589,ac2g,62858,ac2g,122891,,6939565499857.371,s
7,ac2g,62893,ac2g,0,e,6939565500259.22,f
125589,ac2g,62893,ac2g,122891,,6939565500035.496,s
7,ac2g,62919,ac2g,0,e,6939565500262.164,f
125589,ac2g,62919,ac2g,122891,,6939565500160.385,s
7,ac2g,62921,ac2g,0,e,6939565500272.084,f
125589,ac2g,62921,ac2g,122891,,6939565500174.654,s
7,ac2g,62938,ac2g,0,e,6939565500275.476,f
125589,ac2g,62938,ac2g,122891,,6939565500225.821,s
7,ac2g,62951,ac2g,0,e,6939565502672.782,f
125589,ac2g,62951,ac2g,122891,,6939565500276.259,s
7,ac2g,62970,ac2g,0,e,6939565502683.31,f
125589,ac2g,62970,ac2g,122891,,6939565500388.913,s
125589,ac2g,63000,ac2g,122891,e,6939565500500.696,f
7,ac2g,63002,ac2g,0,e,6939565502686.126,f
125589,ac2g,63002,ac2g,122891,,6939565500504.342,s
7,ac2g,63003,ac2g,0,e,6939565502693.806,f
125589,ac2g,63003,ac2g,122891,,6939565500517.366,s
125589,ac2g,63023,ac2g,122891,e,6939565500560.065,f
7,ac2g,63025,ac2g,0,e,6939565502696.654,f
125589,ac2g,63025,ac2g,122891,,6939565500561.757,s
7,ac2g,63037,ac2g,0,e,6939565502703.534,f
125589,ac2g,63037,ac2g,122891,,6939565500601.856,s
7,ac2g,63052,ac2g,0,e,6939565502710.446,f
125589,ac2g,63052,ac2g,122891,,6939565500692.864,s
7,ac2g,63069,ac2g,0,e,6939565502713.262,f
125589,ac2g,63069,ac2g,122891,,6939565500748.133,s
7,ac2g,63088,ac2g,0,e,6939565502716.014,f
125589,ac2g,63088,ac2g,122891,,6939565500826.841,s
7,ac2g,63125,ac2g,0,e,6939565502726.766,f
125589,ac2g,63125,ac2g,122891,,6939565500921.826,s
7,ac2g,63127,ac2g,0,e,6939565502730.83,f
125589,ac2g,63127,ac2g,122891,,6939565500934.038,s
7,ac2g,63156,ac2g,0,e,6939565502736.238,f
125589,ac2g,63156,ac2g,122891,,6939565501046.431,s
125589,ac2g,63184,ac2g,122891,e,6939565501143.338,f
7,ac2g,63186,ac2g,0,e,6939565502738.862,f
125589,ac2g,63186,ac2g,122891,,6939565501146.223,s
7,ac2g,63187,ac2g,0,e,6939565502746.254,f
125589,ac2g,63187,ac2g,122891,,6939565501158.656,s
125589,ac2g,63207,ac2g,122891,e,6939565501200.751,f
7,ac2g,63209,ac2g,0,e,6939565502749.038,f
125589,ac2g,63209,ac2g,122891,,6939565501202.062,s
7,ac2g,63221,ac2g,0,e,6939565502755.662,f
125589,ac2g,63221,ac2g,122891,,6939565501294.929,s
125589,ac2g,63277,ac2g,122891,e,6939565501539.466,f
7,ac2g,63284,ac2g,0,e,6939565502764.078,f
125589,ac2g,63284,ac2g,122891,,6939565501579.992,s
7,ac2g,63298,ac2g,0,e,6939565502766.286,f
125589,ac2g,63298,ac2g,122891,,6939565501620.915,s
7,ac2g,63311,ac2g,0,e,6939565502770.382,f
125589,ac2g,63311,ac2g,122891,,6939565501667.874,s
125589,ac2g,63323,ac2g,122891,e,6939565501698.204,f
125589,ac2g,63324,ac2g,122891,e,6939565501701.153,f
7,ac2g,63325,ac2g,0,e,6939565502773.198,f
125589,ac2g,63325,ac2g,122891,,6939565501707.3,s
7,ac2g,63383,ac2g,0,e,6939565502811.086,f
125589,ac2g,63383,ac2g,122891,,6939565502020.637,s
7,ac2g,63390,ac2g,0,e,6939565502812.91,f
125589,ac2g,63390,ac2g,122891,,6939565502052.622,s
7,ac2g,63408,ac2g,0,e,6939565502815.054,f
125589,ac2g,63408,ac2g,122891,,6939565502118.784,s
7,ac2g,63415,ac2g,0,e,6939565502817.422,f
125589,ac2g,63415,ac2g,122891,,6939565502144.185,s
7,ac2g,63422,ac2g,0,e,6939565502819.566,f
125589,ac2g,63422,ac2g,122891,,6939565502177.727,s
7,ac2g,63442,ac2g,0,e,6939565502822.19,f
125589,ac2g,63442,ac2g,122891,,6939565502228.812,s
7,ac2g,63449,ac2g,0,e,6939565502824.174,f
125589,ac2g,63449,ac2g,122891,,6939565502252.466,s
7,ac2g,63456,ac2g,0,e,6939565502826.286,f
125589,ac2g,63456,ac2g,122891,,6939565502278.309,s
7,ac2g,63491,ac2g,0,e,6939565502828.814,f
125589,ac2g,63491,ac2g,122891,,6939565502415.99,s
7,ac2g,63517,ac2g,0,e,6939565502831.918,f
125589,ac2g,63517,ac2g,122891,,6939565502530.55,s
7,ac2g,63519,ac2g,0,e,6939565502845.422,f
125589,ac2g,63519,ac2g,122891,,6939565502544.544,s
7,ac2g,63536,ac2g,0,e,6939565502850.19,f
125589,ac2g,63536,ac2g,122891,,6939565502586.606,s
7,ac2g,63549,ac2g,0,e,6939565502862.35,f
125589,ac2g,63549,ac2g,122891,,6939565502631.499,s
7,ac2g,63572,ac2g,0,e,6939565502870.83,f
125589,ac2g,63572,ac2g,122891,,6939565502772.603,s
7,ac2g,63607,ac2g,0,e,6939565502873.262,f
125589,ac2g,63607,ac2g,122891,,6939565502846.636,s
7,ac2g,63609,ac2g,0,e,6939565502876.878,f
125589,ac2g,63609,ac2g,122891,,6939565502859.466,s
7,ac2g,63638,ac2g,0,e,6939565505212.296,f
125589,ac2g,63638,ac2g,122891,,6939565502981.341,s
125589,ac2g,63663,ac2g,122891,e,6939565503070.928,f
7,ac2g,63664,ac2g,0,e,6939565505215.401,f
125589,ac2g,63664,ac2g,122891,,6939565503075.191,s
7,ac2g,63666,ac2g,0,e,6939565505233.672,f
125589,ac2g,63666,ac2g,122891,,6939565503088.352,s
7,ac2g,63683,ac2g,0,e,6939565505237.448,f
125589,ac2g,63683,ac2g,122891,,6939565503128.645,s
7,ac2g,63696,ac2g,0,e,6939565505252.68,f
125589,ac2g,63696,ac2g,122891,,6939565503171.261,s
7,ac2g,63729,ac2g,0,e,6939565505261.416,f
125589,ac2g,63729,ac2g,122891,,6939565503327.101,s
7,ac2g,63743,ac2g,0,e,6939565505264.52,f
125589,ac2g,63743,ac2g,122891,,6939565503378.127,s
7,ac2g,63768,ac2g,0,e,6939565505268.296,f
125589,ac2g,63768,ac2g,122891,,6939565503465.28,s
7,ac2g,63770,ac2g,0,e,6939565505284.584,f
125589,ac2g,63770,ac2g,122891,,6939565503476.834,s
7,ac2g,63787,ac2g,0,e,6939565505289.0,f
125589,ac2g,63787,ac2g,122891,,6939565503513.998,s
7,ac2g,63800,ac2g,0,e,6939565505303.56,f
125589,ac2g,63800,ac2g,122891,,6939565503553.757,s
7,ac2g,63823,ac2g,0,e,6939565505311.336,f
125589,ac2g,63823,ac2g,122891,,6939565503678.181,s
7,ac2g,63858,ac2g,0,e,6939565505313.96,f
125589,ac2g,63858,ac2g,122891,,6939565503750.928,s
7,ac2g,63860,ac2g,0,e,6939565505317.544,f
125589,ac2g,63860,ac2g,122891,,6939565503762.397,s
7,ac2g,63889,ac2g,0,e,6939565505322.728,f
125589,ac2g,63889,ac2g,122891,,6939565503868.276,s
125589,ac2g,63917,ac2g,122891,e,6939565503965.428,f
7,ac2g,63919,ac2g,0,e,6939565505325.224,f
125589,ac2g,63919,ac2g,122891,,6939565503969.014,s
7,ac2g,63920,ac2g,0,e,6939565505332.968,f
125589,ac2g,63920,ac2g,122891,,6939565503981.464,s
125589,ac2g,63940,ac2g,122891,e,6939565504024.26,f
7,ac2g,63942,ac2g,0,e,6939565505335.624,f
125589,ac2g,63942,ac2g,122891,,6939565504025.863,s
7,ac2g,63954,ac2g,0,e,6939565505342.504,f
125589,ac2g,63954,ac2g,122891,,6939565504067.385,s
125589,ac2g,64010,ac2g,122891,e,6939565504292.186,f
7,ac2g,64017,ac2g,0,e,6939565505350.28,f
125589,ac2g,64017,ac2g,122891,,6939565504315.433,s
7,ac2g,64031,ac2g,0,e,6939565505352.488,f
125589,ac2g,64031,ac2g,122891,,6939565504351.701,s
7,ac2g,64044,ac2g,0,e,6939565505356.616,f
125589,ac2g,64044,ac2g,122891,,6939565504396.163,s
125589,ac2g,64056,ac2g,122891,e,6939565504426.786,f
125589,ac2g,64057,ac2g,122891,e,6939565504429.701,f
7,ac2g,64058,ac2g,0,e,6939565505359.4,f
125589,ac2g,64058,ac2g,122891,,6939565504436.06,s
7,ac2g,64116,ac2g,0,e,6939565505397.224,f
125589,ac2g,64116,ac2g,122891,,6939565504721.894,s
7,ac2g,64123,ac2g,0,e,6939565505398.888,f
125589,ac2g,64123,ac2g,122891,,6939565504759.251,s
7,ac2g,64141,ac2g,0,e,6939565505401.032,f
125589,ac2g,64141,ac2g,122891,,6939565504831.049,s
7,ac2g,64148,ac2g,0,e,6939565505403.016,f
125589,ac2g,64148,ac2g,122891,,6939565504856.57,s
7,ac2g,64155,ac2g,0,e,6939565505405.128,f
125589,ac2g,64155,ac2g,122891,,6939565504889.089,s
7,ac2g,64190,ac2g,0,e,6939565505407.464,f
125589,ac2g,64190,ac2g,122891,,6939565505028.013,s
7,ac2g,64216,ac2g,0,e,6939565505410.408,f
125589,ac2g,64216,ac2g,122891,,6939565505138.959,s
7,ac2g,64218,ac2g,0,e,6939565505420.776,f
125589,ac2g,64218,ac2g,122891,,6939565505152.302,s
7,ac2g,64235,ac2g,0,e,6939565505424.488,f
125589,ac2g,64235,ac2g,122891,,6939565505195.482,s
7,ac2g,64248,ac2g,0,e,6939565505433.384,f
125589,ac2g,64248,ac2g,122891,,6939565505239.419,s
7,ac2g,64263,ac2g,0,e,6939565505441.96,f
125589,ac2g,64263,ac2g,122891,,6939565505320.895,s
125589,ac2g,64293,ac2g,122891,e,6939565505405.839,f
7,ac2g,64295,ac2g,0,e,6939565505444.616,f
125589,ac2g,64295,ac2g,122891,,6939565505409.242,s
7,ac2g,64296,ac2g,0,e,6939565505452.552,f
125589,ac2g,64296,ac2g,122891,,6939565505420.199,s
125589,ac2g,64316,ac2g,122891,e,6939565505463.183,f
7,ac2g,64318,ac2g,0,e,6939565507797.475,f
125589,ac2g,64318,ac2g,122891,,6939565505464.837,s
7,ac2g,64330,ac2g,0,e,6939565507804.578,f
125589,ac2g,64330,ac2g,122891,,6939565505548.852,s
7,ac2g,64345,ac2g,0,e,6939565507813.442,f
125589,ac2g,64345,ac2g,122891,,6939565505658.166,s
7,ac2g,64362,ac2g,0,e,6939565507816.546,f
125589,ac2g,64362,ac2g,122891,,6939565505710.628,s
7,ac2g,64381,ac2g,0,e,6939565507819.65,f
125589,ac2g,64381,ac2g,122891,,6939565505787.709,s
7,ac2g,64418,ac2g,0,e,6939565507831.106,f
125589,ac2g,64418,ac2g,122891,,6939565505883.459,s
7,ac2g,64420,ac2g,0,e,6939565507835.042,f
125589,ac2g,64420,ac2g,122891,,6939565505895.346,s
7,ac2g,64449,ac2g,0,e,6939565507840.386,f
125589,ac2g,64449,ac2g,122891,,6939565506006.075,s
125589,ac2g,64477,ac2g,122891,e,6939565506107.093,f
7,ac2g,64479,ac2g,0,e,6939565507842.85,f
125589,ac2g,64479,ac2g,122891,,6939565506110.226,s
7,ac2g,64480,ac2g,0,e,6939565507850.882,f
125589,ac2g,64480,ac2g,122891,,6939565506123.204,s
125589,ac2g,64500,ac2g,122891,e,6939565506166.982,f
7,ac2g,64502,ac2g,0,e,6939565507853.634,f
125589,ac2g,64502,ac2g,122891,,6939565506168.6,s
7,ac2g,64514,ac2g,0,e,6939565507860.322,f
125589,ac2g,64514,ac2g,122891,,6939565506217.339,s
125589,ac2g,64570,ac2g,122891,e,6939565506447.721,f
7,ac2g,64577,ac2g,0,e,6939565507868.066,f
125589,ac2g,64577,ac2g,122891,,6939565506471.024,s
7,ac2g,64591,ac2g,0,e,6939565507870.274,f
125589,ac2g,64591,ac2g,122891,,6939565506508.808,s
7,ac2g,64604,ac2g,0,e,6939565507874.37,f
125589,ac2g,64604,ac2g,122891,,6939565506556.485,s
125589,ac2g,64616,ac2g,122891,e,6939565506586.145,f
125589,ac2g,64617,ac2g,122891,e,6939565506589.06,f
7,ac2g,64618,ac2g,0,e,6939565507877.186,f
125589,ac2g,64618,ac2g,122891,,6939565506595.321,s
7,ac2g,64676,ac2g,0,e,6939565507914.818,f
125589,ac2g,64676,ac2g,122891,,6939565506884.431,s
7,ac2g,64683,ac2g,0,e,6939565507916.898,f
125589,ac2g,64683,ac2g,122891,,6939565506916.276,s
7,ac2g,64701,ac2g,0,e,6939565507919.01,f
125589,ac2g,64701,ac2g,122891,,6939565506981.726,s
7,ac2g,64708,ac2g,0,e,6939565507921.026,f
