Ev Idx,tid,cat,Record function id,Input type,name,pid,dur,External id,Concrete Inputs,Sequence number,Input Strides,Input Dims,ts,Fwd thread id,ph
544,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,14.879,17441,,5145,,,6939565496230.0,1,X
545,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,7.321,17442,"[""""]",5145,"[[512, 64, 1]]","[[50, 8, 64]]",6939565496233.199,1,X
546,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,4.56,17443,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565496235.458,,X
547,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,1.909,17444,"["""", ""[50, 1, 512]""]",,"[[512, 64, 1], []]","[[50, 8, 64], []]",6939565496237.509,,X
548,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,117.977,17445,,5144,,,6939565496254.37,1,X
549,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,107.658,17446,"[""""]",5144,"[[512, 512, 1]]","[[50, 1, 512]]",6939565496257.604,1,X
550,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,103.234,17447,"["""", ""[3, 50, 1, 512]"", ""0"", ""2""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565496261.396,,X
551,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,47.427,17448,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565496266.615,,X
552,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.316,17449,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565496269.893,,X
553,125589,cpu_op,0,"[""float""]",aten::zero_,122891,30.591,17450,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565496282.697,,X
554,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,23.926,17451,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565496286.897,,X
555,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,9.166,17452,"["""", ""0"", ""2""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565496316.957,,X
556,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.534,17453,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""51200""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565496323.137,,X
557,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,34.824,17454,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565496328.481,,X
558,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,121.819,17455,,5143,,,6939565496384.096,1,X
559,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,78.309,17456,"[""""]",5143,"[[512, 512, 1]]","[[50, 1, 512]]",6939565496387.966,1,X
560,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,74.338,17457,"["""", ""[3, 50, 1, 512]"", ""0"", ""1""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565496391.396,,X
561,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,38.158,17458,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565496394.885,,X
562,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.002,17459,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565496397.507,,X
563,125589,cpu_op,0,"[""float""]",aten::zero_,122891,23.455,17460,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565496408.802,,X
564,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,18.122,17461,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565496411.931,,X
565,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,5.585,17462,"["""", ""0"", ""1""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565496435.226,,X
566,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.013,17463,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""25600""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565496439.018,,X
567,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,21.575,17464,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565496442.952,,X
568,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,122891,24.695,17465,"["""", """", ""1""]",,"[[25600, 512, 512, 1], [25600, 512, 512, 1], []]","[[3, 50, 1, 512], [3, 50, 1, 512], []]",6939565496475.596,,X
569,125589,cpu_op,0,,autograd::engine::evaluate_function: SelectBackward0,122891,111.888,17466,,5142,,,6939565496517.406,1,X
570,125589,cpu_op,0,"[""float""]",SelectBackward0,122891,75.207,17467,"[""""]",5142,"[[512, 512, 1]]","[[50, 1, 512]]",6939565496521.314,1,X
571,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", ""Scalar""]",aten::select_backward,122891,71.82,17468,"["""", ""[3, 50, 1, 512]"", ""0"", ""0""]",,"[[512, 512, 1], [], [], []]","[[50, 1, 512], [], [], []]",6939565496524.142,,X
572,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """"]",aten::zeros,122891,37.401,17469,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """"]",,"[[], [], [], [], []]","[[], [], [], [], []]",6939565496527.137,,X
573,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,122891,9.014,17470,"[""[3, 50, 1, 512]"", ""6"", ""0"", """", """", """"]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565496529.633,,X
574,125589,cpu_op,0,"[""float""]",aten::zero_,122891,23.068,17471,"[""""]",,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565496540.709,,X
575,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,122891,17.77,17472,"["""", ""0""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565496543.755,,X
576,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::select,122891,5.504,17473,"["""", ""0"", ""0""]",,"[[25600, 512, 512, 1], [], []]","[[3, 50, 1, 512], [], []]",6939565496566.802,,X
577,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", ""Scalar""]",aten::as_strided,122891,1.058,17474,"["""", ""[50, 1, 512]"", ""[512, 512, 1]"", ""0""]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565496570.445,,X
578,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,20.564,17475,"["""", """", ""False""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565496574.254,,X
579,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,122891,18.38,17476,"["""", """", ""1""]",,"[[25600, 512, 512, 1], [25600, 512, 512, 1], []]","[[3, 50, 1, 512], [3, 50, 1, 512], []]",6939565496604.558,,X
580,125589,cpu_op,0,,autograd::engine::evaluate_function: CloneBackward0,122891,8.953,17477,,5141,,,6939565496640.943,1,X
581,125589,cpu_op,0,"[""float""]",CloneBackward0,122891,0.887,17478,"[""""]",5141,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565496644.598,1,X
582,125589,cpu_op,0,,autograd::engine::evaluate_function: SqueezeBackward1,122891,21.628,17479,,5140,,,6939565496659.349,1,X
583,125589,cpu_op,0,"[""float""]",SqueezeBackward1,122891,13.23,17480,"[""""]",5140,"[[25600, 512, 512, 1]]","[[3, 50, 1, 512]]",6939565496662.711,1,X
584,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::unsqueeze,122891,8.768,17481,"["""", ""3""]",,"[[25600, 512, 512, 1], []]","[[3, 50, 1, 512], []]",6939565496666.401,,X
585,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.834,17482,"["""", ""[3, 50, 1, 1, 512]"", ""[25600, 512, 512, 512, 1]"", """"]",,"[[25600, 512, 512, 1], [], [], []]","[[3, 50, 1, 512], [], [], []]",6939565496671.192,,X
586,125589,cpu_op,0,,autograd::engine::evaluate_function: TransposeBackward0,122891,17.152,17483,,5139,,,6939565496690.23,1,X
587,125589,cpu_op,0,"[""float""]",TransposeBackward0,122891,9.516,17484,"[""""]",5139,"[[25600, 512, 512, 512, 1]]","[[3, 50, 1, 1, 512]]",6939565496693.475,1,X
588,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,6.794,17485,"["""", ""0"", ""-2""]",,"[[25600, 512, 512, 512, 1], [], []]","[[3, 50, 1, 1, 512], [], []]",6939565496695.52,,X
589,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.449,17486,"["""", ""[1, 50, 1, 3, 512]"", ""[512, 512, 512, 25600, 1]"", """"]",,"[[25600, 512, 512, 512, 1], [], [], []]","[[3, 50, 1, 1, 512], [], [], []]",6939565496699.153,,X
590,125589,cpu_op,0,,autograd::engine::evaluate_function: UnsqueezeBackward0,122891,20.845,17487,,5138,,,6939565496717.118,1,X
591,125589,cpu_op,0,"[""float""]",UnsqueezeBackward0,122891,12.317,17488,"[""""]",5138,"[[512, 512, 512, 25600, 1]]","[[1, 50, 1, 3, 512]]",6939565496720.715,1,X
592,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::squeeze,122891,8.693,17489,"["""", ""0""]",,"[[512, 512, 512, 25600, 1], []]","[[1, 50, 1, 3, 512], []]",6939565496723.64,,X
593,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.517,17490,"["""", ""[50, 1, 3, 512]"", ""[512, 512, 25600, 1]"", """"]",,"[[512, 512, 512, 25600, 1], [], [], []]","[[1, 50, 1, 3, 512], [], [], []]",6939565496728.959,,X
594,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,69.684,17491,,5137,,,6939565496747.42,1,X
595,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,59.435,17492,"[""""]",5137,"[[512, 512, 25600, 1]]","[[50, 1, 3, 512]]",6939565496750.929,1,X
596,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,56.053,17493,"["""", ""[50, 1, 1536]""]",,"[[512, 512, 25600, 1], []]","[[50, 1, 3, 512], []]",6939565496753.691,,X
597,125589,cpu_op,0,"[""float"", ""Scalar""]",aten::clone,122891,44.309,17494,"["""", ""0""]",,"[[512, 512, 25600, 1], []]","[[50, 1, 3, 512], []]",6939565496757.849,,X
598,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty_like,122891,13.742,17495,"["""", ""6"", ""0"", """", """", ""0""]",,"[[512, 512, 25600, 1], [], [], [], [], []]","[[50, 1, 3, 512], [], [], [], [], []]",6939565496761.425,,X
599,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,9.395,17496,"[""[50, 1, 3, 512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565496764.665,,X
600,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::copy_,122891,23.898,17497,"["""", """", ""False""]",,"[[1536, 1536, 512, 1], [512, 512, 25600, 1], []]","[[50, 1, 3, 512], [50, 1, 3, 512], []]",6939565496777.322,,X
601,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::_unsafe_view,122891,3.131,17498,"["""", ""[50, 1, 1536]""]",,"[[1536, 1536, 512, 1], []]","[[50, 1, 3, 512], []]",6939565496805.668,,X
602,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,16.237,17499,,5136,,,6939565496827.616,1,X
603,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,8.16,17500,"[""""]",5136,"[[1536, 1536, 1]]","[[50, 1, 1536]]",6939565496831.292,1,X
604,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,5.199,17501,"["""", ""[50, 1536]""]",,"[[1536, 1536, 1], []]","[[50, 1, 1536], []]",6939565496833.792,,X
605,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.421,17502,"["""", ""[50, 1536]""]",,"[[1536, 1536, 1], []]","[[50, 1, 1536], []]",6939565496835.975,,X
606,125589,cpu_op,0,,autograd::engine::evaluate_function: AddmmBackward0,122891,236.119,17503,,5135,,,6939565496853.092,1,X
607,125589,cpu_op,0,"[""float""]",AddmmBackward0,122891,169.095,17504,"[""""]",5135,"[[1536, 1]]","[[50, 1536]]",6939565496856.455,1,X
608,125589,cpu_op,0,"[""float""]",aten::t,122891,9.273,17505,"[""""]",,"[[1, 512]]","[[512, 1536]]",6939565496861.398,,X
609,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.538,17506,"["""", ""0"", ""1""]",,"[[1, 512], [], []]","[[512, 1536], [], []]",6939565496864.471,,X
610,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.115,17507,"["""", ""[1536, 512]"", ""[512, 1]"", """"]",,"[[1, 512], [], [], []]","[[512, 1536], [], [], []]",6939565496867.272,,X
611,125589,cpu_op,0,"[""float"", ""float""]",aten::mm,122891,76.235,17508,"["""", """"]",,"[[1536, 1], [512, 1]]","[[50, 1536], [1536, 512]]",6939565496873.246,,X
612,125589,cpu_op,0,"[""float""]",aten::t,122891,9.688,17509,"[""""]",,"[[1536, 1]]","[[50, 1536]]",6939565496954.005,,X
613,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.886,17510,"["""", ""0"", ""1""]",,"[[1536, 1], [], []]","[[50, 1536], [], []]",6939565496956.373,,X
614,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.643,17511,"["""", ""[1536, 50]"", ""[1, 1536]"", """"]",,"[[1536, 1], [], [], []]","[[50, 1536], [], [], []]",6939565496960.034,,X
615,125589,cpu_op,0,"[""float"", ""float""]",aten::mm,122891,39.196,17512,"["""", """"]",,"[[1, 1536], [512, 1]]","[[1536, 50], [50, 512]]",6939565496973.421,,X
616,125589,cpu_op,0,"[""float""]",aten::t,122891,8.816,17513,"[""""]",,"[[512, 1]]","[[1536, 512]]",6939565497015.151,,X
617,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,5.281,17514,"["""", ""0"", ""1""]",,"[[512, 1], [], []]","[[1536, 512], [], []]",6939565497017.181,,X
618,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.561,17515,"["""", ""[512, 1536]"", ""[1, 512]"", """"]",,"[[512, 1], [], [], []]","[[1536, 512], [], [], []]",6939565497020.314,,X
619,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,122891,38.192,17516,"["""", ""[0]"", ""True"", """"]",,"[[1536, 1], [], [], []]","[[50, 1536], [], [], []]",6939565497030.099,,X
620,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.533,17517,"["""", ""[1536]""]",,"[[1536, 1], []]","[[1, 1536], []]",6939565497071.716,,X
621,125589,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,122891,21.364,17518,,,,,6939565497106.819,,X
622,125589,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,122891,13.235,17519,"[""""]",,[[1]],[[1536]],6939565497111.715,,X
623,125589,cpu_op,0,"[""float""]",aten::detach,122891,7.609,17520,"[""""]",,[[1]],[[1536]],6939565497116.141,,X
624,125589,cpu_op,0,"[""float""]",detach,122891,4.399,17521,"[""""]",,[[1]],[[1536]],6939565497118.827,,X
625,125589,cpu_op,0,,autograd::engine::evaluate_function: TBackward0,122891,20.751,17522,,5134,,,6939565497141.857,1,X
626,125589,cpu_op,0,"[""float""]",TBackward0,122891,11.714,17523,"[""""]",5134,"[[1, 512]]","[[512, 1536]]",6939565497145.906,1,X
627,125589,cpu_op,0,"[""float""]",aten::t,122891,8.736,17524,"[""""]",,"[[1, 512]]","[[512, 1536]]",6939565497148.226,,X
628,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.739,17525,"["""", ""0"", ""1""]",,"[[1, 512], [], []]","[[512, 1536], [], []]",6939565497150.655,,X
629,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.073,17526,"["""", ""[1536, 512]"", ""[512, 1]"", """"]",,"[[1, 512], [], [], []]","[[512, 1536], [], [], []]",6939565497153.647,,X
630,125589,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,122891,14.55,17527,,,,,6939565497172.911,,X
631,125589,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,122891,7.669,17528,"[""""]",,"[[512, 1]]","[[1536, 512]]",6939565497176.945,,X
632,125589,cpu_op,0,"[""float""]",aten::detach,122891,4.295,17529,"[""""]",,"[[512, 1]]","[[1536, 512]]",6939565497179.487,,X
633,125589,cpu_op,0,"[""float""]",detach,122891,2.144,17530,"[""""]",,"[[512, 1]]","[[1536, 512]]",6939565497181.119,,X
634,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,55.138,17531,,5133,,,6939565497196.618,1,X
635,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,8.757,17532,"[""""]",5133,"[[512, 1]]","[[50, 512]]",6939565497205.622,1,X
636,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,4.998,17533,"["""", ""[50, 1, 512]""]",,"[[512, 1], []]","[[50, 512], []]",6939565497208.863,,X
637,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.024,17534,"["""", ""[50, 1, 512]""]",,"[[512, 1], []]","[[50, 512], []]",6939565497211.316,,X
638,125589,cpu_op,0,"[""float"", ""float"", ""Scalar""]",aten::add_,122891,24.036,17535,"["""", """", ""1""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565497220.714,,X
639,125589,cpu_op,0,,autograd::engine::evaluate_function: NativeLayerNormBackward0,122891,103.019,17536,,5132,,,6939565497262.658,1,X
640,125589,cpu_op,0,"[""float""]",NativeLayerNormBackward0,122891,84.117,17537,"[""""]",5132,"[[512, 512, 1]]","[[50, 1, 512]]",6939565497266.329,1,X
641,125589,cpu_op,0,"[""float"", ""float"", ""ScalarList"", ""float"", ""float"", ""float"", ""float"", ""ScalarList""]",aten::native_layer_norm_backward,122891,74.821,17538,"["""", """", ""[512]"", """", """", """", """", ""[True, True, True]""]",,"[[512, 512, 1], [512, 512, 1], [], [1, 1, 1], [1, 1, 1], [1], [1], []]","[[50, 1, 512], [50, 1, 512], [], [50, 1, 1], [50, 1, 1], [512], [512], []]",6939565497274.318,,X
642,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,10.358,17539,"[""[50, 1, 512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565497282.446,,X
643,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,8.822,17540,"[""[512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565497296.154,,X
644,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,8.161,17541,"[""[512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565497307.857,,X
645,125589,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,122891,15.836,17542,,,,,6939565497377.889,,X
646,125589,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,122891,8.743,17543,"[""""]",,[[1]],[[512]],6939565497382.136,,X
647,125589,cpu_op,0,"[""float""]",aten::detach,122891,5.0,17544,"[""""]",,[[1]],[[512]],6939565497385.213,,X
648,125589,cpu_op,0,"[""float""]",detach,122891,2.383,17545,"[""""]",,[[1]],[[512]],6939565497387.293,,X
649,125589,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,122891,13.272,17546,,,,,6939565497403.555,,X
650,125589,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,122891,6.693,17547,"[""""]",,[[1]],[[512]],6939565497407.469,,X
651,125589,cpu_op,0,"[""float""]",aten::detach,122891,3.871,17548,"[""""]",,[[1]],[[512]],6939565497409.695,,X
652,125589,cpu_op,0,"[""float""]",detach,122891,1.851,17549,"[""""]",,[[1]],[[512]],6939565497411.232,,X
653,125589,cpu_op,0,,autograd::engine::evaluate_function: AddBackward0,122891,9.9,17550,,5131,,,6939565497425.887,1,X
654,125589,cpu_op,0,"[""float""]",AddBackward0,122891,1.286,17551,"[""""]",5131,"[[512, 512, 1]]","[[50, 1, 512]]",6939565497429.215,1,X
655,125589,cpu_op,0,,autograd::engine::evaluate_function: NativeDropoutBackward0,122891,55.213,17552,,5130,,,6939565497444.864,1,X
656,125589,cpu_op,0,"[""float""]",NativeDropoutBackward0,122891,44.814,17553,"[""""]",5130,"[[512, 512, 1]]","[[50, 1, 512]]",6939565497448.053,1,X
657,125589,cpu_op,0,"[""float"", ""bool"", ""Scalar""]",aten::native_dropout_backward,122891,40.182,17554,"["""", """", ""1.1111111111111112""]",,"[[512, 512, 1], [512, 512, 1], []]","[[50, 1, 512], [50, 1, 512], []]",6939565497451.914,,X
658,125589,cpu_op,0,"[""float"", """", """", """", """", ""Scalar""]",aten::empty_like,122891,12.856,17555,"["""", """", """", """", """", ""0""]",,"[[512, 512, 1], [], [], [], [], []]","[[50, 1, 512], [], [], [], [], []]",6939565497457.201,,X
659,125589,cpu_op,0,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,122891,8.978,17556,"[""[50, 1, 512]"", ""6"", ""0"", """", """", ""0""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6939565497460.136,,X
660,125589,cpu_op,0,,autograd::engine::evaluate_function: ViewBackward0,122891,17.253,17557,,5129,,,6939565497510.572,1,X
661,125589,cpu_op,0,"[""float""]",ViewBackward0,122891,9.58,17558,"[""""]",5129,"[[512, 512, 1]]","[[50, 1, 512]]",6939565497514.137,1,X
662,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::reshape,122891,5.886,17559,"["""", ""[50, 512]""]",,"[[512, 512, 1], []]","[[50, 1, 512], []]",6939565497517.282,,X
663,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.765,17560,"["""", ""[50, 512]""]",,"[[512, 512, 1], []]","[[50, 1, 512], []]",6939565497519.77,,X
664,125589,cpu_op,0,,autograd::engine::evaluate_function: AddmmBackward0,122891,240.148,17561,,5128,,,6939565497536.955,1,X
665,125589,cpu_op,0,"[""float""]",AddmmBackward0,122891,177.135,17562,"[""""]",5128,"[[512, 1]]","[[50, 512]]",6939565497540.106,1,X
666,125589,cpu_op,0,"[""float""]",aten::t,122891,9.543,17563,"[""""]",,"[[1, 2048]]","[[2048, 512]]",6939565497543.953,,X
667,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.839,17564,"["""", ""0"", ""1""]",,"[[1, 2048], [], []]","[[2048, 512], [], []]",6939565497546.882,,X
668,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.132,17565,"["""", ""[512, 2048]"", ""[2048, 1]"", """"]",,"[[1, 2048], [], [], []]","[[2048, 512], [], [], []]",6939565497549.904,,X
669,125589,cpu_op,0,"[""float"", ""float""]",aten::mm,122891,64.8,17566,"["""", """"]",,"[[512, 1], [2048, 1]]","[[50, 512], [512, 2048]]",6939565497584.018,,X
670,125589,cpu_op,0,"[""float""]",aten::t,122891,8.481,17567,"[""""]",,"[[512, 1]]","[[50, 512]]",6939565497653.466,,X
671,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.774,17568,"["""", ""0"", ""1""]",,"[[512, 1], [], []]","[[50, 512], [], []]",6939565497655.594,,X
672,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.248,17569,"["""", ""[512, 50]"", ""[1, 512]"", """"]",,"[[512, 1], [], [], []]","[[50, 512], [], [], []]",6939565497658.514,,X
673,125589,cpu_op,0,"[""float"", ""float""]",aten::mm,122891,40.419,17570,"["""", """"]",,"[[1, 512], [2048, 1]]","[[512, 50], [50, 2048]]",6939565497664.475,,X
674,125589,cpu_op,0,"[""float""]",aten::t,122891,8.051,17571,"[""""]",,"[[2048, 1]]","[[512, 2048]]",6939565497707.533,,X
675,125589,cpu_op,0,"[""float"", ""Scalar"", ""Scalar""]",aten::transpose,122891,4.543,17572,"["""", ""0"", ""1""]",,"[[2048, 1], [], []]","[[512, 2048], [], []]",6939565497709.59,,X
676,125589,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,122891,1.05,17573,"["""", ""[2048, 512]"", ""[1, 2048]"", """"]",,"[[2048, 1], [], [], []]","[[512, 2048], [], [], []]",6939565497712.465,,X
677,125589,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,122891,35.915,17574,"["""", ""[0]"", ""True"", """"]",,"[[512, 1], [], [], []]","[[50, 512], [], [], []]",6939565497721.572,,X
678,125589,cpu_op,0,"[""float"", ""ScalarList""]",aten::view,122891,2.5,17575,"["""", ""[512]""]",,"[[512, 1], []]","[[1, 512], []]",6939565497760.621,,X
679,125589,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,122891,17.229,17576,,,,,6939565497792.899,,X
680,125589,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,122891,9.507,17577,"[""""]",,[[1]],[[512]],6939565497797.617,,X
681,125589,cpu_op,0,"[""float""]",aten::detach,122891,5.084,17578,"[""""]",,[[1]],[[512]],6939565497801.111,,X
682,125589,cpu_op,0,"[""float""]",detach,122891,2.662,17579,"[""""]",,[[1]],[[512]],6939565497803.007,,X
683,125589,cpu_op,0,,autograd::engine::evaluate_function: TBackward0,122891,19.802,17580,,5127,,,6939565497819.811,1,X
