ts,tid,pid,cbid,dur,cat,ph,name,correlation,External id
6936340607163.13,60051,60051,41,15.999,cuda_runtime,X,cudaMemcpyAsync,620,127
6936340607202.01,60051,60051,211,7.162,cuda_runtime,X,cudaLaunchKernel,628,129
6936340607301.167,60051,60051,135,2.317,cuda_runtime,X,cudaEventRecord,643,134
6936340607304.001,60051,60051,317,0.61,cuda_runtime,X,cudaStreamIsCapturing,644,134
6936340607304.936,60051,60051,203,0.716,cuda_runtime,X,cudaStreamGetPriority,645,134
6936340607306.028,60051,60051,205,0.635,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,646,134
6936340607313.954,60051,60051,317,1.128,cuda_runtime,X,cudaStreamIsCapturing,652,134
6936340607315.521,60051,60051,20,122.418,cuda_runtime,X,cudaMalloc,653,134
6936340607455.604,60051,60051,211,14.563,cuda_runtime,X,cudaLaunchKernel,654,134
6936340607472.594,60051,60051,211,4.591,cuda_runtime,X,cudaLaunchKernel,656,134
6936340607482.202,60051,60051,11,0.241,cuda_runtime,X,cudaPeekAtLastError,658,134
6936340607487.063,60051,60051,51,6.939,cuda_runtime,X,cudaMemsetAsync,659,134
6936340607495.586,60051,60051,430,6.327,cuda_runtime,X,cudaLaunchKernelExC,660,134
6936340607503.255,60051,60051,11,0.129,cuda_runtime,X,cudaPeekAtLastError,662,134
6936340607539.84,60051,60051,211,7.162,cuda_runtime,X,cudaLaunchKernel,669,137
6936340607610.607,60051,60051,211,7.455,cuda_runtime,X,cudaLaunchKernel,675,138
6936340607693.263,60051,60051,135,2.868,cuda_runtime,X,cudaEventRecord,689,141
6936340607696.657,60051,60051,317,0.769,cuda_runtime,X,cudaStreamIsCapturing,690,141
6936340607697.749,60051,60051,203,0.759,cuda_runtime,X,cudaStreamGetPriority,691,141
6936340607698.802,60051,60051,205,0.671,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,692,141
6936340607737.093,60051,60051,135,1.251,cuda_runtime,X,cudaEventRecord,716,141
6936340607738.557,60051,60051,317,0.426,cuda_runtime,X,cudaStreamIsCapturing,717,141
6936340607739.203,60051,60051,203,0.441,cuda_runtime,X,cudaStreamGetPriority,718,141
6936340607739.874,60051,60051,205,0.377,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,719,141
6936340607751.493,60051,60051,273,2.44,cuda_runtime,X,cudaFuncSetAttribute,727,141
6936340607754.758,60051,60051,211,9.215,cuda_runtime,X,cudaLaunchKernel,728,141
6936340607823.418,60051,60051,41,16.045,cuda_runtime,X,cudaMemcpyAsync,741,152
6936340607862.052,60051,60051,211,7.247,cuda_runtime,X,cudaLaunchKernel,749,154
6936340607964.236,60051,60051,135,2.623,cuda_runtime,X,cudaEventRecord,764,159
6936340607967.294,60051,60051,317,0.729,cuda_runtime,X,cudaStreamIsCapturing,765,159
6936340607968.343,60051,60051,203,0.775,cuda_runtime,X,cudaStreamGetPriority,766,159
6936340607969.466,60051,60051,205,0.563,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,767,159
6936340607987.233,60051,60051,211,9.683,cuda_runtime,X,cudaLaunchKernel,771,159
6936340607999.222,60051,60051,211,4.419,cuda_runtime,X,cudaLaunchKernel,773,159
6936340608008.284,60051,60051,11,0.244,cuda_runtime,X,cudaPeekAtLastError,775,159
6936340608012.76,60051,60051,51,6.925,cuda_runtime,X,cudaMemsetAsync,776,159
6936340608021.215,60051,60051,430,6.483,cuda_runtime,X,cudaLaunchKernelExC,777,159
6936340608028.971,60051,60051,11,0.145,cuda_runtime,X,cudaPeekAtLastError,779,159
6936340608056.978,60051,60051,211,6.368,cuda_runtime,X,cudaLaunchKernel,786,162
6936340608119.72,60051,60051,211,8.115,cuda_runtime,X,cudaLaunchKernel,792,163
6936340608195.22,60051,60051,135,2.471,cuda_runtime,X,cudaEventRecord,806,166
6936340608198.058,60051,60051,317,0.704,cuda_runtime,X,cudaStreamIsCapturing,807,166
6936340608199.06,60051,60051,203,0.722,cuda_runtime,X,cudaStreamGetPriority,808,166
6936340608200.153,60051,60051,205,0.616,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,809,166
6936340608237.381,60051,60051,135,1.337,cuda_runtime,X,cudaEventRecord,833,166
6936340608238.958,60051,60051,317,0.419,cuda_runtime,X,cudaStreamIsCapturing,834,166
6936340608239.617,60051,60051,203,0.392,cuda_runtime,X,cudaStreamGetPriority,835,166
6936340608240.269,60051,60051,205,0.353,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,836,166
6936340608252.208,60051,60051,273,1.943,cuda_runtime,X,cudaFuncSetAttribute,844,166
6936340608255.011,60051,60051,211,8.745,cuda_runtime,X,cudaLaunchKernel,845,166
6936340608320.467,60051,60051,41,15.73,cuda_runtime,X,cudaMemcpyAsync,858,177
6936340608358.317,60051,60051,211,6.983,cuda_runtime,X,cudaLaunchKernel,866,179
6936340608431.451,60051,60051,211,8.45,cuda_runtime,X,cudaLaunchKernel,885,182
6936340608533.034,60051,60051,135,2.326,cuda_runtime,X,cudaEventRecord,896,186
6936340608535.868,60051,60051,317,0.753,cuda_runtime,X,cudaStreamIsCapturing,897,186
6936340608536.944,60051,60051,203,0.754,cuda_runtime,X,cudaStreamGetPriority,898,186
6936340608538.084,60051,60051,205,0.579,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,899,186
6936340608558.186,60051,60051,211,9.78,cuda_runtime,X,cudaLaunchKernel,903,186
6936340608570.566,60051,60051,211,4.557,cuda_runtime,X,cudaLaunchKernel,905,186
