Ev Idx,tid,cat,Record function id,name,pid,dur,External id,ts,ph
590,159650,user_annotation,0,ProfilerStep#0,159650,47.991,2049,6940680977676.2,X
591,159650,user_annotation,0,Optimizer.zero_grad#SGD.zero_grad,159650,262.269,2050,6940680931085.56,X
596,159650,user_annotation,0,Optimizer.step#SGD.step,159650,28882.705,2055,6940680948712.343,X
