ts,tid,pid,cat,ph,bp,name,id
6935384641384.484,37,0,ac2g,f,e,ac2g,1405
6935384615981.114,36890,30902,ac2g,s,,ac2g,1405
6935384615987.783,36890,30902,ac2g,f,e,ac2g,1406
6935384615995.2,36890,30902,ac2g,f,e,ac2g,1414
6935384615996.725,36890,30902,ac2g,s,,ac2g,1417
6935384641364.292,33,0,ac2g,f,e,ac2g,1418
6935384615997.123,36890,30902,ac2g,s,,ac2g,1418
6935384616005.67,36890,30902,ac2g,f,e,ac2g,1419
6935384616013.031,36890,30902,ac2g,f,e,ac2g,1427
6935384616014.408,36890,30902,ac2g,s,,ac2g,1430
6935384661798.59,34,0,ac2g,f,e,ac2g,1431
6935384616014.809,36890,30902,ac2g,s,,ac2g,1431
6935384616030.809,36890,30902,ac2g,f,e,ac2g,1439
6935384616032.183,36890,30902,ac2g,s,,ac2g,1442
6935384661815.038,34,0,ac2g,f,e,ac2g,1443
6935384616032.574,36890,30902,ac2g,s,,ac2g,1443
6935384616038.768,36890,30902,ac2g,f,e,ac2g,1444
6935384616046.092,36890,30902,ac2g,f,e,ac2g,1452
6935384616047.51,36890,30902,ac2g,s,,ac2g,1455
6935384657596.255,30,0,ac2g,f,e,ac2g,1456
6935384616047.909,36890,30902,ac2g,s,,ac2g,1456
6935384616054.204,36890,30902,ac2g,f,e,ac2g,1457
6935384616061.561,36890,30902,ac2g,f,e,ac2g,1465
6935384616062.942,36890,30902,ac2g,s,,ac2g,1468
6935384661817.246,35,0,ac2g,f,e,ac2g,1469
6935384616063.341,36890,30902,ac2g,s,,ac2g,1469
6935384616079.519,36890,30902,ac2g,f,e,ac2g,1477
6935384616080.946,36890,30902,ac2g,s,,ac2g,1480
6935384661832.638,35,0,ac2g,f,e,ac2g,1481
6935384616081.342,36890,30902,ac2g,s,,ac2g,1481
6935384616087.453,36890,30902,ac2g,f,e,ac2g,1482
6935384616095.046,36890,30902,ac2g,f,e,ac2g,1490
6935384616096.467,36890,30902,ac2g,s,,ac2g,1493
6935384661796.51,31,0,ac2g,f,e,ac2g,1494
6935384616096.864,36890,30902,ac2g,s,,ac2g,1494
6935384616103.908,36890,30902,ac2g,f,e,ac2g,1495
6935384616111.315,36890,30902,ac2g,f,e,ac2g,1503
6935384616112.689,36890,30902,ac2g,s,,ac2g,1506
6935384661824.734,36,0,ac2g,f,e,ac2g,1507
6935384616113.094,36890,30902,ac2g,s,,ac2g,1507
6935384616128.474,36890,30902,ac2g,f,e,ac2g,1515
6935384616129.862,36890,30902,ac2g,s,,ac2g,1518
6935384661840.926,36,0,ac2g,f,e,ac2g,1519
6935384616130.253,36890,30902,ac2g,s,,ac2g,1519
6935384616136.64,36890,30902,ac2g,f,e,ac2g,1520
6935384616144.089,36890,30902,ac2g,f,e,ac2g,1528
6935384616145.529,36890,30902,ac2g,s,,ac2g,1531
6935384661795.23,32,0,ac2g,f,e,ac2g,1532
6935384616145.921,36890,30902,ac2g,s,,ac2g,1532
6935384616152.703,36890,30902,ac2g,f,e,ac2g,1533
6935384616160.381,36890,30902,ac2g,f,e,ac2g,1541
6935384616161.771,36890,30902,ac2g,s,,ac2g,1544
6935384661821.566,37,0,ac2g,f,e,ac2g,1545
6935384616162.166,36890,30902,ac2g,s,,ac2g,1545
6935384616177.084,36890,30902,ac2g,f,e,ac2g,1553
6935384616178.459,36890,30902,ac2g,s,,ac2g,1556
6935384661839.422,37,0,ac2g,f,e,ac2g,1557
6935384616178.855,36890,30902,ac2g,s,,ac2g,1557
6935384616186.132,36890,30902,ac2g,f,e,ac2g,1558
6935384616193.581,36890,30902,ac2g,f,e,ac2g,1566
6935384616194.997,36890,30902,ac2g,s,,ac2g,1569
6935384661799.07,33,0,ac2g,f,e,ac2g,1570
6935384616195.393,36890,30902,ac2g,s,,ac2g,1570
6935384616201.922,36890,30902,ac2g,f,e,ac2g,1571
6935384616209.298,36890,30902,ac2g,f,e,ac2g,1579
6935384616210.651,36890,30902,ac2g,s,,ac2g,1582
6935384678031.577,34,0,ac2g,f,e,ac2g,1583
6935384616211.05,36890,30902,ac2g,s,,ac2g,1583
6935384616225.877,36890,30902,ac2g,f,e,ac2g,1591
6935384616227.244,36890,30902,ac2g,s,,ac2g,1594
6935384678046.809,34,0,ac2g,f,e,ac2g,1595
6935384616227.636,36890,30902,ac2g,s,,ac2g,1595
6935384616233.544,36890,30902,ac2g,f,e,ac2g,1596
6935384616241.053,36890,30902,ac2g,f,e,ac2g,1604
6935384616242.455,36890,30902,ac2g,s,,ac2g,1607
6935384676008.473,30,0,ac2g,f,e,ac2g,1608
6935384616242.854,36890,30902,ac2g,s,,ac2g,1608
6935384616249.694,36890,30902,ac2g,f,e,ac2g,1609
6935384616257.328,36890,30902,ac2g,f,e,ac2g,1617
6935384616258.686,36890,30902,ac2g,s,,ac2g,1620
6935384678048.665,35,0,ac2g,f,e,ac2g,1621
6935384616259.088,36890,30902,ac2g,s,,ac2g,1621
6935384616274.109,36890,30902,ac2g,f,e,ac2g,1629
6935384616275.499,36890,30902,ac2g,s,,ac2g,1632
6935384678062.265,35,0,ac2g,f,e,ac2g,1633
6935384616275.896,36890,30902,ac2g,s,,ac2g,1633
6935384616282.861,36890,30902,ac2g,f,e,ac2g,1634
6935384616290.28,36890,30902,ac2g,f,e,ac2g,1642
6935384616291.683,36890,30902,ac2g,s,,ac2g,1645
6935384676942.329,31,0,ac2g,f,e,ac2g,1646
6935384616292.073,36890,30902,ac2g,s,,ac2g,1646
6935384616298.162,36890,30902,ac2g,f,e,ac2g,1647
6935384616300.264,36890,30902,ac2g,f,e,ac2g,1648
6935384616301.798,36890,30902,ac2g,s,,ac2g,1649
6935384616304.602,36890,30902,ac2g,f,e,ac2g,1650
6935384616305.4,36890,30902,ac2g,s,,ac2g,1651
6935384616306.777,36890,30902,ac2g,f,e,ac2g,1652
6935384616307.636,36890,30902,ac2g,s,,ac2g,1653
6935384616309.261,36890,30902,ac2g,f,e,ac2g,1654
6935384616310.08,36890,30902,ac2g,s,,ac2g,1655
6935384616315.494,36890,30902,ac2g,f,e,ac2g,1656
6935384616316.256,36890,30902,ac2g,s,,ac2g,1657
6935384616317.662,36890,30902,ac2g,f,e,ac2g,1658
6935384616318.311,36890,30902,ac2g,s,,ac2g,1659
6935384616319.939,36890,30902,ac2g,f,e,ac2g,1660
6935384616320.562,36890,30902,ac2g,s,,ac2g,1661
6935384616322.037,36890,30902,ac2g,f,e,ac2g,1662
6935384616322.674,36890,30902,ac2g,s,,ac2g,1663
6935384616324.226,36890,30902,ac2g,f,e,ac2g,1664
6935384616324.857,36890,30902,ac2g,s,,ac2g,1665
6935384616329.533,36890,30902,ac2g,f,e,ac2g,1666
6935384616330.187,36890,30902,ac2g,s,,ac2g,1667
6935384616331.774,36890,30902,ac2g,f,e,ac2g,1668
6935384616332.415,36890,30902,ac2g,s,,ac2g,1669
6935384616334.091,36890,30902,ac2g,f,e,ac2g,1670
6935384616334.736,36890,30902,ac2g,s,,ac2g,1671
6935384620763.808,30902,30902,ac2g,s,,ac2g,2149
