ts,tid,pid,cat,ph,bp,name,id
6928969548110.388,4097251,4097061,ac2g,f,e,ac2g,13367
6928969548111.132,4097251,4097061,ac2g,f,e,ac2g,13368
6928969548132.304,7,0,ac2g,f,e,ac2g,13372
6928969548123.726,4097251,4097061,ac2g,s,,ac2g,13372
6928969548142.0,7,0,ac2g,f,e,ac2g,13374
6928969548133.661,4097251,4097061,ac2g,s,,ac2g,13374
6928969548159.696,7,0,ac2g,f,e,ac2g,13376
6928969548144.956,4097251,4097061,ac2g,s,,ac2g,13376
6928969548161.042,4097251,4097061,ac2g,f,e,ac2g,13377
6928969548162.881,4097251,4097061,ac2g,f,e,ac2g,13378
6928969548172.688,7,0,ac2g,f,e,ac2g,13379
6928969548164.495,4097251,4097061,ac2g,s,,ac2g,13379
6928969548206.704,7,0,ac2g,f,e,ac2g,13382
6928969548176.986,4097251,4097061,ac2g,s,,ac2g,13382
6928969548185.684,4097251,4097061,ac2g,f,e,ac2g,13385
6928969548210.224,7,0,ac2g,f,e,ac2g,13386
6928969548187.774,4097251,4097061,ac2g,s,,ac2g,13386
6928969548291.536,7,0,ac2g,f,e,ac2g,13406
6928969548280.604,4097251,4097061,ac2g,s,,ac2g,13406
6928969548364.963,4097251,4097061,ac2g,f,e,ac2g,13438
6928969548367.629,4097251,4097061,ac2g,f,e,ac2g,13439
6928969548368.777,4097251,4097061,ac2g,f,e,ac2g,13440
6928969548369.791,4097251,4097061,ac2g,f,e,ac2g,13441
6928969548393.866,4097251,4097061,ac2g,f,e,ac2g,13449
6928969548407.247,7,0,ac2g,f,e,ac2g,13450
6928969548396.649,4097251,4097061,ac2g,s,,ac2g,13450
6928969548517.787,4097251,4097061,ac2g,f,e,ac2g,13474
6928969548520.492,4097251,4097061,ac2g,f,e,ac2g,13475
6928969548521.492,4097251,4097061,ac2g,f,e,ac2g,13476
6928969548522.374,4097251,4097061,ac2g,f,e,ac2g,13477
6928969548549.327,7,0,ac2g,f,e,ac2g,13481
6928969548538.118,4097251,4097061,ac2g,s,,ac2g,13481
6928969548558.927,7,0,ac2g,f,e,ac2g,13483
6928969548550.986,4097251,4097061,ac2g,s,,ac2g,13483
6928969548561.625,4097251,4097061,ac2g,f,e,ac2g,13485
6928969548563.412,4097251,4097061,ac2g,f,e,ac2g,13486
6928969548573.103,7,0,ac2g,f,e,ac2g,13487
6928969548564.815,4097251,4097061,ac2g,s,,ac2g,13487
6928969548573.43,4097251,4097061,ac2g,f,e,ac2g,13490
6928969548600.655,7,0,ac2g,f,e,ac2g,13491
6928969548575.678,4097251,4097061,ac2g,s,,ac2g,13491
6928969548605.941,4097251,4097061,ac2g,f,e,ac2g,13504
6928969548608.096,4097251,4097061,ac2g,f,e,ac2g,13505
6928969548609.011,4097251,4097061,ac2g,f,e,ac2g,13506
6928969548609.748,4097251,4097061,ac2g,f,e,ac2g,13507
6928969548629.167,7,0,ac2g,f,e,ac2g,13511
6928969548620.3,4097251,4097061,ac2g,s,,ac2g,13511
6928969548638.127,7,0,ac2g,f,e,ac2g,13513
6928969548630.381,4097251,4097061,ac2g,s,,ac2g,13513
6928969548652.271,7,0,ac2g,f,e,ac2g,13515
6928969548639.316,4097251,4097061,ac2g,s,,ac2g,13515
6928969548652.604,4097251,4097061,ac2g,f,e,ac2g,13516
6928969548654.029,4097251,4097061,ac2g,f,e,ac2g,13517
6928969548663.311,7,0,ac2g,f,e,ac2g,13518
6928969548654.976,4097251,4097061,ac2g,s,,ac2g,13518
6928969548697.135,7,0,ac2g,f,e,ac2g,13521
6928969548667.078,4097251,4097061,ac2g,s,,ac2g,13521
6928969548675.658,4097251,4097061,ac2g,f,e,ac2g,13524
6928969548700.687,7,0,ac2g,f,e,ac2g,13525
6928969548677.682,4097251,4097061,ac2g,s,,ac2g,13525
6928969548729.263,7,0,ac2g,f,e,ac2g,13534
6928969548719.378,4097251,4097061,ac2g,s,,ac2g,13534
6928969548816.399,7,0,ac2g,f,e,ac2g,13554
6928969548806.154,4097251,4097061,ac2g,s,,ac2g,13554
6928969548908.917,4097251,4097061,ac2g,f,e,ac2g,13590
6928969548911.908,4097251,4097061,ac2g,f,e,ac2g,13591
6928969548913.093,4097251,4097061,ac2g,f,e,ac2g,13592
6928969548914.189,4097251,4097061,ac2g,f,e,ac2g,13593
6928969548938.293,4097251,4097061,ac2g,f,e,ac2g,13601
6928969548952.047,7,0,ac2g,f,e,ac2g,13602
6928969548941.175,4097251,4097061,ac2g,s,,ac2g,13602
6928969549062.55,4097251,4097061,ac2g,f,e,ac2g,13626
6928969549065.116,4097251,4097061,ac2g,f,e,ac2g,13627
6928969549066.157,4097251,4097061,ac2g,f,e,ac2g,13628
6928969549067.049,4097251,4097061,ac2g,f,e,ac2g,13629
6928969549098.159,7,0,ac2g,f,e,ac2g,13633
6928969549085.422,4097251,4097061,ac2g,s,,ac2g,13633
6928969549112.271,7,0,ac2g,f,e,ac2g,13635
6928969549101.309,4097251,4097061,ac2g,s,,ac2g,13635
6928969549133.156,4097251,4097061,ac2g,f,e,ac2g,13648
6928969549135.025,4097251,4097061,ac2g,f,e,ac2g,13649
6928969549135.825,4097251,4097061,ac2g,f,e,ac2g,13650
6928969549136.641,4097251,4097061,ac2g,f,e,ac2g,13651
6928969549160.718,7,0,ac2g,f,e,ac2g,13655
6928969549151.845,4097251,4097061,ac2g,s,,ac2g,13655
6928969549176.142,7,0,ac2g,f,e,ac2g,13657
6928969549162.507,4097251,4097061,ac2g,s,,ac2g,13657
6928969549175.295,4097251,4097061,ac2g,f,e,ac2g,13659
6928969549189.07,7,0,ac2g,f,e,ac2g,13660
6928969549176.812,4097251,4097061,ac2g,s,,ac2g,13660
6928969549198.798,7,0,ac2g,f,e,ac2g,13661
6928969549189.422,4097251,4097061,ac2g,s,,ac2g,13661
6928969549200.058,4097251,4097061,ac2g,f,e,ac2g,13663
6928969549310.959,4097251,4097061,ac2g,f,e,ac2g,13700
6928969549313.387,4097251,4097061,ac2g,f,e,ac2g,13701
6928969549314.382,4097251,4097061,ac2g,f,e,ac2g,13702
6928969549315.287,4097251,4097061,ac2g,f,e,ac2g,13703
6928969549338.911,4097251,4097061,ac2g,f,e,ac2g,13711
6928969549352.11,7,0,ac2g,f,e,ac2g,13712
6928969549341.629,4097251,4097061,ac2g,s,,ac2g,13712
6928969549461.813,4097251,4097061,ac2g,f,e,ac2g,13736
6928969549464.341,4097251,4097061,ac2g,f,e,ac2g,13737
6928969549465.357,4097251,4097061,ac2g,f,e,ac2g,13738
6928969549466.219,4097251,4097061,ac2g,f,e,ac2g,13739
6928969549491.662,7,0,ac2g,f,e,ac2g,13743
6928969549481.036,4097251,4097061,ac2g,s,,ac2g,13743
6928969549501.806,7,0,ac2g,f,e,ac2g,13745
6928969549494.267,4097251,4097061,ac2g,s,,ac2g,13745
6928969549504.225,4097251,4097061,ac2g,f,e,ac2g,13747
6928969549506.29,4097251,4097061,ac2g,f,e,ac2g,13748
6928969549515.758,7,0,ac2g,f,e,ac2g,13749
6928969549508.158,4097251,4097061,ac2g,s,,ac2g,13749
6928969549516.885,4097251,4097061,ac2g,f,e,ac2g,13752
6928969549543.758,7,0,ac2g,f,e,ac2g,13753
6928969549519.473,4097251,4097061,ac2g,s,,ac2g,13753
6928969549548.905,4097251,4097061,ac2g,f,e,ac2g,13766
6928969549550.94,4097251,4097061,ac2g,f,e,ac2g,13767
6928969549551.834,4097251,4097061,ac2g,f,e,ac2g,13768
6928969549552.533,4097251,4097061,ac2g,f,e,ac2g,13769
6928969549611.95,7,0,ac2g,f,e,ac2g,13773
6928969549602.014,4097251,4097061,ac2g,s,,ac2g,13773
6928969549622.062,7,0,ac2g,f,e,ac2g,13775
6928969549613.298,4097251,4097061,ac2g,s,,ac2g,13775
6928969549635.918,7,0,ac2g,f,e,ac2g,13777
6928969549623.509,4097251,4097061,ac2g,s,,ac2g,13777
6928969549636.223,4097251,4097061,ac2g,f,e,ac2g,13778
6928969549637.881,4097251,4097061,ac2g,f,e,ac2g,13779
6928969549647.022,7,0,ac2g,f,e,ac2g,13780
6928969549639.003,4097251,4097061,ac2g,s,,ac2g,13780
6928969549680.974,7,0,ac2g,f,e,ac2g,13783
6928969549651.062,4097251,4097061,ac2g,s,,ac2g,13783
6928969549661.044,4097251,4097061,ac2g,f,e,ac2g,13786
6928969549684.462,7,0,ac2g,f,e,ac2g,13787
6928969549663.222,4097251,4097061,ac2g,s,,ac2g,13787
6928969549779.373,7,0,ac2g,f,e,ac2g,13807
6928969549767.766,4097251,4097061,ac2g,s,,ac2g,13807
6928969549856.09,4097251,4097061,ac2g,f,e,ac2g,13839
6928969549859.157,4097251,4097061,ac2g,f,e,ac2g,13840
6928969549860.381,4097251,4097061,ac2g,f,e,ac2g,13841
6928969549861.415,4097251,4097061,ac2g,f,e,ac2g,13842
6928969549886.559,4097251,4097061,ac2g,f,e,ac2g,13850
6928969549900.333,7,0,ac2g,f,e,ac2g,13851
6928969549889.649,4097251,4097061,ac2g,s,,ac2g,13851
6928969550012.475,4097251,4097061,ac2g,f,e,ac2g,13875
6928969550014.976,4097251,4097061,ac2g,f,e,ac2g,13876
6928969550016.047,4097251,4097061,ac2g,f,e,ac2g,13877
6928969550017.024,4097251,4097061,ac2g,f,e,ac2g,13878
6928969550044.941,7,0,ac2g,f,e,ac2g,13882
6928969550034.261,4097251,4097061,ac2g,s,,ac2g,13882
6928969550054.669,7,0,ac2g,f,e,ac2g,13884
6928969550046.791,4097251,4097061,ac2g,s,,ac2g,13884
6928969550059.39,4097251,4097061,ac2g,f,e,ac2g,13886
6928969550062.976,4097251,4097061,ac2g,f,e,ac2g,13887
6928969550073.741,7,0,ac2g,f,e,ac2g,13888
6928969550064.901,4097251,4097061,ac2g,s,,ac2g,13888
6928969550074.769,4097251,4097061,ac2g,f,e,ac2g,13891
6928969550101.229,7,0,ac2g,f,e,ac2g,13892
6928969550077.013,4097251,4097061,ac2g,s,,ac2g,13892
6928969550108.075,4097251,4097061,ac2g,f,e,ac2g,13905
6928969550110.35,4097251,4097061,ac2g,f,e,ac2g,13906
6928969550111.352,4097251,4097061,ac2g,f,e,ac2g,13907
6928969550112.066,4097251,4097061,ac2g,f,e,ac2g,13908
6928969550133.293,7,0,ac2g,f,e,ac2g,13912
6928969550124.909,4097251,4097061,ac2g,s,,ac2g,13912
6928969550150.733,7,0,ac2g,f,e,ac2g,13914
6928969550134.553,4097251,4097061,ac2g,s,,ac2g,13914
6928969550160.141,7,0,ac2g,f,e,ac2g,13916
6928969550142.826,4097251,4097061,ac2g,s,,ac2g,13916
6928969550155.688,4097251,4097061,ac2g,f,e,ac2g,13917
6928969550159.77,4097251,4097061,ac2g,f,e,ac2g,13918
6928969550168.781,7,0,ac2g,f,e,ac2g,13919
6928969550160.747,4097251,4097061,ac2g,s,,ac2g,13919
6928969550167.736,4097251,4097061,ac2g,f,e,ac2g,13920
6928969550169.585,4097251,4097061,ac2g,f,e,ac2g,13921
6928969550179.661,7,0,ac2g,f,e,ac2g,13922
6928969550170.901,4097251,4097061,ac2g,s,,ac2g,13922
6928969550180.356,4097251,4097061,ac2g,f,e,ac2g,13924
6928969550212.173,7,0,ac2g,f,e,ac2g,13925
6928969550182.496,4097251,4097061,ac2g,s,,ac2g,13925
6928969550237.357,7,0,ac2g,f,e,ac2g,13934
6928969550227.175,4097251,4097061,ac2g,s,,ac2g,13934
6928969550320.941,7,0,ac2g,f,e,ac2g,13954
6928969550311.742,4097251,4097061,ac2g,s,,ac2g,13954
6928969550404.014,4097251,4097061,ac2g,f,e,ac2g,13990
6928969550406.7,4097251,4097061,ac2g,f,e,ac2g,13991
6928969550407.826,4097251,4097061,ac2g,f,e,ac2g,13992
6928969550408.837,4097251,4097061,ac2g,f,e,ac2g,13993
6928969550446.733,7,0,ac2g,f,e,ac2g,14001
6928969550434.588,4097251,4097061,ac2g,s,,ac2g,14001
6928969550544.826,4097251,4097061,ac2g,f,e,ac2g,14024
6928969550547.01,4097251,4097061,ac2g,f,e,ac2g,14025
6928969550547.985,4097251,4097061,ac2g,f,e,ac2g,14026
6928969550548.73,4097251,4097061,ac2g,f,e,ac2g,14027
6928969550566.247,4097251,4097061,ac2g,f,e,ac2g,14031
6928969550581.484,7,0,ac2g,f,e,ac2g,14032
6928969550569.112,4097251,4097061,ac2g,s,,ac2g,14032
6928969550592.652,7,0,ac2g,f,e,ac2g,14034
6928969550584.099,4097251,4097061,ac2g,s,,ac2g,14034
6928969550592.353,4097251,4097061,ac2g,f,e,ac2g,14035
6928969550612.725,4097251,4097061,ac2g,f,e,ac2g,14047
6928969550614.875,4097251,4097061,ac2g,f,e,ac2g,14048
6928969550615.679,4097251,4097061,ac2g,f,e,ac2g,14049
6928969550616.469,4097251,4097061,ac2g,f,e,ac2g,14050
6928969550649.164,7,0,ac2g,f,e,ac2g,14054
6928969550629.845,4097251,4097061,ac2g,s,,ac2g,14054
6928969550663.98,7,0,ac2g,f,e,ac2g,14056
6928969550640.213,4097251,4097061,ac2g,s,,ac2g,14056
6928969550680.844,7,0,ac2g,f,e,ac2g,14058
6928969550647.32,4097251,4097061,ac2g,s,,ac2g,14058
6928969550658.509,4097251,4097061,ac2g,f,e,ac2g,14059
6928969550661.792,4097251,4097061,ac2g,f,e,ac2g,14060
6928969550684.108,7,0,ac2g,f,e,ac2g,14061
6928969550662.545,4097251,4097061,ac2g,s,,ac2g,14061
6928969550669.734,4097251,4097061,ac2g,f,e,ac2g,14062
6928969550671.506,4097251,4097061,ac2g,f,e,ac2g,14063
6928969550685.612,7,0,ac2g,f,e,ac2g,14064
6928969550672.497,4097251,4097061,ac2g,s,,ac2g,14064
6928969550680.534,4097251,4097061,ac2g,f,e,ac2g,14066
6928969550735.468,7,0,ac2g,f,e,ac2g,14067
6928969550683.088,4097251,4097061,ac2g,s,,ac2g,14067
6928969550777.804,7,0,ac2g,f,e,ac2g,14087
6928969550767.293,4097251,4097061,ac2g,s,,ac2g,14087
6928969550864.519,4097251,4097061,ac2g,f,e,ac2g,14119
6928969550867.093,4097251,4097061,ac2g,f,e,ac2g,14120
6928969550868.204,4097251,4097061,ac2g,f,e,ac2g,14121
6928969550869.053,4097251,4097061,ac2g,f,e,ac2g,14122
6928969550903.116,7,0,ac2g,f,e,ac2g,14130
6928969550892.257,4097251,4097061,ac2g,s,,ac2g,14130
6928969551002.452,4097251,4097061,ac2g,f,e,ac2g,14153
6928969551004.837,4097251,4097061,ac2g,f,e,ac2g,14154
6928969551005.792,4097251,4097061,ac2g,f,e,ac2g,14155
6928969551006.637,4097251,4097061,ac2g,f,e,ac2g,14156
6928969551020.925,4097251,4097061,ac2g,f,e,ac2g,14160
6928969551034.252,7,0,ac2g,f,e,ac2g,14161
6928969551022.973,4097251,4097061,ac2g,s,,ac2g,14161
6928969551043.404,7,0,ac2g,f,e,ac2g,14163
6928969551035.765,4097251,4097061,ac2g,s,,ac2g,14163
6928969551043.121,4097251,4097061,ac2g,f,e,ac2g,14164
6928969551062.744,4097251,4097061,ac2g,f,e,ac2g,14176
6928969551064.707,4097251,4097061,ac2g,f,e,ac2g,14177
6928969551065.483,4097251,4097061,ac2g,f,e,ac2g,14178
6928969551066.136,4097251,4097061,ac2g,f,e,ac2g,14179
6928969551099.723,7,0,ac2g,f,e,ac2g,14183
6928969551076.861,4097251,4097061,ac2g,s,,ac2g,14183
6928969551114.54,7,0,ac2g,f,e,ac2g,14185
6928969551087.275,4097251,4097061,ac2g,s,,ac2g,14185
6928969551131.403,7,0,ac2g,f,e,ac2g,14187
6928969551094.245,4097251,4097061,ac2g,s,,ac2g,14187
6928969551104.835,4097251,4097061,ac2g,f,e,ac2g,14188
6928969551107.39,4097251,4097061,ac2g,f,e,ac2g,14189
6928969551134.988,7,0,ac2g,f,e,ac2g,14190
6928969551108.134,4097251,4097061,ac2g,s,,ac2g,14190
6928969551114.461,4097251,4097061,ac2g,f,e,ac2g,14191
6928969551116.18,4097251,4097061,ac2g,f,e,ac2g,14192
6928969551137.484,7,0,ac2g,f,e,ac2g,14193
6928969551117.286,4097251,4097061,ac2g,s,,ac2g,14193
6928969551126.015,4097251,4097061,ac2g,f,e,ac2g,14195
6928969551187.532,7,0,ac2g,f,e,ac2g,14196
6928969551128.746,4097251,4097061,ac2g,s,,ac2g,14196
6928969551190.988,7,0,ac2g,f,e,ac2g,14205
6928969551169.005,4097251,4097061,ac2g,s,,ac2g,14205
6928969551257.803,7,0,ac2g,f,e,ac2g,14225
6928969551248.01,4097251,4097061,ac2g,s,,ac2g,14225
6928969551341.057,4097251,4097061,ac2g,f,e,ac2g,14261
6928969551343.442,4097251,4097061,ac2g,f,e,ac2g,14262
6928969551344.436,4097251,4097061,ac2g,f,e,ac2g,14263
6928969551345.359,4097251,4097061,ac2g,f,e,ac2g,14264
6928969551378.347,7,0,ac2g,f,e,ac2g,14272
6928969551368.249,4097251,4097061,ac2g,s,,ac2g,14272
6928969551477.525,4097251,4097061,ac2g,f,e,ac2g,14295
6928969551479.72,4097251,4097061,ac2g,f,e,ac2g,14296
6928969551480.674,4097251,4097061,ac2g,f,e,ac2g,14297
6928969551481.525,4097251,4097061,ac2g,f,e,ac2g,14298
6928969551495.588,4097251,4097061,ac2g,f,e,ac2g,14302
6928969551508.011,7,0,ac2g,f,e,ac2g,14303
6928969551497.376,4097251,4097061,ac2g,s,,ac2g,14303
6928969551517.579,7,0,ac2g,f,e,ac2g,14305
6928969551509.096,4097251,4097061,ac2g,s,,ac2g,14305
6928969551517.189,4097251,4097061,ac2g,f,e,ac2g,14306
6928969551537.385,4097251,4097061,ac2g,f,e,ac2g,14318
6928969551539.401,4097251,4097061,ac2g,f,e,ac2g,14319
6928969551540.313,4097251,4097061,ac2g,f,e,ac2g,14320
6928969551541.106,4097251,4097061,ac2g,f,e,ac2g,14321
6928969551573.835,7,0,ac2g,f,e,ac2g,14325
6928969551552.39,4097251,4097061,ac2g,s,,ac2g,14325
6928969551588.747,7,0,ac2g,f,e,ac2g,14327
6928969551562.082,4097251,4097061,ac2g,s,,ac2g,14327
6928969551606.091,7,0,ac2g,f,e,ac2g,14329
6928969551569.528,4097251,4097061,ac2g,s,,ac2g,14329
6928969551579.982,4097251,4097061,ac2g,f,e,ac2g,14330
6928969551582.465,4097251,4097061,ac2g,f,e,ac2g,14331
6928969551610.283,7,0,ac2g,f,e,ac2g,14332
6928969551583.175,4097251,4097061,ac2g,s,,ac2g,14332
6928969551589.316,4097251,4097061,ac2g,f,e,ac2g,14333
6928969551591.047,4097251,4097061,ac2g,f,e,ac2g,14334
6928969551611.755,7,0,ac2g,f,e,ac2g,14335
6928969551592.052,4097251,4097061,ac2g,s,,ac2g,14335
6928969551599.573,4097251,4097061,ac2g,f,e,ac2g,14337
6928969551661.899,7,0,ac2g,f,e,ac2g,14338
6928969551602.081,4097251,4097061,ac2g,s,,ac2g,14338
6928969551697.003,7,0,ac2g,f,e,ac2g,14358
6928969551686.513,4097251,4097061,ac2g,s,,ac2g,14358
6928969551763.301,4097251,4097061,ac2g,f,e,ac2g,14390
6928969551765.805,4097251,4097061,ac2g,f,e,ac2g,14391
6928969551766.787,4097251,4097061,ac2g,f,e,ac2g,14392
6928969551767.668,4097251,4097061,ac2g,f,e,ac2g,14393
6928969551800.587,7,0,ac2g,f,e,ac2g,14401
6928969551789.945,4097251,4097061,ac2g,s,,ac2g,14401
6928969551897.937,4097251,4097061,ac2g,f,e,ac2g,14424
6928969551900.313,4097251,4097061,ac2g,f,e,ac2g,14425
6928969551901.277,4097251,4097061,ac2g,f,e,ac2g,14426
6928969551902.183,4097251,4097061,ac2g,f,e,ac2g,14427
6928969551915.545,4097251,4097061,ac2g,f,e,ac2g,14431
6928969551927.914,7,0,ac2g,f,e,ac2g,14432
6928969551917.363,4097251,4097061,ac2g,s,,ac2g,14432
6928969551937.835,7,0,ac2g,f,e,ac2g,14434
6928969551929.361,4097251,4097061,ac2g,s,,ac2g,14434
6928969551936.81,4097251,4097061,ac2g,f,e,ac2g,14435
6928969551956.371,4097251,4097061,ac2g,f,e,ac2g,14447
6928969551958.206,4097251,4097061,ac2g,f,e,ac2g,14448
6928969551958.966,4097251,4097061,ac2g,f,e,ac2g,14449
6928969551959.549,4097251,4097061,ac2g,f,e,ac2g,14450
6928969551994.347,7,0,ac2g,f,e,ac2g,14454
6928969551969.765,4097251,4097061,ac2g,s,,ac2g,14454
6928969552009.418,7,0,ac2g,f,e,ac2g,14456
6928969551979.578,4097251,4097061,ac2g,s,,ac2g,14456
6928969552026.314,7,0,ac2g,f,e,ac2g,14458
6928969551986.871,4097251,4097061,ac2g,s,,ac2g,14458
6928969551997.049,4097251,4097061,ac2g,f,e,ac2g,14459
6928969551999.294,4097251,4097061,ac2g,f,e,ac2g,14460
6928969552029.738,7,0,ac2g,f,e,ac2g,14461
6928969552000.006,4097251,4097061,ac2g,s,,ac2g,14461
6928969552006.012,4097251,4097061,ac2g,f,e,ac2g,14462
6928969552007.721,4097251,4097061,ac2g,f,e,ac2g,14463
6928969552031.21,7,0,ac2g,f,e,ac2g,14464
6928969552008.739,4097251,4097061,ac2g,s,,ac2g,14464
6928969552016.531,4097251,4097061,ac2g,f,e,ac2g,14466
6928969552081.13,7,0,ac2g,f,e,ac2g,14467
6928969552018.96,4097251,4097061,ac2g,s,,ac2g,14467
6928969552084.49,7,0,ac2g,f,e,ac2g,14476
6928969552056.454,4097251,4097061,ac2g,s,,ac2g,14476
6928969552166.538,7,0,ac2g,f,e,ac2g,14498
6928969552156.298,4097251,4097061,ac2g,s,,ac2g,14498
6928969552195.818,7,0,ac2g,f,e,ac2g,14507
6928969552177.571,4097251,4097061,ac2g,s,,ac2g,14507
6928969552293.386,7,0,ac2g,f,e,ac2g,14521
6928969552232.475,4097251,4097061,ac2g,s,,ac2g,14521
6928969552307.531,4097251,4097061,ac2g,f,e,ac2g,14553
6928969552310.699,4097251,4097061,ac2g,f,e,ac2g,14554
6928969552311.9,4097251,4097061,ac2g,f,e,ac2g,14555
6928969552312.998,4097251,4097061,ac2g,f,e,ac2g,14556
6928969552379.146,7,0,ac2g,f,e,ac2g,14564
6928969552337.585,4097251,4097061,ac2g,s,,ac2g,14564
6928969552457.681,4097251,4097061,ac2g,f,e,ac2g,14590
6928969552460.292,4097251,4097061,ac2g,f,e,ac2g,14591
6928969552461.252,4097251,4097061,ac2g,f,e,ac2g,14592
6928969552462.193,4097251,4097061,ac2g,f,e,ac2g,14593
6928969552529.802,7,0,ac2g,f,e,ac2g,14597
6928969552476.442,4097251,4097061,ac2g,s,,ac2g,14597
6928969552532.49,7,0,ac2g,f,e,ac2g,14598
6928969552493.732,4097251,4097061,ac2g,s,,ac2g,14598
6928969587300.12,7,0,ac2g,f,e,ac2g,14612
6928969554347.306,4097061,4097061,ac2g,s,,ac2g,14612
6928969588165.159,4097061,4097061,ac2g,s,,ac2g,14618
