cat,ph,pid,id,tid,bp,name,ts
ac2g,f,2151687,31110,2151894,e,ac2g,6784356386993.579
ac2g,f,2151687,31111,2151894,e,ac2g,6784356386997.001
ac2g,f,2151687,31112,2151894,e,ac2g,6784356387000.435
ac2g,f,2151687,31113,2151894,e,ac2g,6784356387003.743
ac2g,f,2151687,31114,2151894,e,ac2g,6784356387007.046
ac2g,f,2151687,31115,2151894,e,ac2g,6784356387010.549
ac2g,f,2151687,31116,2151894,e,ac2g,6784356387013.803
ac2g,f,2151687,31117,2151894,e,ac2g,6784356387017.35
ac2g,f,2151687,31118,2151894,e,ac2g,6784356387020.691
ac2g,f,2151687,31119,2151894,e,ac2g,6784356387023.967
ac2g,f,2151687,31120,2151894,e,ac2g,6784356387047.739
ac2g,f,2151687,31121,2151894,e,ac2g,6784356387051.359
ac2g,f,2151687,31122,2151894,e,ac2g,6784356387054.626
ac2g,f,2151687,31123,2151894,e,ac2g,6784356387057.887
ac2g,f,2151687,31124,2151894,e,ac2g,6784356387061.151
ac2g,f,2151687,31125,2151894,e,ac2g,6784356387064.406
ac2g,f,2151687,31126,2151894,e,ac2g,6784356387067.679
ac2g,f,2151687,31127,2151894,e,ac2g,6784356387070.959
ac2g,f,2151687,31128,2151894,e,ac2g,6784356387074.194
ac2g,f,2151687,31129,2151894,e,ac2g,6784356387077.557
ac2g,f,2151687,31130,2151894,e,ac2g,6784356387080.82
ac2g,f,2151687,31131,2151894,e,ac2g,6784356387084.113
ac2g,f,2151687,31132,2151894,e,ac2g,6784356387107.563
ac2g,f,2151687,31133,2151894,e,ac2g,6784356387111.088
ac2g,f,2151687,31134,2151894,e,ac2g,6784356387114.335
ac2g,f,2151687,31135,2151894,e,ac2g,6784356387117.597
ac2g,f,2151687,31136,2151894,e,ac2g,6784356387120.852
ac2g,f,2151687,31137,2151894,e,ac2g,6784356387124.18
ac2g,f,2151687,31138,2151894,e,ac2g,6784356387127.359
ac2g,f,2151687,31139,2151894,e,ac2g,6784356387130.516
ac2g,f,2151687,31140,2151894,e,ac2g,6784356387133.954
ac2g,f,2151687,31141,2151894,e,ac2g,6784356387137.275
ac2g,f,2151687,31142,2151894,e,ac2g,6784356387140.598
ac2g,f,2151687,31143,2151894,e,ac2g,6784356387143.847
ac2g,f,2151687,31144,2151894,e,ac2g,6784356387166.455
ac2g,f,2151687,31145,2151894,e,ac2g,6784356387170.039
ac2g,f,2151687,31146,2151894,e,ac2g,6784356387173.466
ac2g,f,2151687,31147,2151894,e,ac2g,6784356387176.673
ac2g,f,2151687,31148,2151894,e,ac2g,6784356387179.894
ac2g,f,2151687,31149,2151894,e,ac2g,6784356387183.318
ac2g,f,2151687,31150,2151894,e,ac2g,6784356387186.635
ac2g,f,2151687,31151,2151894,e,ac2g,6784356387189.775
ac2g,f,2151687,31152,2151894,e,ac2g,6784356387192.969
ac2g,f,2151687,31153,2151894,e,ac2g,6784356387196.083
ac2g,f,2151687,31154,2151894,e,ac2g,6784356387199.308
ac2g,f,2151687,31155,2151894,e,ac2g,6784356387202.465
ac2g,f,2151687,31156,2151894,e,ac2g,6784356387282.644
ac2g,f,2151687,31157,2151894,e,ac2g,6784356387287.133
ac2g,f,2151687,31158,2151894,e,ac2g,6784356387291.062
ac2g,f,2151687,31159,2151894,e,ac2g,6784356387294.82
ac2g,f,2151687,31160,2151894,e,ac2g,6784356387298.711
ac2g,f,2151687,31161,2151894,e,ac2g,6784356387302.487
ac2g,f,2151687,31162,2151894,e,ac2g,6784356387306.48
ac2g,f,2151687,31163,2151894,e,ac2g,6784356387310.312
ac2g,f,2151687,31164,2151894,e,ac2g,6784356387314.259
ac2g,f,2151687,31165,2151894,e,ac2g,6784356387318.513
ac2g,f,2151687,31166,2151894,e,ac2g,6784356387322.689
ac2g,f,2151687,31167,2151894,e,ac2g,6784356387326.308
ac2g,f,2151687,31168,2151894,e,ac2g,6784356387348.663
ac2g,f,2151687,31169,2151894,e,ac2g,6784356387352.238
ac2g,f,2151687,31170,2151894,e,ac2g,6784356387355.452
ac2g,f,2151687,31171,2151894,e,ac2g,6784356387358.649
ac2g,f,2151687,31172,2151894,e,ac2g,6784356387361.839
ac2g,f,2151687,31173,2151894,e,ac2g,6784356387365.032
ac2g,f,2151687,31174,2151894,e,ac2g,6784356387368.352
ac2g,f,2151687,31175,2151894,e,ac2g,6784356387371.627
ac2g,f,2151687,31176,2151894,e,ac2g,6784356387374.863
ac2g,f,2151687,31177,2151894,e,ac2g,6784356387378.216
ac2g,f,2151687,31178,2151894,e,ac2g,6784356387381.51
ac2g,f,2151687,31179,2151894,e,ac2g,6784356387384.789
ac2g,f,2151687,31180,2151894,e,ac2g,6784356387406.162
ac2g,f,2151687,31181,2151894,e,ac2g,6784356387409.768
ac2g,f,2151687,31182,2151894,e,ac2g,6784356387413.156
ac2g,f,2151687,31183,2151894,e,ac2g,6784356387416.421
ac2g,f,2151687,31184,2151894,e,ac2g,6784356387419.678
ac2g,f,2151687,31185,2151894,e,ac2g,6784356387423.107
ac2g,f,2151687,31186,2151894,e,ac2g,6784356387426.427
ac2g,f,2151687,31187,2151894,e,ac2g,6784356387429.589
ac2g,f,2151687,31188,2151894,e,ac2g,6784356387432.784
ac2g,f,2151687,31189,2151894,e,ac2g,6784356387435.983
ac2g,f,2151687,31190,2151894,e,ac2g,6784356387439.255
ac2g,f,2151687,31191,2151894,e,ac2g,6784356387442.355
ac2g,f,2151687,31192,2151894,e,ac2g,6784356387464.001
ac2g,f,2151687,31193,2151894,e,ac2g,6784356387467.554
ac2g,f,2151687,31194,2151894,e,ac2g,6784356387470.7
ac2g,f,2151687,31195,2151894,e,ac2g,6784356387473.85
ac2g,f,2151687,31196,2151894,e,ac2g,6784356387477.021
ac2g,f,2151687,31197,2151894,e,ac2g,6784356387480.072
ac2g,f,2151687,31198,2151894,e,ac2g,6784356387483.215
ac2g,f,2151687,31199,2151894,e,ac2g,6784356387486.46
ac2g,f,2151687,31200,2151894,e,ac2g,6784356387489.624
ac2g,f,2151687,31201,2151894,e,ac2g,6784356387492.968
ac2g,f,2151687,31202,2151894,e,ac2g,6784356387496.274
ac2g,f,2151687,31203,2151894,e,ac2g,6784356387499.505
ac2g,f,2151687,31204,2151894,e,ac2g,6784356387547.473
ac2g,f,2151687,31205,2151894,e,ac2g,6784356387551.134
ac2g,f,2151687,31206,2151894,e,ac2g,6784356387554.28
ac2g,f,2151687,31207,2151894,e,ac2g,6784356387557.389
ac2g,f,2151687,31208,2151894,e,ac2g,6784356387560.566
ac2g,f,2151687,31209,2151894,e,ac2g,6784356387563.768
ac2g,f,2151687,31210,2151894,e,ac2g,6784356387566.992
ac2g,f,2151687,31211,2151894,e,ac2g,6784356387570.179
ac2g,f,2151687,31212,2151894,e,ac2g,6784356387573.336
ac2g,f,2151687,31213,2151894,e,ac2g,6784356387576.769
ac2g,f,2151687,31214,2151894,e,ac2g,6784356387580.02
ac2g,f,2151687,31215,2151894,e,ac2g,6784356387583.35
ac2g,f,2151687,31216,2151894,e,ac2g,6784356387649.117
ac2g,f,2151687,31217,2151894,e,ac2g,6784356387653.048
ac2g,f,2151687,31218,2151894,e,ac2g,6784356387656.403
ac2g,f,2151687,31219,2151894,e,ac2g,6784356387659.607
ac2g,f,2151687,31220,2151894,e,ac2g,6784356387662.763
ac2g,f,2151687,31221,2151894,e,ac2g,6784356387666.203
ac2g,f,2151687,31222,2151894,e,ac2g,6784356387669.455
ac2g,f,2151687,31223,2151894,e,ac2g,6784356387672.584
ac2g,f,2151687,31224,2151894,e,ac2g,6784356387675.791
ac2g,f,2151687,31225,2151894,e,ac2g,6784356387678.997
ac2g,f,2151687,31226,2151894,e,ac2g,6784356387682.219
ac2g,f,2151687,31227,2151894,e,ac2g,6784356387685.387
ac2g,f,2151687,31228,2151894,e,ac2g,6784356387706.597
ac2g,f,2151687,31229,2151894,e,ac2g,6784356387710.102
ac2g,f,2151687,31230,2151894,e,ac2g,6784356387713.358
ac2g,f,2151687,31231,2151894,e,ac2g,6784356387716.517
ac2g,f,2151687,31232,2151894,e,ac2g,6784356387719.648
ac2g,f,2151687,31233,2151894,e,ac2g,6784356387722.817
ac2g,f,2151687,31234,2151894,e,ac2g,6784356387726.192
ac2g,f,2151687,31235,2151894,e,ac2g,6784356387729.492
ac2g,f,2151687,31236,2151894,e,ac2g,6784356387732.73
ac2g,f,2151687,31237,2151894,e,ac2g,6784356387735.891
ac2g,f,2151687,31238,2151894,e,ac2g,6784356387739.126
ac2g,f,2151687,31239,2151894,e,ac2g,6784356387742.289
ac2g,f,2151687,31241,2151894,e,ac2g,6784356387911.495
ac2g,f,2151687,31242,2151894,e,ac2g,6784356387915.7
ac2g,f,2151687,31243,2151894,e,ac2g,6784356387918.944
ac2g,f,2151687,31244,2151894,e,ac2g,6784356387922.293
ac2g,f,2151687,31245,2151894,e,ac2g,6784356387925.48
ac2g,f,2151687,31246,2151894,e,ac2g,6784356387928.625
ac2g,f,2151687,31247,2151894,e,ac2g,6784356387931.807
ac2g,f,2151687,31248,2151894,e,ac2g,6784356387935.118
ac2g,f,2151687,31249,2151894,e,ac2g,6784356387938.376
ac2g,f,2151687,31250,2151894,e,ac2g,6784356387941.752
ac2g,f,2151687,31251,2151894,e,ac2g,6784356387945.124
ac2g,f,2151687,31252,2151894,e,ac2g,6784356387948.476
ac2g,f,2151687,31253,2151894,e,ac2g,6784356387961.734
ac2g,f,2151687,31254,2151894,e,ac2g,6784356387967.254
ac2g,f,2151687,31255,2151894,e,ac2g,6784356387972.454
ac2g,f,2151687,31256,2151894,e,ac2g,6784356387974.259
ac2g,f,2151687,31257,2151894,e,ac2g,6784356387974.706
ac2g,f,0,31260,7,e,ac2g,6784356388211.493
ac2g,s,2151687,31260,2151894,,ac2g,6784356388019.207
ac2g,f,0,31262,7,e,ac2g,6784356388230.245
ac2g,s,2151687,31262,2151894,,ac2g,6784356388038.665
ac2g,f,2151687,31264,2151894,e,ac2g,6784356388046.203
ac2g,f,2151687,31265,2151894,e,ac2g,6784356388047.377
ac2g,f,0,31266,7,e,ac2g,6784356388238.597
ac2g,s,2151687,31266,2151894,,ac2g,6784356388048.595
ac2g,f,2151687,31269,2151894,e,ac2g,6784356388068.482
ac2g,f,0,31270,7,e,ac2g,6784356388294.597
ac2g,s,2151687,31270,2151894,,ac2g,6784356388070.871
ac2g,f,2151687,31283,2151894,e,ac2g,6784356388141.972
ac2g,f,2151687,31284,2151894,e,ac2g,6784356388144.792
ac2g,f,2151687,31285,2151894,e,ac2g,6784356388146.005
ac2g,f,2151687,31286,2151894,e,ac2g,6784356388147.065
ac2g,f,2151687,31288,2151894,e,ac2g,6784356388276.567
ac2g,f,2151687,31289,2151894,e,ac2g,6784356388281.953
ac2g,f,2151687,31290,2151894,e,ac2g,6784356388286.177
ac2g,f,2151687,31291,2151894,e,ac2g,6784356388290.697
ac2g,f,2151687,31292,2151894,e,ac2g,6784356388295.25
ac2g,f,2151687,31293,2151894,e,ac2g,6784356388299.575
ac2g,f,2151687,31294,2151894,e,ac2g,6784356388303.309
ac2g,f,2151687,31295,2151894,e,ac2g,6784356388307.633
ac2g,f,2151687,31296,2151894,e,ac2g,6784356388311.706
ac2g,f,2151687,31297,2151894,e,ac2g,6784356388316.297
ac2g,f,2151687,31298,2151894,e,ac2g,6784356388320.464
ac2g,f,2151687,31299,2151894,e,ac2g,6784356388324.385
ac2g,f,2151687,31300,2151894,e,ac2g,6784356388351.108
ac2g,f,2151687,31301,2151894,e,ac2g,6784356388354.65
ac2g,f,2151687,31302,2151894,e,ac2g,6784356388357.76
ac2g,f,2151687,31303,2151894,e,ac2g,6784356388360.963
ac2g,f,2151687,31304,2151894,e,ac2g,6784356388364.263
ac2g,f,2151687,31305,2151894,e,ac2g,6784356388367.613
ac2g,f,2151687,31306,2151894,e,ac2g,6784356388370.921
ac2g,f,2151687,31307,2151894,e,ac2g,6784356388374.075
ac2g,f,2151687,31308,2151894,e,ac2g,6784356388377.388
ac2g,f,2151687,31309,2151894,e,ac2g,6784356388380.89
ac2g,f,2151687,31310,2151894,e,ac2g,6784356388384.449
ac2g,f,2151687,31311,2151894,e,ac2g,6784356388387.658
ac2g,f,2151687,31312,2151894,e,ac2g,6784356388476.858
ac2g,f,2151687,31313,2151894,e,ac2g,6784356388481.178
ac2g,f,2151687,31314,2151894,e,ac2g,6784356388484.815
ac2g,f,2151687,31315,2151894,e,ac2g,6784356388488.948
ac2g,f,2151687,31316,2151894,e,ac2g,6784356388493.051
ac2g,f,2151687,31317,2151894,e,ac2g,6784356388497.554
ac2g,f,2151687,31318,2151894,e,ac2g,6784356388501.225
ac2g,f,2151687,31319,2151894,e,ac2g,6784356388505.332
ac2g,f,2151687,31320,2151894,e,ac2g,6784356388509.185
ac2g,f,2151687,31321,2151894,e,ac2g,6784356388513.307
ac2g,f,2151687,31322,2151894,e,ac2g,6784356388517.063
ac2g,f,2151687,31323,2151894,e,ac2g,6784356388521.283
ac2g,f,2151687,31324,2151894,e,ac2g,6784356388544.799
ac2g,f,2151687,31325,2151894,e,ac2g,6784356388548.308
ac2g,f,2151687,31326,2151894,e,ac2g,6784356388551.557
ac2g,f,2151687,31327,2151894,e,ac2g,6784356388554.841
ac2g,f,2151687,31328,2151894,e,ac2g,6784356388558.173
ac2g,f,2151687,31329,2151894,e,ac2g,6784356388561.602
ac2g,f,2151687,31330,2151894,e,ac2g,6784356388565.083
ac2g,f,2151687,31331,2151894,e,ac2g,6784356388568.459
ac2g,f,2151687,31332,2151894,e,ac2g,6784356388571.789
ac2g,f,2151687,31333,2151894,e,ac2g,6784356388575.25
ac2g,f,2151687,31334,2151894,e,ac2g,6784356388578.584
ac2g,f,2151687,31335,2151894,e,ac2g,6784356388581.826
ac2g,f,2151687,31336,2151894,e,ac2g,6784356388602.836
ac2g,f,2151687,31337,2151894,e,ac2g,6784356388606.27
ac2g,f,2151687,31338,2151894,e,ac2g,6784356388609.474
ac2g,f,2151687,31339,2151894,e,ac2g,6784356388612.743
ac2g,f,2151687,31340,2151894,e,ac2g,6784356388616.1
ac2g,f,2151687,31341,2151894,e,ac2g,6784356388619.537
ac2g,f,2151687,31342,2151894,e,ac2g,6784356388622.92
ac2g,f,2151687,31343,2151894,e,ac2g,6784356388626.123
ac2g,f,2151687,31344,2151894,e,ac2g,6784356388629.348
ac2g,f,2151687,31345,2151894,e,ac2g,6784356388632.75
ac2g,f,2151687,31346,2151894,e,ac2g,6784356388636.132
ac2g,f,2151687,31347,2151894,e,ac2g,6784356388639.334
ac2g,f,2151687,31348,2151894,e,ac2g,6784356388686.919
ac2g,f,2151687,31349,2151894,e,ac2g,6784356388690.546
ac2g,f,2151687,31350,2151894,e,ac2g,6784356388693.776
ac2g,f,2151687,31351,2151894,e,ac2g,6784356388696.944
ac2g,f,2151687,31352,2151894,e,ac2g,6784356388700.169
ac2g,f,2151687,31353,2151894,e,ac2g,6784356388703.393
ac2g,f,2151687,31354,2151894,e,ac2g,6784356388706.564
ac2g,f,2151687,31355,2151894,e,ac2g,6784356388709.759
ac2g,f,2151687,31356,2151894,e,ac2g,6784356388712.913
ac2g,f,2151687,31357,2151894,e,ac2g,6784356388716.094
ac2g,f,2151687,31358,2151894,e,ac2g,6784356388719.322
ac2g,f,2151687,31359,2151894,e,ac2g,6784356388722.519
ac2g,f,2151687,31360,2151894,e,ac2g,6784356388866.982
ac2g,f,2151687,31361,2151894,e,ac2g,6784356388870.856
ac2g,f,2151687,31362,2151894,e,ac2g,6784356388874.178
ac2g,f,2151687,31363,2151894,e,ac2g,6784356388877.656
ac2g,f,2151687,31364,2151894,e,ac2g,6784356388880.953
ac2g,f,2151687,31365,2151894,e,ac2g,6784356388884.349
ac2g,f,2151687,31366,2151894,e,ac2g,6784356388887.81
ac2g,f,2151687,31367,2151894,e,ac2g,6784356388891.051
ac2g,f,2151687,31368,2151894,e,ac2g,6784356388894.275
ac2g,f,2151687,31369,2151894,e,ac2g,6784356388897.4
ac2g,f,2151687,31370,2151894,e,ac2g,6784356388900.628
ac2g,f,2151687,31371,2151894,e,ac2g,6784356388903.827
ac2g,f,2151687,31374,2151894,e,ac2g,6784356389445.449
ac2g,f,2151687,31375,2151894,e,ac2g,6784356389451.589
ac2g,f,2151687,31376,2151894,e,ac2g,6784356389454.762
ac2g,f,2151687,31377,2151894,e,ac2g,6784356389458.322
ac2g,f,2151687,31378,2151894,e,ac2g,6784356389461.55
ac2g,f,2151687,31379,2151894,e,ac2g,6784356389465.065
ac2g,f,2151687,31380,2151894,e,ac2g,6784356389468.486
ac2g,f,2151687,31381,2151894,e,ac2g,6784356389472.218
ac2g,f,2151687,31382,2151894,e,ac2g,6784356389475.454
ac2g,f,2151687,31383,2151894,e,ac2g,6784356389478.888
ac2g,f,2151687,31384,2151894,e,ac2g,6784356389482.341
ac2g,f,2151687,31385,2151894,e,ac2g,6784356389485.588
ac2g,f,2151687,31386,2151894,e,ac2g,6784356389499.127
ac2g,f,2151687,31387,2151894,e,ac2g,6784356389502.67
ac2g,f,2151687,31388,2151894,e,ac2g,6784356389505.866
ac2g,f,2151687,31389,2151894,e,ac2g,6784356389511.315
ac2g,f,2151687,31390,2151894,e,ac2g,6784356389517.186
ac2g,f,2151687,31391,2151894,e,ac2g,6784356389533.298
ac2g,f,2151687,31392,2151894,e,ac2g,6784356389533.737
ac2g,f,0,31395,7,e,ac2g,6784356390624.032
ac2g,s,2151687,31395,2151894,,ac2g,6784356389589.517
ac2g,f,0,31397,7,e,ac2g,6784356390629.12
ac2g,s,2151687,31397,2151894,,ac2g,6784356389609.898
ac2g,f,2151687,31399,2151894,e,ac2g,6784356389618.292
ac2g,f,2151687,31400,2151894,e,ac2g,6784356389619.459
ac2g,f,0,31401,7,e,ac2g,6784356390637.6
ac2g,s,2151687,31401,2151894,,ac2g,6784356389620.478
ac2g,f,2151687,31404,2151894,e,ac2g,6784356389653.904
ac2g,f,0,31405,7,e,ac2g,6784356390686.048
ac2g,s,2151687,31405,2151894,,ac2g,6784356389656.21
ac2g,f,0,31419,7,e,ac2g,6784356390702.464
ac2g,s,2151687,31419,2151894,,ac2g,6784356389762.351
ac2g,f,0,31445,7,e,ac2g,6784356390711.808
ac2g,s,2151687,31445,2151894,,ac2g,6784356389928.82
ac2g,f,0,31454,7,e,ac2g,6784356390716.192
ac2g,s,2151687,31454,2151894,,ac2g,6784356389950.066
ac2g,f,0,31471,7,e,ac2g,6784356390736.351
ac2g,s,2151687,31471,2151894,,ac2g,6784356390007.526
ac2g,f,2151687,31503,2151894,e,ac2g,6784356390083.776
ac2g,f,2151687,31504,2151894,e,ac2g,6784356390086.85
ac2g,f,2151687,31505,2151894,e,ac2g,6784356390088.078
ac2g,f,2151687,31506,2151894,e,ac2g,6784356390089.238
ac2g,f,2151687,31514,2151894,e,ac2g,6784356390112.053
ac2g,f,0,31515,7,e,ac2g,6784356390748.351
ac2g,s,2151687,31515,2151894,,ac2g,6784356390115.04
ac2g,f,2151687,31539,2151894,e,ac2g,6784356390224.161
ac2g,f,2151687,31540,2151894,e,ac2g,6784356390226.364
ac2g,f,2151687,31541,2151894,e,ac2g,6784356390227.364
ac2g,f,2151687,31542,2151894,e,ac2g,6784356390228.094
ac2g,f,2151687,31544,2151894,e,ac2g,6784356390513.113
ac2g,f,2151687,31545,2151894,e,ac2g,6784356390519.583
ac2g,f,2151687,31546,2151894,e,ac2g,6784356390523.587
ac2g,f,2151687,31547,2151894,e,ac2g,6784356390527.218
ac2g,f,2151687,31548,2151894,e,ac2g,6784356390531.529
ac2g,f,2151687,31549,2151894,e,ac2g,6784356390535.325
ac2g,f,2151687,31550,2151894,e,ac2g,6784356390539.231
ac2g,f,2151687,31551,2151894,e,ac2g,6784356390543.028
ac2g,f,2151687,31552,2151894,e,ac2g,6784356390547.675
ac2g,f,2151687,31553,2151894,e,ac2g,6784356390551.744
ac2g,f,2151687,31554,2151894,e,ac2g,6784356390556.292
ac2g,f,2151687,31555,2151894,e,ac2g,6784356390560.769
ac2g,f,2151687,31556,2151894,e,ac2g,6784356390594.083
ac2g,f,2151687,31557,2151894,e,ac2g,6784356390598.472
ac2g,f,2151687,31558,2151894,e,ac2g,6784356390603.421
ac2g,f,2151687,31559,2151894,e,ac2g,6784356390607.684
ac2g,f,2151687,31560,2151894,e,ac2g,6784356390614.242
ac2g,f,2151687,31561,2151894,e,ac2g,6784356390617.837
ac2g,f,2151687,31562,2151894,e,ac2g,6784356390621.611
ac2g,f,2151687,31563,2151894,e,ac2g,6784356390627.044
ac2g,f,2151687,31564,2151894,e,ac2g,6784356390630.853
ac2g,f,2151687,31565,2151894,e,ac2g,6784356390634.982
ac2g,f,2151687,31566,2151894,e,ac2g,6784356390638.693
ac2g,f,2151687,31567,2151894,e,ac2g,6784356390643.825
ac2g,f,2151687,31568,2151894,e,ac2g,6784356390694.671
ac2g,f,2151687,31569,2151894,e,ac2g,6784356390701.753
ac2g,f,2151687,31570,2151894,e,ac2g,6784356390706.01
ac2g,f,2151687,31571,2151894,e,ac2g,6784356390709.898
ac2g,f,2151687,31572,2151894,e,ac2g,6784356390714.14
ac2g,f,2151687,31573,2151894,e,ac2g,6784356390718.878
ac2g,f,2151687,31574,2151894,e,ac2g,6784356390725.731
ac2g,f,2151687,31575,2151894,e,ac2g,6784356390729.806
ac2g,f,2151687,31576,2151894,e,ac2g,6784356390733.786
ac2g,f,2151687,31577,2151894,e,ac2g,6784356390738.082
ac2g,f,2151687,31578,2151894,e,ac2g,6784356390744.2
ac2g,f,2151687,31579,2151894,e,ac2g,6784356390748.901
ac2g,f,2151687,31580,2151894,e,ac2g,6784356390872.464
ac2g,f,2151687,31581,2151894,e,ac2g,6784356390876.574
ac2g,f,2151687,31582,2151894,e,ac2g,6784356390880.205
ac2g,f,2151687,31583,2151894,e,ac2g,6784356390884.31
ac2g,f,2151687,31584,2151894,e,ac2g,6784356390887.788
ac2g,f,2151687,31585,2151894,e,ac2g,6784356390891.387
ac2g,f,2151687,31586,2151894,e,ac2g,6784356390895.052
ac2g,f,2151687,31587,2151894,e,ac2g,6784356390898.634
ac2g,f,2151687,31588,2151894,e,ac2g,6784356390902.515
ac2g,f,2151687,31589,2151894,e,ac2g,6784356390906.36
ac2g,f,2151687,31590,2151894,e,ac2g,6784356390912.069
ac2g,f,2151687,31591,2151894,e,ac2g,6784356390917.408
ac2g,f,2151687,31592,2151894,e,ac2g,6784356390949.227
ac2g,f,2151687,31593,2151894,e,ac2g,6784356390952.857
ac2g,f,2151687,31594,2151894,e,ac2g,6784356390956.363
ac2g,f,2151687,31595,2151894,e,ac2g,6784356390959.659
ac2g,f,2151687,31596,2151894,e,ac2g,6784356390962.781
ac2g,f,2151687,31597,2151894,e,ac2g,6784356390966.266
ac2g,f,2151687,31598,2151894,e,ac2g,6784356390969.624
ac2g,f,2151687,31599,2151894,e,ac2g,6784356390972.747
ac2g,f,2151687,31600,2151894,e,ac2g,6784356390975.969
ac2g,f,2151687,31601,2151894,e,ac2g,6784356390979.182
ac2g,f,2151687,31602,2151894,e,ac2g,6784356390982.413
ac2g,f,2151687,31603,2151894,e,ac2g,6784356390985.615
ac2g,f,2151687,31604,2151894,e,ac2g,6784356391014.375
ac2g,f,2151687,31605,2151894,e,ac2g,6784356391017.965
ac2g,f,2151687,31606,2151894,e,ac2g,6784356391021.203
ac2g,f,2151687,31607,2151894,e,ac2g,6784356391024.346
ac2g,f,2151687,31608,2151894,e,ac2g,6784356391027.506
ac2g,f,2151687,31609,2151894,e,ac2g,6784356391030.665
ac2g,f,2151687,31610,2151894,e,ac2g,6784356391033.865
ac2g,f,2151687,31611,2151894,e,ac2g,6784356391037.147
ac2g,f,2151687,31612,2151894,e,ac2g,6784356391040.28
ac2g,f,2151687,31613,2151894,e,ac2g,6784356391043.66
ac2g,f,2151687,31614,2151894,e,ac2g,6784356391047.034
ac2g,f,2151687,31615,2151894,e,ac2g,6784356391050.313
ac2g,f,2151687,31616,2151894,e,ac2g,6784356391100.308
ac2g,f,2151687,31617,2151894,e,ac2g,6784356391104.241
ac2g,f,2151687,31618,2151894,e,ac2g,6784356391107.517
ac2g,f,2151687,31619,2151894,e,ac2g,6784356391110.759
ac2g,f,2151687,31620,2151894,e,ac2g,6784356391113.902
ac2g,f,2151687,31621,2151894,e,ac2g,6784356391117.405
ac2g,f,2151687,31622,2151894,e,ac2g,6784356391120.75
ac2g,f,2151687,31623,2151894,e,ac2g,6784356391123.857
ac2g,f,2151687,31624,2151894,e,ac2g,6784356391127.007
ac2g,f,2151687,31625,2151894,e,ac2g,6784356391130.148
ac2g,f,2151687,31626,2151894,e,ac2g,6784356391133.426
ac2g,f,2151687,31627,2151894,e,ac2g,6784356391136.529
ac2g,f,2151687,31628,2151894,e,ac2g,6784356391172.312
ac2g,f,2151687,31629,2151894,e,ac2g,6784356391175.848
ac2g,f,2151687,31630,2151894,e,ac2g,6784356391178.963
ac2g,f,2151687,31631,2151894,e,ac2g,6784356391182.128
ac2g,f,2151687,31632,2151894,e,ac2g,6784356391185.247
ac2g,f,2151687,31633,2151894,e,ac2g,6784356391188.405
ac2g,f,2151687,31634,2151894,e,ac2g,6784356391191.595
ac2g,f,2151687,31635,2151894,e,ac2g,6784356391194.916
ac2g,f,2151687,31636,2151894,e,ac2g,6784356391198.071
ac2g,f,2151687,31637,2151894,e,ac2g,6784356391201.216
ac2g,f,2151687,31638,2151894,e,ac2g,6784356391204.559
ac2g,f,2151687,31639,2151894,e,ac2g,6784356391207.856
ac2g,f,2151687,31640,2151894,e,ac2g,6784356391253.682
ac2g,f,2151687,31641,2151894,e,ac2g,6784356391257.776
ac2g,f,2151687,31642,2151894,e,ac2g,6784356391260.97
ac2g,f,2151687,31643,2151894,e,ac2g,6784356391264.106
ac2g,f,2151687,31644,2151894,e,ac2g,6784356391267.265
ac2g,f,2151687,31645,2151894,e,ac2g,6784356391270.381
ac2g,f,2151687,31646,2151894,e,ac2g,6784356391273.557
ac2g,f,2151687,31647,2151894,e,ac2g,6784356391276.828
ac2g,f,2151687,31648,2151894,e,ac2g,6784356391279.919
ac2g,f,2151687,31649,2151894,e,ac2g,6784356391283.076
ac2g,f,2151687,31650,2151894,e,ac2g,6784356391286.334
ac2g,f,2151687,31651,2151894,e,ac2g,6784356391289.634
ac2g,f,2151687,31652,2151894,e,ac2g,6784356391321.657
ac2g,f,2151687,31653,2151894,e,ac2g,6784356391325.302
ac2g,f,2151687,31654,2151894,e,ac2g,6784356391328.533
ac2g,f,2151687,31655,2151894,e,ac2g,6784356391331.603
ac2g,f,2151687,31656,2151894,e,ac2g,6784356391334.742
ac2g,f,2151687,31657,2151894,e,ac2g,6784356391337.852
ac2g,f,2151687,31658,2151894,e,ac2g,6784356391341.109
ac2g,f,2151687,31659,2151894,e,ac2g,6784356391344.376
ac2g,f,2151687,31660,2151894,e,ac2g,6784356391347.521
ac2g,f,2151687,31661,2151894,e,ac2g,6784356391350.725
ac2g,f,2151687,31662,2151894,e,ac2g,6784356391354.008
ac2g,f,2151687,31663,2151894,e,ac2g,6784356391357.29
ac2g,f,2151687,31664,2151894,e,ac2g,6784356391384.598
ac2g,f,2151687,31665,2151894,e,ac2g,6784356391388.247
ac2g,f,2151687,31666,2151894,e,ac2g,6784356391391.635
ac2g,f,2151687,31667,2151894,e,ac2g,6784356391394.772
ac2g,f,2151687,31668,2151894,e,ac2g,6784356391397.986
ac2g,f,2151687,31669,2151894,e,ac2g,6784356391401.484
ac2g,f,2151687,31670,2151894,e,ac2g,6784356391404.717
ac2g,f,2151687,31671,2151894,e,ac2g,6784356391407.782
ac2g,f,2151687,31672,2151894,e,ac2g,6784356391410.932
ac2g,f,2151687,31673,2151894,e,ac2g,6784356391414.051
