cat,ph,pid,id,tid,bp,name,ts
ac2g,f,2151687,31674,2151894,e,ac2g,6784356391417.202
ac2g,f,2151687,31675,2151894,e,ac2g,6784356391420.316
ac2g,f,2151687,31676,2151894,e,ac2g,6784356391518.369
ac2g,f,2151687,31677,2151894,e,ac2g,6784356391523.405
ac2g,f,2151687,31678,2151894,e,ac2g,6784356391529.539
ac2g,f,2151687,31679,2151894,e,ac2g,6784356391536.491
ac2g,f,2151687,31680,2151894,e,ac2g,6784356391541.537
ac2g,f,2151687,31681,2151894,e,ac2g,6784356391548.074
ac2g,f,2151687,31682,2151894,e,ac2g,6784356391552.839
ac2g,f,2151687,31683,2151894,e,ac2g,6784356391557.382
ac2g,f,2151687,31684,2151894,e,ac2g,6784356391562.269
ac2g,f,2151687,31685,2151894,e,ac2g,6784356391568.019
ac2g,f,2151687,31686,2151894,e,ac2g,6784356391573.252
ac2g,f,2151687,31687,2151894,e,ac2g,6784356391577.258
ac2g,f,2151687,31688,2151894,e,ac2g,6784356391630.96
ac2g,f,2151687,31689,2151894,e,ac2g,6784356391634.644
ac2g,f,2151687,31690,2151894,e,ac2g,6784356391637.847
ac2g,f,2151687,31691,2151894,e,ac2g,6784356391640.997
ac2g,f,2151687,31692,2151894,e,ac2g,6784356391644.248
ac2g,f,2151687,31693,2151894,e,ac2g,6784356391647.448
ac2g,f,2151687,31694,2151894,e,ac2g,6784356391650.774
ac2g,f,2151687,31695,2151894,e,ac2g,6784356391654.204
ac2g,f,2151687,31696,2151894,e,ac2g,6784356391657.496
ac2g,f,2151687,31697,2151894,e,ac2g,6784356391660.748
ac2g,f,2151687,31698,2151894,e,ac2g,6784356391663.948
ac2g,f,2151687,31699,2151894,e,ac2g,6784356391667.079
ac2g,f,2151687,31700,2151894,e,ac2g,6784356391848.81
ac2g,f,2151687,31701,2151894,e,ac2g,6784356391853.046
ac2g,f,2151687,31702,2151894,e,ac2g,6784356391856.331
ac2g,f,2151687,31703,2151894,e,ac2g,6784356391859.574
ac2g,f,2151687,31704,2151894,e,ac2g,6784356391863.009
ac2g,f,2151687,31705,2151894,e,ac2g,6784356391866.298
ac2g,f,2151687,31706,2151894,e,ac2g,6784356391869.547
ac2g,f,2151687,31707,2151894,e,ac2g,6784356391872.723
ac2g,f,2151687,31708,2151894,e,ac2g,6784356391876.049
ac2g,f,2151687,31709,2151894,e,ac2g,6784356391879.416
ac2g,f,2151687,31710,2151894,e,ac2g,6784356391882.63
ac2g,f,2151687,31711,2151894,e,ac2g,6784356391885.812
ac2g,f,2151687,31712,2151894,e,ac2g,6784356391899.027
ac2g,f,2151687,31713,2151894,e,ac2g,6784356391902.459
ac2g,f,2151687,31714,2151894,e,ac2g,6784356391907.743
ac2g,f,2151687,31715,2151894,e,ac2g,6784356391913.503
ac2g,f,2151687,31716,2151894,e,ac2g,6784356391915.468
ac2g,f,2151687,31717,2151894,e,ac2g,6784356391916.177
ac2g,f,0,31720,7,e,ac2g,6784356393118.138
ac2g,s,2151687,31720,2151894,,ac2g,6784356391959.928
ac2g,f,0,31722,7,e,ac2g,6784356393129.37
ac2g,s,2151687,31722,2151894,,ac2g,6784356391979.79
ac2g,f,2151687,31724,2151894,e,ac2g,6784356391987.882
ac2g,f,2151687,31725,2151894,e,ac2g,6784356391988.958
ac2g,f,0,31726,7,e,ac2g,6784356393142.81
ac2g,s,2151687,31726,2151894,,ac2g,6784356391990.014
ac2g,f,2151687,31729,2151894,e,ac2g,6784356392024.953
ac2g,f,0,31730,7,e,ac2g,6784356393245.562
ac2g,s,2151687,31730,2151894,,ac2g,6784356392027.139
ac2g,f,2151687,31743,2151894,e,ac2g,6784356392095.971
ac2g,f,2151687,31744,2151894,e,ac2g,6784356392098.832
ac2g,f,2151687,31745,2151894,e,ac2g,6784356392100.056
ac2g,f,2151687,31746,2151894,e,ac2g,6784356392101.22
ac2g,f,2151687,31748,2151894,e,ac2g,6784356392237.276
ac2g,f,2151687,31749,2151894,e,ac2g,6784356392242.435
ac2g,f,2151687,31750,2151894,e,ac2g,6784356392246.827
ac2g,f,2151687,31751,2151894,e,ac2g,6784356392251.822
ac2g,f,2151687,31752,2151894,e,ac2g,6784356392256.557
ac2g,f,2151687,31753,2151894,e,ac2g,6784356392261.082
ac2g,f,2151687,31754,2151894,e,ac2g,6784356392264.884
ac2g,f,2151687,31755,2151894,e,ac2g,6784356392268.868
ac2g,f,2151687,31756,2151894,e,ac2g,6784356392272.812
ac2g,f,2151687,31757,2151894,e,ac2g,6784356392276.836
ac2g,f,2151687,31758,2151894,e,ac2g,6784356392281.079
ac2g,f,2151687,31759,2151894,e,ac2g,6784356392284.864
ac2g,f,2151687,31760,2151894,e,ac2g,6784356392310.269
ac2g,f,2151687,31761,2151894,e,ac2g,6784356392313.8
ac2g,f,2151687,31762,2151894,e,ac2g,6784356392317.013
ac2g,f,2151687,31763,2151894,e,ac2g,6784356392320.235
ac2g,f,2151687,31764,2151894,e,ac2g,6784356392323.462
ac2g,f,2151687,31765,2151894,e,ac2g,6784356392326.632
ac2g,f,2151687,31766,2151894,e,ac2g,6784356392329.845
ac2g,f,2151687,31767,2151894,e,ac2g,6784356392333.14
ac2g,f,2151687,31768,2151894,e,ac2g,6784356392336.511
ac2g,f,2151687,31769,2151894,e,ac2g,6784356392339.919
ac2g,f,2151687,31770,2151894,e,ac2g,6784356392343.205
ac2g,f,2151687,31771,2151894,e,ac2g,6784356392346.343
ac2g,f,2151687,31772,2151894,e,ac2g,6784356392366.718
ac2g,f,2151687,31773,2151894,e,ac2g,6784356392370.198
ac2g,f,2151687,31774,2151894,e,ac2g,6784356392373.386
ac2g,f,2151687,31775,2151894,e,ac2g,6784356392376.629
ac2g,f,2151687,31776,2151894,e,ac2g,6784356392379.893
ac2g,f,2151687,31777,2151894,e,ac2g,6784356392383.315
ac2g,f,2151687,31778,2151894,e,ac2g,6784356392386.687
ac2g,f,2151687,31779,2151894,e,ac2g,6784356392389.839
ac2g,f,2151687,31780,2151894,e,ac2g,6784356392393.018
ac2g,f,2151687,31781,2151894,e,ac2g,6784356392396.464
ac2g,f,2151687,31782,2151894,e,ac2g,6784356392399.835
ac2g,f,2151687,31783,2151894,e,ac2g,6784356392403.038
ac2g,f,2151687,31784,2151894,e,ac2g,6784356392433.312
ac2g,f,2151687,31785,2151894,e,ac2g,6784356392437.752
ac2g,f,2151687,31786,2151894,e,ac2g,6784356392441.388
ac2g,f,2151687,31787,2151894,e,ac2g,6784356392447.263
ac2g,f,2151687,31788,2151894,e,ac2g,6784356392453.637
ac2g,f,2151687,31789,2151894,e,ac2g,6784356392459.119
ac2g,f,2151687,31790,2151894,e,ac2g,6784356392464.357
ac2g,f,2151687,31791,2151894,e,ac2g,6784356392469.811
ac2g,f,2151687,31792,2151894,e,ac2g,6784356392477.324
ac2g,f,2151687,31793,2151894,e,ac2g,6784356392482.542
ac2g,f,2151687,31794,2151894,e,ac2g,6784356392487.601
ac2g,f,2151687,31795,2151894,e,ac2g,6784356392492.805
ac2g,f,2151687,31796,2151894,e,ac2g,6784356392621.065
ac2g,f,2151687,31797,2151894,e,ac2g,6784356392625.069
ac2g,f,2151687,31798,2151894,e,ac2g,6784356392628.76
ac2g,f,2151687,31799,2151894,e,ac2g,6784356392632.398
ac2g,f,2151687,31800,2151894,e,ac2g,6784356392635.559
ac2g,f,2151687,31801,2151894,e,ac2g,6784356392638.809
ac2g,f,2151687,31802,2151894,e,ac2g,6784356392642.022
ac2g,f,2151687,31803,2151894,e,ac2g,6784356392645.467
ac2g,f,2151687,31804,2151894,e,ac2g,6784356392648.698
ac2g,f,2151687,31805,2151894,e,ac2g,6784356392652.071
ac2g,f,2151687,31806,2151894,e,ac2g,6784356392655.406
ac2g,f,2151687,31807,2151894,e,ac2g,6784356392658.791
ac2g,f,2151687,31808,2151894,e,ac2g,6784356392714.587
ac2g,f,2151687,31809,2151894,e,ac2g,6784356392718.453
ac2g,f,2151687,31810,2151894,e,ac2g,6784356392721.702
ac2g,f,2151687,31811,2151894,e,ac2g,6784356392725.001
ac2g,f,2151687,31812,2151894,e,ac2g,6784356392728.246
ac2g,f,2151687,31813,2151894,e,ac2g,6784356392731.557
ac2g,f,2151687,31814,2151894,e,ac2g,6784356392734.723
ac2g,f,2151687,31815,2151894,e,ac2g,6784356392738.013
ac2g,f,2151687,31816,2151894,e,ac2g,6784356392741.283
ac2g,f,2151687,31817,2151894,e,ac2g,6784356392745.141
ac2g,f,2151687,31818,2151894,e,ac2g,6784356392748.534
ac2g,f,2151687,31819,2151894,e,ac2g,6784356392751.845
ac2g,f,2151687,31821,2151894,e,ac2g,6784356392841.838
ac2g,f,2151687,31822,2151894,e,ac2g,6784356392845.674
ac2g,f,2151687,31823,2151894,e,ac2g,6784356392849.12
ac2g,f,2151687,31824,2151894,e,ac2g,6784356392852.253
ac2g,f,2151687,31825,2151894,e,ac2g,6784356392855.452
ac2g,f,2151687,31826,2151894,e,ac2g,6784356392858.927
ac2g,f,2151687,31827,2151894,e,ac2g,6784356392862.291
ac2g,f,2151687,31828,2151894,e,ac2g,6784356392865.497
ac2g,f,2151687,31829,2151894,e,ac2g,6784356392868.663
ac2g,f,2151687,31830,2151894,e,ac2g,6784356392872.109
ac2g,f,2151687,31831,2151894,e,ac2g,6784356392875.461
ac2g,f,2151687,31832,2151894,e,ac2g,6784356392878.641
ac2g,f,2151687,31834,2151894,e,ac2g,6784356393185.636
ac2g,f,2151687,31835,2151894,e,ac2g,6784356393189.764
ac2g,f,2151687,31836,2151894,e,ac2g,6784356393193.149
ac2g,f,2151687,31837,2151894,e,ac2g,6784356393196.331
ac2g,f,2151687,31838,2151894,e,ac2g,6784356393199.512
ac2g,f,2151687,31839,2151894,e,ac2g,6784356393202.946
ac2g,f,2151687,31840,2151894,e,ac2g,6784356393206.307
ac2g,f,2151687,31841,2151894,e,ac2g,6784356393209.417
ac2g,f,2151687,31842,2151894,e,ac2g,6784356393212.637
ac2g,f,2151687,31843,2151894,e,ac2g,6784356393216.04
ac2g,f,2151687,31844,2151894,e,ac2g,6784356393219.533
ac2g,f,2151687,31845,2151894,e,ac2g,6784356393222.757
ac2g,f,2151687,31846,2151894,e,ac2g,6784356393235.454
ac2g,f,2151687,31847,2151894,e,ac2g,6784356393238.957
ac2g,f,2151687,31848,2151894,e,ac2g,6784356393242.111
ac2g,f,2151687,31849,2151894,e,ac2g,6784356393247.332
ac2g,f,2151687,31850,2151894,e,ac2g,6784356393252.04
ac2g,f,2151687,31851,2151894,e,ac2g,6784356393252.483
ac2g,f,0,31854,7,e,ac2g,6784356395599.925
ac2g,s,2151687,31854,2151894,,ac2g,6784356393295.073
ac2g,f,0,31856,7,e,ac2g,6784356395613.589
ac2g,s,2151687,31856,2151894,,ac2g,6784356393313.912
ac2g,f,0,31858,7,e,ac2g,6784356395628.053
ac2g,s,2151687,31858,2151894,,ac2g,6784356393322.009
ac2g,f,2151687,31859,2151894,e,ac2g,6784356393336.217
ac2g,f,2151687,31860,2151894,e,ac2g,6784356393337.894
ac2g,f,0,31861,7,e,ac2g,6784356395630.933
ac2g,s,2151687,31861,2151894,,ac2g,6784356393338.686
ac2g,f,2151687,31864,2151894,e,ac2g,6784356393346.848
ac2g,f,0,31865,7,e,ac2g,6784356395711.413
ac2g,s,2151687,31865,2151894,,ac2g,6784356393349.348
ac2g,f,0,31879,7,e,ac2g,6784356395719.605
ac2g,s,2151687,31879,2151894,,ac2g,6784356393434.223
ac2g,f,0,31906,7,e,ac2g,6784356395734.837
ac2g,s,2151687,31906,2151894,,ac2g,6784356393574.545
ac2g,f,2151687,31938,2151894,e,ac2g,6784356393655.298
ac2g,f,2151687,31939,2151894,e,ac2g,6784356393658.231
ac2g,f,2151687,31940,2151894,e,ac2g,6784356393659.428
ac2g,f,2151687,31941,2151894,e,ac2g,6784356393660.522
ac2g,f,2151687,31949,2151894,e,ac2g,6784356393682.227
ac2g,f,0,31950,7,e,ac2g,6784356395752.373
ac2g,s,2151687,31950,2151894,,ac2g,6784356393684.993
ac2g,f,2151687,31974,2151894,e,ac2g,6784356393793.553
ac2g,f,2151687,31975,2151894,e,ac2g,6784356393795.647
ac2g,f,2151687,31976,2151894,e,ac2g,6784356393796.562
ac2g,f,2151687,31977,2151894,e,ac2g,6784356393797.321
ac2g,f,0,31981,7,e,ac2g,6784356395770.293
ac2g,s,2151687,31981,2151894,,ac2g,6784356393813.094
ac2g,f,0,31983,7,e,ac2g,6784356395781.525
ac2g,s,2151687,31983,2151894,,ac2g,6784356393824.05
ac2g,f,2151687,31985,2151894,e,ac2g,6784356393832.897
ac2g,f,2151687,31986,2151894,e,ac2g,6784356393834.412
ac2g,f,0,31987,7,e,ac2g,6784356395793.941
ac2g,s,2151687,31987,2151894,,ac2g,6784356393835.637
ac2g,f,2151687,31990,2151894,e,ac2g,6784356393843.28
ac2g,f,0,31991,7,e,ac2g,6784356395896.564
ac2g,s,2151687,31991,2151894,,ac2g,6784356393845.366
ac2g,f,2151687,32004,2151894,e,ac2g,6784356393870.177
ac2g,f,2151687,32005,2151894,e,ac2g,6784356393871.671
ac2g,f,2151687,32006,2151894,e,ac2g,6784356393872.399
ac2g,f,2151687,32007,2151894,e,ac2g,6784356393872.968
ac2g,f,0,32011,7,e,ac2g,6784356395904.468
ac2g,s,2151687,32011,2151894,,ac2g,6784356393881.686
ac2g,f,0,32013,7,e,ac2g,6784356395918.996
ac2g,s,2151687,32013,2151894,,ac2g,6784356393889.072
ac2g,f,0,32015,7,e,ac2g,6784356395933.332
ac2g,s,2151687,32015,2151894,,ac2g,6784356393896.36
ac2g,f,2151687,32016,2151894,e,ac2g,6784356393905.229
ac2g,f,2151687,32017,2151894,e,ac2g,6784356393906.578
ac2g,f,0,32018,7,e,ac2g,6784356395934.836
ac2g,s,2151687,32018,2151894,,ac2g,6784356393907.386
ac2g,f,2151687,32021,2151894,e,ac2g,6784356393915.315
ac2g,f,0,32022,7,e,ac2g,6784356396015.156
ac2g,s,2151687,32022,2151894,,ac2g,6784356393916.908
ac2g,f,0,32036,7,e,ac2g,6784356396023.348
ac2g,s,2151687,32036,2151894,,ac2g,6784356393952.154
ac2g,f,0,32063,7,e,ac2g,6784356396038.484
ac2g,s,2151687,32063,2151894,,ac2g,6784356394056.762
ac2g,f,2151687,32095,2151894,e,ac2g,6784356394129.065
ac2g,f,2151687,32096,2151894,e,ac2g,6784356394131.182
ac2g,f,2151687,32097,2151894,e,ac2g,6784356394132.051
ac2g,f,2151687,32098,2151894,e,ac2g,6784356394133.412
ac2g,f,2151687,32106,2151894,e,ac2g,6784356394152.404
ac2g,f,0,32107,7,e,ac2g,6784356396055.7
ac2g,s,2151687,32107,2151894,,ac2g,6784356394154.696
ac2g,f,2151687,32131,2151894,e,ac2g,6784356394255.339
ac2g,f,2151687,32132,2151894,e,ac2g,6784356394257.124
ac2g,f,2151687,32133,2151894,e,ac2g,6784356394257.958
ac2g,f,2151687,32134,2151894,e,ac2g,6784356394258.671
ac2g,f,2151687,32136,2151894,e,ac2g,6784356394363.372
ac2g,f,2151687,32137,2151894,e,ac2g,6784356394368.793
ac2g,f,2151687,32138,2151894,e,ac2g,6784356394372.614
ac2g,f,2151687,32139,2151894,e,ac2g,6784356394376.177
ac2g,f,2151687,32140,2151894,e,ac2g,6784356394379.838
ac2g,f,2151687,32141,2151894,e,ac2g,6784356394383.446
ac2g,f,2151687,32142,2151894,e,ac2g,6784356394387.009
ac2g,f,2151687,32143,2151894,e,ac2g,6784356394390.37
ac2g,f,2151687,32144,2151894,e,ac2g,6784356394394.107
ac2g,f,2151687,32145,2151894,e,ac2g,6784356394397.98
ac2g,f,2151687,32146,2151894,e,ac2g,6784356394401.691
ac2g,f,2151687,32147,2151894,e,ac2g,6784356394405.165
ac2g,f,2151687,32148,2151894,e,ac2g,6784356394432.1
ac2g,f,2151687,32149,2151894,e,ac2g,6784356394435.734
ac2g,f,2151687,32150,2151894,e,ac2g,6784356394438.992
ac2g,f,2151687,32151,2151894,e,ac2g,6784356394442.202
ac2g,f,2151687,32152,2151894,e,ac2g,6784356394445.372
ac2g,f,2151687,32153,2151894,e,ac2g,6784356394448.552
ac2g,f,2151687,32154,2151894,e,ac2g,6784356394451.809
ac2g,f,2151687,32155,2151894,e,ac2g,6784356394455.027
ac2g,f,2151687,32156,2151894,e,ac2g,6784356394458.275
ac2g,f,2151687,32157,2151894,e,ac2g,6784356394461.643
ac2g,f,2151687,32158,2151894,e,ac2g,6784356394464.93
ac2g,f,2151687,32159,2151894,e,ac2g,6784356394468.261
ac2g,f,2151687,32160,2151894,e,ac2g,6784356394489.98
ac2g,f,2151687,32161,2151894,e,ac2g,6784356394493.62
ac2g,f,2151687,32162,2151894,e,ac2g,6784356394496.906
ac2g,f,2151687,32163,2151894,e,ac2g,6784356394500.125
ac2g,f,2151687,32164,2151894,e,ac2g,6784356394503.385
ac2g,f,2151687,32165,2151894,e,ac2g,6784356394506.54
ac2g,f,2151687,32166,2151894,e,ac2g,6784356394509.719
ac2g,f,2151687,32167,2151894,e,ac2g,6784356394512.95
ac2g,f,2151687,32168,2151894,e,ac2g,6784356394516.137
ac2g,f,2151687,32169,2151894,e,ac2g,6784356394519.534
ac2g,f,2151687,32170,2151894,e,ac2g,6784356394522.809
ac2g,f,2151687,32171,2151894,e,ac2g,6784356394526.081
ac2g,f,2151687,32172,2151894,e,ac2g,6784356394547.465
ac2g,f,2151687,32173,2151894,e,ac2g,6784356394551.096
ac2g,f,2151687,32174,2151894,e,ac2g,6784356394554.266
ac2g,f,2151687,32175,2151894,e,ac2g,6784356394557.488
ac2g,f,2151687,32176,2151894,e,ac2g,6784356394560.658
ac2g,f,2151687,32177,2151894,e,ac2g,6784356394563.814
ac2g,f,2151687,32178,2151894,e,ac2g,6784356394567.081
ac2g,f,2151687,32179,2151894,e,ac2g,6784356394570.363
ac2g,f,2151687,32180,2151894,e,ac2g,6784356394573.592
ac2g,f,2151687,32181,2151894,e,ac2g,6784356394576.917
ac2g,f,2151687,32182,2151894,e,ac2g,6784356394580.287
ac2g,f,2151687,32183,2151894,e,ac2g,6784356394583.536
ac2g,f,2151687,32184,2151894,e,ac2g,6784356394650.154
ac2g,f,2151687,32185,2151894,e,ac2g,6784356394654.466
ac2g,f,2151687,32186,2151894,e,ac2g,6784356394658.256
ac2g,f,2151687,32187,2151894,e,ac2g,6784356394662.128
ac2g,f,2151687,32188,2151894,e,ac2g,6784356394666.543
ac2g,f,2151687,32189,2151894,e,ac2g,6784356394670.667
ac2g,f,2151687,32190,2151894,e,ac2g,6784356394674.914
ac2g,f,2151687,32191,2151894,e,ac2g,6784356394678.876
ac2g,f,2151687,32192,2151894,e,ac2g,6784356394683.221
ac2g,f,2151687,32193,2151894,e,ac2g,6784356394686.972
ac2g,f,2151687,32194,2151894,e,ac2g,6784356394690.731
ac2g,f,2151687,32195,2151894,e,ac2g,6784356394695.072
ac2g,f,2151687,32196,2151894,e,ac2g,6784356394759.381
ac2g,f,2151687,32197,2151894,e,ac2g,6784356394763.379
ac2g,f,2151687,32198,2151894,e,ac2g,6784356394767.039
ac2g,f,2151687,32199,2151894,e,ac2g,6784356394770.294
ac2g,f,2151687,32200,2151894,e,ac2g,6784356394773.607
ac2g,f,2151687,32201,2151894,e,ac2g,6784356394777.0
ac2g,f,2151687,32202,2151894,e,ac2g,6784356394780.253
ac2g,f,2151687,32203,2151894,e,ac2g,6784356394783.543
ac2g,f,2151687,32204,2151894,e,ac2g,6784356394786.891
ac2g,f,2151687,32205,2151894,e,ac2g,6784356394790.051
ac2g,f,2151687,32206,2151894,e,ac2g,6784356394793.516
ac2g,f,2151687,32207,2151894,e,ac2g,6784356394796.713
ac2g,f,2151687,32208,2151894,e,ac2g,6784356394824.768
ac2g,f,2151687,32209,2151894,e,ac2g,6784356394829.171
ac2g,f,2151687,32210,2151894,e,ac2g,6784356394835.313
ac2g,f,2151687,32211,2151894,e,ac2g,6784356394840.609
ac2g,f,2151687,32212,2151894,e,ac2g,6784356394846.194
ac2g,f,2151687,32213,2151894,e,ac2g,6784356394852.3
ac2g,f,2151687,32214,2151894,e,ac2g,6784356394858.104
ac2g,f,2151687,32215,2151894,e,ac2g,6784356394863.095
ac2g,f,2151687,32216,2151894,e,ac2g,6784356394868.203
ac2g,f,2151687,32217,2151894,e,ac2g,6784356394873.063
ac2g,f,2151687,32218,2151894,e,ac2g,6784356394882.209
ac2g,f,2151687,32219,2151894,e,ac2g,6784356394886.216
ac2g,f,2151687,32220,2151894,e,ac2g,6784356394909.694
ac2g,f,2151687,32221,2151894,e,ac2g,6784356394913.534
ac2g,f,2151687,32222,2151894,e,ac2g,6784356394916.863
ac2g,f,2151687,32223,2151894,e,ac2g,6784356394920.083
ac2g,f,2151687,32224,2151894,e,ac2g,6784356394923.35
ac2g,f,2151687,32225,2151894,e,ac2g,6784356394926.668
ac2g,f,2151687,32226,2151894,e,ac2g,6784356394930.301
ac2g,f,2151687,32227,2151894,e,ac2g,6784356394933.683
ac2g,f,2151687,32228,2151894,e,ac2g,6784356394936.92
ac2g,f,2151687,32229,2151894,e,ac2g,6784356394940.381
ac2g,f,2151687,32230,2151894,e,ac2g,6784356394943.837
ac2g,f,2151687,32231,2151894,e,ac2g,6784356394947.231
ac2g,f,2151687,32232,2151894,e,ac2g,6784356394969.078
ac2g,f,2151687,32233,2151894,e,ac2g,6784356394972.843
ac2g,f,2151687,32234,2151894,e,ac2g,6784356394976.194
ac2g,f,2151687,32235,2151894,e,ac2g,6784356394979.554
ac2g,f,2151687,32236,2151894,e,ac2g,6784356394982.712
ac2g,f,2151687,32237,2151894,e,ac2g,6784356394985.794
ac2g,f,2151687,32238,2151894,e,ac2g,6784356394989.16
ac2g,f,2151687,32239,2151894,e,ac2g,6784356394992.793
ac2g,f,2151687,32240,2151894,e,ac2g,6784356394996.016
ac2g,f,2151687,32241,2151894,e,ac2g,6784356394999.701
ac2g,f,2151687,32242,2151894,e,ac2g,6784356395003.042
ac2g,f,2151687,32243,2151894,e,ac2g,6784356395006.305
ac2g,f,2151687,32244,2151894,e,ac2g,6784356395055.224
ac2g,f,2151687,32245,2151894,e,ac2g,6784356395059.096
ac2g,f,2151687,32246,2151894,e,ac2g,6784356395062.5
ac2g,f,2151687,32247,2151894,e,ac2g,6784356395065.862
ac2g,f,2151687,32248,2151894,e,ac2g,6784356395069.128
ac2g,f,2151687,32249,2151894,e,ac2g,6784356395072.654
ac2g,f,2151687,32250,2151894,e,ac2g,6784356395076.057
ac2g,f,2151687,32251,2151894,e,ac2g,6784356395079.3
ac2g,f,2151687,32252,2151894,e,ac2g,6784356395082.556
ac2g,f,2151687,32253,2151894,e,ac2g,6784356395085.876
ac2g,f,2151687,32254,2151894,e,ac2g,6784356395089.185
ac2g,f,2151687,32255,2151894,e,ac2g,6784356395092.426
ac2g,f,2151687,32256,2151894,e,ac2g,6784356395113.31
ac2g,f,2151687,32257,2151894,e,ac2g,6784356395116.924
ac2g,f,2151687,32258,2151894,e,ac2g,6784356395120.168
ac2g,f,2151687,32259,2151894,e,ac2g,6784356395123.428
ac2g,f,2151687,32260,2151894,e,ac2g,6784356395126.668
ac2g,f,2151687,32261,2151894,e,ac2g,6784356395129.984
ac2g,f,2151687,32262,2151894,e,ac2g,6784356395133.24
ac2g,f,2151687,32263,2151894,e,ac2g,6784356395136.45
ac2g,f,2151687,32264,2151894,e,ac2g,6784356395139.674
ac2g,f,2151687,32265,2151894,e,ac2g,6784356395143.11
ac2g,f,2151687,32266,2151894,e,ac2g,6784356395146.475
ac2g,f,2151687,32267,2151894,e,ac2g,6784356395150.136
ac2g,f,2151687,32268,2151894,e,ac2g,6784356395199.845
ac2g,f,2151687,32269,2151894,e,ac2g,6784356395203.618
ac2g,f,2151687,32270,2151894,e,ac2g,6784356395207.031
ac2g,f,2151687,32271,2151894,e,ac2g,6784356395210.34
ac2g,f,2151687,32272,2151894,e,ac2g,6784356395213.649
ac2g,f,2151687,32273,2151894,e,ac2g,6784356395217.14
ac2g,f,2151687,32274,2151894,e,ac2g,6784356395220.504
ac2g,f,2151687,32275,2151894,e,ac2g,6784356395223.746
ac2g,f,2151687,32276,2151894,e,ac2g,6784356395227.045
ac2g,f,2151687,32277,2151894,e,ac2g,6784356395230.282
ac2g,f,2151687,32278,2151894,e,ac2g,6784356395233.556
ac2g,f,2151687,32279,2151894,e,ac2g,6784356395236.771
ac2g,f,2151687,32280,2151894,e,ac2g,6784356395321.537
ac2g,f,2151687,32281,2151894,e,ac2g,6784356395325.372
ac2g,f,2151687,32282,2151894,e,ac2g,6784356395328.601
ac2g,f,2151687,32283,2151894,e,ac2g,6784356395331.896
ac2g,f,2151687,32284,2151894,e,ac2g,6784356395335.2
ac2g,f,2151687,32285,2151894,e,ac2g,6784356395338.538
ac2g,f,2151687,32286,2151894,e,ac2g,6784356395341.875
ac2g,f,2151687,32287,2151894,e,ac2g,6784356395345.321
ac2g,f,2151687,32288,2151894,e,ac2g,6784356395348.494
ac2g,f,2151687,32289,2151894,e,ac2g,6784356395351.686
ac2g,f,2151687,32290,2151894,e,ac2g,6784356395354.786
ac2g,f,2151687,32291,2151894,e,ac2g,6784356395357.939
ac2g,f,2151687,32293,2151894,e,ac2g,6784356395492.481
ac2g,f,2151687,32294,2151894,e,ac2g,6784356395496.555
ac2g,f,2151687,32295,2151894,e,ac2g,6784356395499.998
ac2g,f,2151687,32296,2151894,e,ac2g,6784356395503.232
ac2g,f,2151687,32297,2151894,e,ac2g,6784356395506.554
ac2g,f,2151687,32298,2151894,e,ac2g,6784356395509.688
ac2g,f,2151687,32299,2151894,e,ac2g,6784356395512.902
ac2g,f,2151687,32300,2151894,e,ac2g,6784356395516.067
ac2g,f,2151687,32301,2151894,e,ac2g,6784356395519.347
ac2g,f,2151687,32302,2151894,e,ac2g,6784356395522.77
ac2g,f,2151687,32303,2151894,e,ac2g,6784356395526.103
ac2g,f,2151687,32304,2151894,e,ac2g,6784356395529.277
ac2g,f,2151687,32305,2151894,e,ac2g,6784356395541.923
ac2g,f,2151687,32306,2151894,e,ac2g,6784356395545.462
ac2g,f,2151687,32307,2151894,e,ac2g,6784356395550.897
ac2g,f,2151687,32308,2151894,e,ac2g,6784356395555.712
ac2g,f,2151687,32309,2151894,e,ac2g,6784356395557.614
ac2g,f,2151687,32310,2151894,e,ac2g,6784356395558.042
ac2g,f,0,32313,7,e,ac2g,6784356396073.812
ac2g,s,2151687,32313,2151894,,ac2g,6784356395601.148
ac2g,f,0,32315,7,e,ac2g,6784356396081.396
ac2g,s,2151687,32315,2151894,,ac2g,6784356395622.413
ac2g,f,2151687,32317,2151894,e,ac2g,6784356395629.904
ac2g,f,2151687,32318,2151894,e,ac2g,6784356395631.047
ac2g,f,0,32319,7,e,ac2g,6784356396090.452
ac2g,s,2151687,32319,2151894,,ac2g,6784356395632.131
ac2g,f,2151687,32322,2151894,e,ac2g,6784356395651.018
ac2g,f,0,32323,7,e,ac2g,6784356396141.204
ac2g,s,2151687,32323,2151894,,ac2g,6784356395653.283
ac2g,f,2151687,32336,2151894,e,ac2g,6784356395731.647
ac2g,f,2151687,32337,2151894,e,ac2g,6784356395735.072
ac2g,f,2151687,32338,2151894,e,ac2g,6784356395736.286
ac2g,f,2151687,32339,2151894,e,ac2g,6784356395737.388
ac2g,f,2151687,32341,2151894,e,ac2g,6784356396010.225
ac2g,f,2151687,32342,2151894,e,ac2g,6784356396015.493
ac2g,f,2151687,32343,2151894,e,ac2g,6784356396020.169
ac2g,f,2151687,32344,2151894,e,ac2g,6784356396025.274
ac2g,f,2151687,32345,2151894,e,ac2g,6784356396029.417
ac2g,f,2151687,32346,2151894,e,ac2g,6784356396034.124
