ts,tid,pid,Ev Idx,dur,cat,ph,Input type,name,Input Strides,Fwd thread id,Concrete Inputs,Input Dims,Record function id,Sequence number,External id
6936340870219.484,60237,60051,428,0.932,cpu_op,X,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,"[[802816, 3136, 56, 1], [], [], [], [], [], [], []]",,"["""", """", """", """", """", ""False"", ""False"", ""0""]","[[1, 256, 56, 56], [], [], [], [], [], [], []]",0,,1453
6936340871551.736,60237,60051,429,10.76,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[256, 128, 3, 3]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1454
6936340877420.029,60237,60051,430,48.79,cpu_op,X,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,"[[802816, 3136, 56, 1], [], [], []]",,"["""", ""[0, 2, 3]"", ""False"", """"]","[[1, 256, 56, 56], [], [], []]",0,,1455
6936340877436.395,60237,60051,431,2.769,cpu_op,X,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,"[[1], [], [], []]",,"["""", ""[1, 256, 1, 1]"", ""[0, 1, 0, 0]"", """"]","[[256], [], [], []]",0,,1456
6936340877514.882,60237,60051,432,18.149,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1457
6936340877519.597,60237,60051,433,10.907,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,"[[1152, 9, 3, 1]]",,"[""""]","[[256, 128, 3, 3]]",0,,1458
6936340877523.785,60237,60051,434,6.058,cpu_op,X,"[""float""]",aten::detach,"[[1152, 9, 3, 1]]",,"[""""]","[[256, 128, 3, 3]]",0,,1459
6936340877525.819,60237,60051,435,3.585,cpu_op,X,"[""float""]",detach,"[[1152, 9, 3, 1]]",,"[""""]","[[256, 128, 3, 3]]",0,,1460
6936340877540.791,60237,60051,436,10.438,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1461
6936340877544.219,60237,60051,437,5.005,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[256]],0,,1462
6936340877545.773,60237,60051,438,3.043,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[256]],0,,1463
6936340877547.132,60237,60051,439,1.348,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[256]],0,,1464
6936340877568.327,60237,60051,440,73.554,cpu_op,X,,autograd::engine::evaluate_function: MaxPool2DWithIndicesBackward0,,1,,,0,149,1465
6936340877571.546,60237,60051,441,60.13,cpu_op,X,"[""float""]",MaxPool2DWithIndicesBackward0,"[[401408, 3136, 56, 1]]",1,"[""""]","[[1, 128, 56, 56]]",0,149,1466
6936340877576.918,60237,60051,442,53.886,cpu_op,X,"[""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""long int""]",aten::max_pool2d_with_indices_backward,"[[401408, 3136, 56, 1], [1605632, 12544, 112, 1], [], [], [], [], [], [401408, 3136, 56, 1]]",,"["""", """", ""[2, 2]"", ""[2, 2]"", ""[0, 0]"", ""[1, 1]"", ""False"", """"]","[[1, 128, 56, 56], [1, 128, 112, 112], [], [], [], [], [], [1, 128, 56, 56]]",0,,1467
6936340877592.263,60237,60051,443,25.458,cpu_op,X,"[""float""]",aten::zero_,"[[1605632, 12544, 112, 1]]",,"[""""]","[[1, 128, 112, 112]]",0,,1468
6936340877595.949,60237,60051,444,19.822,cpu_op,X,"[""float"", ""Scalar""]",aten::fill_,"[[1605632, 12544, 112, 1], []]",,"["""", ""0""]","[[1, 128, 112, 112], []]",0,,1469
6936340877651.465,60237,60051,445,45.42,cpu_op,X,,autograd::engine::evaluate_function: HardtanhBackward0,,1,,,0,147,1470
6936340877654.245,60237,60051,446,33.81,cpu_op,X,"[""float""]",HardtanhBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,147,1471
6936340877657.049,60237,60051,447,30.315,cpu_op,X,"[""float"", ""float"", ""Scalar"", ""Scalar""]",aten::hardtanh_backward,"[[1605632, 12544, 112, 1], [1605632, 12544, 112, 1], [], []]",,"["""", """", ""0."", ""6.""]","[[1, 128, 112, 112], [1, 128, 112, 112], [], []]",0,,1472
6936340877664.188,60237,60051,448,8.118,cpu_op,X,"[""ScalarList"", ""Scalar"", """", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 128, 112, 112]"", ""6"", """", """", """", ""0""]","[[], [], [], [], [], []]",0,,1473
6936340877705.711,60237,60051,449,148.615,cpu_op,X,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,,1,,,0,146,1474
6936340877708.581,60237,60051,450,130.924,cpu_op,X,"[""float""]",CudnnBatchNormBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,146,1475
6936340877713.961,60237,60051,451,124.107,cpu_op,X,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,"[[1605632, 12544, 112, 1], [1605632, 12544, 112, 1], [1], [1], [1], [1], [1], [], [1]]",,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]","[[1, 128, 112, 112], [1, 128, 112, 112], [128], [128], [128], [128], [128], [], [0]]",0,,1476
6936340877724.078,60237,60051,452,6.932,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 128, 112, 112]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1477
6936340877733.6,60237,60051,453,5.844,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[128]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1478
6936340877741.515,60237,60051,454,5.669,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[128]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1479
6936340877764.048,60237,60051,455,1.98,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[1], []]",,"["""", ""[1, 128, 1, 1]""]","[[128], []]",0,,1480
6936340877770.581,60237,60051,456,4.944,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[0]"", ""0"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1481
6936340877867.82,60237,60051,457,14.309,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1482
6936340877871.676,60237,60051,458,8.176,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1483
6936340877874.583,60237,60051,459,4.645,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1484
6936340877876.104,60237,60051,460,2.755,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1485
6936340877889.752,60237,60051,461,10.345,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1486
6936340877893.141,60237,60051,462,4.875,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1487
6936340877894.707,60237,60051,463,2.891,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1488
6936340877895.72,60237,60051,464,1.498,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1489
6936340877906.863,60237,60051,465,4575.313,cpu_op,X,,autograd::engine::evaluate_function: ConvolutionBackward0,,1,,,0,145,1490
6936340877909.543,60237,60051,466,4554.13,cpu_op,X,"[""float""]",ConvolutionBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,145,1491
6936340877916.548,60237,60051,467,4545.298,cpu_op,X,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,"[[1605632, 12544, 112, 1], [1605632, 12544, 112, 1], [1152, 9, 3, 1], [], [], [], [], [], [], [], []]",,"["""", """", """", ""[128]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, True]""]","[[1, 128, 112, 112], [1, 128, 112, 112], [128, 128, 3, 3], [], [], [], [], [], [], [], []]",0,,1492
6936340877926.395,60237,60051,468,1.127,cpu_op,X,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,"[[1605632, 12544, 112, 1], [], [], [], [], [], [], []]",,"["""", """", """", """", """", ""False"", ""False"", ""0""]","[[1, 128, 112, 112], [], [], [], [], [], [], []]",0,,1493
6936340879274.93,60237,60051,469,10.789,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[128, 128, 3, 3]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1494
6936340882411.304,60237,60051,470,46.93,cpu_op,X,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,"[[1605632, 12544, 112, 1], [], [], []]",,"["""", ""[0, 2, 3]"", ""False"", """"]","[[1, 128, 112, 112], [], [], []]",0,,1495
6936340882427.131,60237,60051,471,2.763,cpu_op,X,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,"[[1], [], [], []]",,"["""", ""[1, 128, 1, 1]"", ""[0, 1, 0, 0]"", """"]","[[128], [], [], []]",0,,1496
6936340882503.731,60237,60051,472,17.639,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1497
6936340882508.389,60237,60051,473,10.55,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,"[[1152, 9, 3, 1]]",,"[""""]","[[128, 128, 3, 3]]",0,,1498
6936340882512.696,60237,60051,474,5.622,cpu_op,X,"[""float""]",aten::detach,"[[1152, 9, 3, 1]]",,"[""""]","[[128, 128, 3, 3]]",0,,1499
6936340882514.446,60237,60051,475,3.468,cpu_op,X,"[""float""]",detach,"[[1152, 9, 3, 1]]",,"[""""]","[[128, 128, 3, 3]]",0,,1500
6936340882528.915,60237,60051,476,10.634,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1501
6936340882532.448,60237,60051,477,5.008,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1502
6936340882534.159,60237,60051,478,2.894,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1503
6936340882535.28,60237,60051,479,1.438,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1504
6936340882546.44,60237,60051,480,47.937,cpu_op,X,,autograd::engine::evaluate_function: HardtanhBackward0,,1,,,0,143,1505
6936340882549.045,60237,60051,481,36.449,cpu_op,X,"[""float""]",HardtanhBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,143,1506
6936340882551.893,60237,60051,482,32.943,cpu_op,X,"[""float"", ""float"", ""Scalar"", ""Scalar""]",aten::hardtanh_backward,"[[1605632, 12544, 112, 1], [1605632, 12544, 112, 1], [], []]",,"["""", """", ""0."", ""6.""]","[[1, 128, 112, 112], [1, 128, 112, 112], [], []]",0,,1507
6936340882559.307,60237,60051,483,8.757,cpu_op,X,"[""ScalarList"", ""Scalar"", """", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 128, 112, 112]"", ""6"", """", """", """", ""0""]","[[], [], [], [], [], []]",0,,1508
6936340882603.519,60237,60051,484,102.729,cpu_op,X,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,,1,,,0,142,1509
6936340882606.543,60237,60051,485,85.631,cpu_op,X,"[""float""]",CudnnBatchNormBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,142,1510
6936340882611.723,60237,60051,486,79.095,cpu_op,X,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,"[[1605632, 12544, 112, 1], [1605632, 12544, 112, 1], [1], [1], [1], [1], [1], [], [1]]",,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]","[[1, 128, 112, 112], [1, 128, 112, 112], [128], [128], [128], [128], [128], [], [0]]",0,,1511
6936340882621.57,60237,60051,487,7.288,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 128, 112, 112]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1512
6936340882631.3,60237,60051,488,5.682,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[128]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1513
6936340882639.378,60237,60051,489,5.345,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[128]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1514
6936340882660.956,60237,60051,490,1.894,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[1], []]",,"["""", ""[1, 128, 1, 1]""]","[[128], []]",0,,1515
6936340882667.405,60237,60051,491,4.854,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[0]"", ""0"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1516
6936340882717.587,60237,60051,492,13.749,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1517
6936340882721.878,60237,60051,493,7.248,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1518
6936340882724.521,60237,60051,494,4.08,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1519
6936340882725.859,60237,60051,495,2.414,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1520
6936340882738.821,60237,60051,496,10.493,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1521
6936340882742.374,60237,60051,497,4.811,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1522
6936340882743.928,60237,60051,498,2.901,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1523
6936340882745.215,60237,60051,499,1.29,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1524
6936340882756.2,60237,60051,500,2578.504,cpu_op,X,,autograd::engine::evaluate_function: ConvolutionBackward0,,1,,,0,141,1525
6936340882759.108,60237,60051,501,2558.328,cpu_op,X,"[""float""]",ConvolutionBackward0,"[[1605632, 12544, 112, 1]]",1,"[""""]","[[1, 128, 112, 112]]",0,141,1526
6936340882764.726,60237,60051,502,2550.862,cpu_op,X,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,"[[1605632, 12544, 112, 1], [802816, 12544, 112, 1], [576, 9, 3, 1], [], [], [], [], [], [], [], []]",,"["""", """", """", ""[128]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, True]""]","[[1, 128, 112, 112], [1, 64, 112, 112], [128, 64, 3, 3], [], [], [], [], [], [], [], []]",0,,1527
6936340882773.859,60237,60051,503,1.143,cpu_op,X,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,"[[1605632, 12544, 112, 1], [], [], [], [], [], [], []]",,"["""", """", """", """", """", ""False"", ""False"", ""0""]","[[1, 128, 112, 112], [], [], [], [], [], [], []]",0,,1528
6936340884091.306,60237,60051,504,10.55,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[128, 64, 3, 3]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1529
6936340885267.003,60237,60051,505,45.122,cpu_op,X,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,"[[1605632, 12544, 112, 1], [], [], []]",,"["""", ""[0, 2, 3]"", ""False"", """"]","[[1, 128, 112, 112], [], [], []]",0,,1530
6936340885282.341,60237,60051,506,2.463,cpu_op,X,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,"[[1], [], [], []]",,"["""", ""[1, 128, 1, 1]"", ""[0, 1, 0, 0]"", """"]","[[128], [], [], []]",0,,1531
6936340885355.353,60237,60051,507,17.157,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1532
6936340885359.828,60237,60051,508,10.167,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,"[[576, 9, 3, 1]]",,"[""""]","[[128, 64, 3, 3]]",0,,1533
6936340885364.057,60237,60051,509,5.317,cpu_op,X,"[""float""]",aten::detach,"[[576, 9, 3, 1]]",,"[""""]","[[128, 64, 3, 3]]",0,,1534
6936340885365.624,60237,60051,510,3.429,cpu_op,X,"[""float""]",detach,"[[576, 9, 3, 1]]",,"[""""]","[[128, 64, 3, 3]]",0,,1535
6936340885380.353,60237,60051,511,21.476,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1536
6936340885395.119,60237,60051,512,4.654,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[128]],0,,1537
6936340885396.757,60237,60051,513,2.626,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[128]],0,,1538
6936340885397.678,60237,60051,514,1.331,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[128]],0,,1539
6936340885408.983,60237,60051,515,69.428,cpu_op,X,,autograd::engine::evaluate_function: MaxPool2DWithIndicesBackward0,,1,,,0,140,1540
6936340885411.766,60237,60051,516,56.315,cpu_op,X,"[""float""]",MaxPool2DWithIndicesBackward0,"[[802816, 12544, 112, 1]]",1,"[""""]","[[1, 64, 112, 112]]",0,140,1541
6936340885416.863,60237,60051,517,50.388,cpu_op,X,"[""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""long int""]",aten::max_pool2d_with_indices_backward,"[[802816, 12544, 112, 1], [3211264, 50176, 224, 1], [], [], [], [], [], [802816, 12544, 112, 1]]",,"["""", """", ""[2, 2]"", ""[2, 2]"", ""[0, 0]"", ""[1, 1]"", ""False"", """"]","[[1, 64, 112, 112], [1, 64, 224, 224], [], [], [], [], [], [1, 64, 112, 112]]",0,,1542
6936340885430.669,60237,60051,518,23.986,cpu_op,X,"[""float""]",aten::zero_,"[[3211264, 50176, 224, 1]]",,"[""""]","[[1, 64, 224, 224]]",0,,1543
6936340885433.959,60237,60051,519,18.419,cpu_op,X,"[""float"", ""Scalar""]",aten::fill_,"[[3211264, 50176, 224, 1], []]",,"["""", ""0""]","[[1, 64, 224, 224], []]",0,,1544
6936340885487.818,60237,60051,520,43.529,cpu_op,X,,autograd::engine::evaluate_function: HardtanhBackward0,,1,,,0,138,1545
6936340885490.566,60237,60051,521,32.586,cpu_op,X,"[""float""]",HardtanhBackward0,"[[3211264, 50176, 224, 1]]",1,"[""""]","[[1, 64, 224, 224]]",0,138,1546
6936340885493.184,60237,60051,522,29.234,cpu_op,X,"[""float"", ""float"", ""Scalar"", ""Scalar""]",aten::hardtanh_backward,"[[3211264, 50176, 224, 1], [3211264, 50176, 224, 1], [], []]",,"["""", """", ""0."", ""6.""]","[[1, 64, 224, 224], [1, 64, 224, 224], [], []]",0,,1547
6936340885499.639,60237,60051,523,8.141,cpu_op,X,"[""ScalarList"", ""Scalar"", """", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 64, 224, 224]"", ""6"", """", """", """", ""0""]","[[], [], [], [], [], []]",0,,1548
6936340885539.94,60237,60051,524,108.992,cpu_op,X,,autograd::engine::evaluate_function: CudnnBatchNormBackward0,,1,,,0,137,1549
6936340885542.689,60237,60051,525,92.298,cpu_op,X,"[""float""]",CudnnBatchNormBackward0,"[[3211264, 50176, 224, 1]]",1,"[""""]","[[1, 64, 224, 224]]",0,137,1550
6936340885547.927,60237,60051,526,85.783,cpu_op,X,"[""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""float"", ""Scalar"", ""unsigned char""]",aten::cudnn_batch_norm_backward,"[[3211264, 50176, 224, 1], [3211264, 50176, 224, 1], [1], [1], [1], [1], [1], [], [1]]",,"["""", """", """", """", """", """", """", ""1.0000000000000001e-05"", """"]","[[1, 64, 224, 224], [1, 64, 224, 224], [64], [64], [64], [64], [64], [], [0]]",0,,1551
6936340885565.086,60237,60051,527,7.126,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[1, 64, 224, 224]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1552
6936340885574.393,60237,60051,528,6.105,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[64]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1553
6936340885582.672,60237,60051,529,5.377,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[64]"", ""6"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1554
6936340885603.903,60237,60051,530,2.083,cpu_op,X,"[""float"", ""ScalarList""]",aten::view,"[[1], []]",,"["""", ""[1, 64, 1, 1]""]","[[64], []]",0,,1555
6936340885610.465,60237,60051,531,4.837,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", """"]",aten::empty,"[[], [], [], [], [], []]",,"[""[0]"", ""0"", ""0"", """", """", """"]","[[], [], [], [], [], []]",0,,1556
6936340885660.653,60237,60051,532,13.152,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1557
6936340885664.469,60237,60051,533,7.142,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[64]],0,,1558
6936340885666.824,60237,60051,534,4.201,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[64]],0,,1559
6936340885668.288,60237,60051,535,2.366,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[64]],0,,1560
6936340885681.221,60237,60051,536,9.733,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1561
6936340885684.617,60237,60051,537,4.362,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[64]],0,,1562
6936340885686.082,60237,60051,538,2.518,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[64]],0,,1563
6936340885687.111,60237,60051,539,1.207,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[64]],0,,1564
6936340885697.805,60237,60051,540,2830.359,cpu_op,X,,autograd::engine::evaluate_function: ConvolutionBackward0,,1,,,0,136,1565
6936340885700.592,60237,60051,541,2808.793,cpu_op,X,"[""float""]",ConvolutionBackward0,"[[3211264, 50176, 224, 1]]",1,"[""""]","[[1, 64, 224, 224]]",0,136,1566
6936340885706.637,60237,60051,542,2800.402,cpu_op,X,"[""float"", ""float"", ""float"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""ScalarList"", ""Scalar"", ""ScalarList"", ""Scalar"", ""ScalarList""]",aten::convolution_backward,"[[3211264, 50176, 224, 1], [3211264, 50176, 224, 1], [576, 9, 3, 1], [], [], [], [], [], [], [], []]",,"["""", """", """", ""[64]"", ""[1, 1]"", ""[1, 1]"", ""[1, 1]"", ""False"", ""[0, 0]"", ""1"", ""[True, True, True]""]","[[1, 64, 224, 224], [1, 64, 224, 224], [64, 64, 3, 3], [], [], [], [], [], [], [], []]",0,,1567
6936340885715.908,60237,60051,543,1.162,cpu_op,X,"[""float"", """", """", """", """", ""Scalar"", ""Scalar"", ""Scalar""]",aten::to,"[[3211264, 50176, 224, 1], [], [], [], [], [], [], []]",,"["""", """", """", """", """", ""False"", ""False"", ""0""]","[[1, 64, 224, 224], [], [], [], [], [], [], []]",0,,1568
6936340887053.213,60237,60051,544,10.647,cpu_op,X,"[""ScalarList"", ""Scalar"", ""Scalar"", """", """", ""Scalar""]",aten::empty,"[[], [], [], [], [], []]",,"[""[64, 64, 3, 3]"", ""6"", ""0"", """", """", ""0""]","[[], [], [], [], [], []]",0,,1569
6936340888457.611,60237,60051,545,45.811,cpu_op,X,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,"[[3211264, 50176, 224, 1], [], [], []]",,"["""", ""[0, 2, 3]"", ""False"", """"]","[[1, 64, 224, 224], [], [], []]",0,,1570
6936340888473.05,60237,60051,546,2.58,cpu_op,X,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,"[[1], [], [], []]",,"["""", ""[1, 64, 1, 1]"", ""[0, 1, 0, 0]"", """"]","[[64], [], [], []]",0,,1571
6936340888549.748,60237,60051,547,17.628,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1572
6936340888554.417,60237,60051,548,10.468,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,"[[576, 9, 3, 1]]",,"[""""]","[[64, 64, 3, 3]]",0,,1573
6936340888558.689,60237,60051,549,5.53,cpu_op,X,"[""float""]",aten::detach,"[[576, 9, 3, 1]]",,"[""""]","[[64, 64, 3, 3]]",0,,1574
6936340888560.221,60237,60051,550,3.619,cpu_op,X,"[""float""]",detach,"[[576, 9, 3, 1]]",,"[""""]","[[64, 64, 3, 3]]",0,,1575
6936340888575.248,60237,60051,551,10.197,cpu_op,X,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,,,0,,1576
6936340888578.748,60237,60051,552,4.624,cpu_op,X,"[""float""]",torch::autograd::AccumulateGrad,[[1]],,"[""""]",[[64]],0,,1577
6936340888580.417,60237,60051,553,2.559,cpu_op,X,"[""float""]",aten::detach,[[1]],,"[""""]",[[64]],0,,1578
6936340888581.339,60237,60051,554,1.301,cpu_op,X,"[""float""]",detach,[[1]],,"[""""]",[[64]],0,,1579
6936340888592.412,60237,60051,555,48.402,cpu_op,X,,autograd::engine::evaluate_function: HardtanhBackward0,,1,,,0,134,1580
6936340888595.081,60237,60051,556,37.188,cpu_op,X,"[""float""]",HardtanhBackward0,"[[3211264, 50176, 224, 1]]",1,"[""""]","[[1, 64, 224, 224]]",0,134,1581
6936340888597.82,60237,60051,557,33.738,cpu_op,X,"[""float"", ""float"", ""Scalar"", ""Scalar""]",aten::hardtanh_backward,"[[3211264, 50176, 224, 1], [3211264, 50176, 224, 1], [], []]",,"["""", """", ""0."", ""6.""]","[[1, 64, 224, 224], [1, 64, 224, 224], [], []]",0,,1582
